C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-1247-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyFinger	EasyKey	ExperimentVersion	Group	HardFinger	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	1					1	1	1		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	2					2	1	2		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	3					3	1	3		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	4					4	1	4		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	5	3.04	1	1	1106				12	Lose	Trials	0.18431	1	1	1	0
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	6	1.42	1	1	812				50	Lose	Trials	0.19164	2	1	2	0
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	7	2.86	1	1	1756				50	Lose	Trials	0.19231	3	1	3	0
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	8	3.22	1	1	580				88	Win	Trials	0.18931	4	1	4	3.22
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	9	1.78	1	1	622				12	Lose	Trials	0.19181	5	1	5	0
EEfRTTextCuesV2_Win1_v2_815	1247	1	8.02	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">11154297716465</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-28T17:31:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1247-1	60.039	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	268365844	Professional	2.0.10.356	2.0.10.356	06-28-2021	6/28/2021 5:31:46 PM	13:31:46	2.0.10.252	10	1.96	1	1	533				88	Win	Trials	0.19231	6	1	6	1.96
