LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
1,10,13,blue,7,wide,['j'],4.146035442885477
0,0,13,blue,7,wide,['f'],2.0244496997329406
0,0,13,blue,7,wide,['f'],1.240390473860316
1,90,13,blue,7,wide,['f'],1.5255650060717016
0,100,13,blue,7,wide,['j'],1.7040063419262879
0,10,13,blue,7,wide,['f'],1.3088112898985855
1,90,13,blue,7,wide,['f'],1.1924604608211666
0,0,13,blue,7,wide,['f'],1.181544908322394
0,100,13,blue,7,wide,['j'],1.04763532866491
1,20,13,blue,7,wide,['j'],1.2576991977985017
1,90,13,blue,7,wide,['f'],1.3257234984776005
1,10,13,blue,7,wide,['j'],1.0029644791502506
1,100,13,blue,7,wide,['f'],0.990226207242813
0,90,13,blue,7,wide,['j'],1.058750276628416
1,20,13,blue,7,wide,['j'],1.4313624373171479
0,10,13,blue,7,wide,['f'],1.1642794199287891
0,80,13,blue,7,wide,['j'],1.542904734495096
0,80,13,blue,7,wide,['j'],1.099973660428077
1,100,13,blue,7,wide,['f'],0.7518931194790639
1,0,13,blue,7,wide,['j'],1.6195485526695848
0,60,13,green,7,Narrow,['f'],3.5185534524498507
0,50,13,green,7,Narrow,['f'],1.5289786228677258
1,40,13,green,7,Narrow,['j'],1.2497014756663702
1,50,13,green,7,Narrow,['j'],0.8762476440751925
1,40,13,green,7,Narrow,['j'],1.0006294753984548
1,40,13,green,7,Narrow,['j'],0.7832440083147958
0,60,13,green,7,Narrow,['f'],1.4927566242986359
0,50,13,green,7,Narrow,['f'],1.4250503324437886
0,40,13,green,7,Narrow,['f'],0.9560863413498737
0,50,13,green,7,Narrow,['f'],1.1287619900540449
0,50,13,green,7,Narrow,['f'],0.9326643391977996
1,70,13,green,7,Narrow,['f'],1.8095761608565226
0,70,13,green,7,Narrow,['j'],1.0619013512623496
0,50,13,green,7,Narrow,['f'],1.0406283261836506
1,30,13,green,7,Narrow,['j'],1.0847231759107672
1,30,13,green,7,Narrow,['j'],0.9042500539217144
0,50,13,green,7,Narrow,['f'],0.9805861032800749
1,50,13,green,7,Narrow,['j'],1.1926902918494307
1,60,13,green,7,Narrow,['j'],1.508629473100882
1,60,13,green,7,Narrow,['j'],0.8801985762547702
1,80,13,red,7,Skew,['f'],1.0041636966052465
1,60,13,red,7,Skew,['j'],1.4979224184062332
1,90,13,red,7,Skew,['f'],0.7332136580953375
0,70,13,red,7,Skew,['j'],1.881483411474619
0,80,13,red,7,Skew,['j'],0.8775481237098575
0,90,13,red,7,Skew,['j'],0.7147452544886619
1,90,13,red,7,Skew,['f'],1.471282497048378
1,60,13,red,7,Skew,['j'],1.4830181025899947
0,70,13,red,7,Skew,['f'],1.0706380598712713
1,70,13,red,7,Skew,['j'],1.730988165421877
0,80,13,red,7,Skew,['j'],1.1568841509870254
1,80,13,red,7,Skew,['f'],0.8076814769301564
0,100,13,red,7,Skew,['j'],1.219818604120519
0,70,13,red,7,Skew,['j'],1.3603833286324516
1,80,13,red,7,Skew,['f'],0.6754444300895557
0,80,13,red,7,Skew,['j'],0.8557537121232599
1,90,13,red,7,Skew,['f'],1.442723714048043
1,100,13,red,7,Skew,['f'],0.7346208043745719
0,80,13,red,7,Skew,['j'],0.7709139140788466
0,80,13,red,7,Skew,['j'],0.9025610232492909
