Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,1,No_resp,4,wide
30,13,red,100,1,['f'],2.2556578000076115,wide
40,13,red,100,0,['j'],1.886798500083387,wide
50,13,red,100,1,['f'],1.748387899948284,wide
60,13,red,100,0,['j'],1.2391637000255287,wide
70,13,red,100,1,['f'],1.0491099001374096,wide
80,13,red,100,1,['f'],1.2105748001486063,wide
90,13,red,100,0,['j'],1.0381265000905842,wide
20,13,red,50,0,['f'],1.7724745001178235,wide
30,13,red,50,1,['f'],1.4600287000648677,wide
40,13,red,50,1,['f'],1.7852902000304312,wide
50,13,red,50,1,['f'],2.0127854999154806,wide
60,13,red,50,0,['j'],1.9528185001108795,wide
70,13,red,50,0,['j'],1.7961042001843452,wide
80,13,red,50,0,['j'],0.8612273999024183,wide
90,13,red,50,0,['j'],0.831405800068751,wide
20,13,blue,100,0,['f'],1.3689081999473274,narrow
30,13,blue,100,1,['f'],2.7319680000655353,narrow
40,13,blue,100,1,['f'],1.7209589001722634,narrow
50,13,blue,100,1,['f'],1.0007313000969589,narrow
60,13,blue,100,1,['f'],1.075496100122109,narrow
70,13,blue,100,0,['j'],1.095404699910432,narrow
80,13,blue,100,0,['j'],1.0773306000046432,narrow
90,13,blue,100,0,['j'],0.8156006999779493,narrow
20,13,blue,50,0,['f'],1.1814498000312597,narrow
30,13,blue,50,0,['f'],1.492472100071609,narrow
40,13,blue,50,0,['f'],1.5136629999615252,narrow
50,13,blue,50,1,['f'],1.5693112998269498,narrow
60,13,blue,50,1,['f'],1.5226956000551581,narrow
70,13,blue,50,1,['f'],0.7231245001312345,narrow
80,13,blue,50,0,['j'],0.983625499997288,narrow
90,13,blue,50,0,['j'],0.9132493999786675,narrow
20,13,green,100,1,['j'],1.8201782000251114,skew
30,13,green,100,0,['j'],2.495900900103152,skew
40,13,green,100,0,['f'],1.4087501000612974,skew
50,13,green,100,1,['f'],1.6002507000230253,skew
60,13,green,100,1,['f'],0.7974072999786586,skew
70,13,green,100,1,['f'],1.2427845001220703,skew
80,13,green,100,0,['j'],1.470677200006321,skew
90,13,green,100,0,['j'],1.2361014999914914,skew
20,13,green,50,1,['j'],1.7141762000974268,skew
30,13,green,50,1,['j'],2.187906599836424,skew
40,13,green,50,0,['j'],1.9355095999781042,skew
50,13,green,50,0,['j'],1.4946203001309186,skew
60,13,green,50,0,['j'],1.1940681000705808,skew
70,13,green,50,1,['f'],1.2284501001704484,skew
80,13,green,50,1,['f'],1.1116601000539958,skew
90,13,green,50,1,['f'],0.6518943998962641,skew
20,13,yellow,100,0,['f'],1.4135102999862283,True_unkown
30,13,yellow,100,0,['f'],1.8218283001333475,True_unkown
40,13,yellow,100,0,['f'],2.2023555000778288,True_unkown
50,13,yellow,100,1,['f'],1.6988827001769096,True_unkown
60,13,yellow,100,0,['j'],1.475782100111246,True_unkown
70,13,yellow,100,1,['f'],1.0309718998614699,True_unkown
80,13,yellow,100,0,['j'],1.4652217000257224,True_unkown
90,13,yellow,100,0,['j'],1.2274138000793755,True_unkown
20,13,yellow,50,0,['f'],2.4253907001111656,True_unkown
30,13,yellow,50,0,['f'],1.5452209000941366,True_unkown
40,13,yellow,50,0,['f'],1.8568960998672992,True_unkown
50,13,yellow,50,1,['f'],1.4967947001568973,True_unkown
60,13,yellow,50,1,['f'],1.0213317000307143,True_unkown
70,13,yellow,50,0,['j'],1.6985419001430273,True_unkown
80,13,yellow,50,1,['f'],1.0292508001439273,True_unkown
90,13,yellow,50,1,['f'],0.8135156000498682,True_unkown
