TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
13,13,2,3,2,3,0.750000,1.0,12.0,66.38287,2.0,66.75627,0.3733943,4.0,68.90041,69.90597,3.5230925,69.906136,70.658966
14,14,2,3,2,1,0.750000,1.0,13.0,70.70189,2.0,71.042725,0.3408349,8.0,73.219734,74.22843,3.5265439,74.22859,74.97872
15,15,2,3,2,1,0.750000,1.0,14.0,75.022285,2.0,75.996346,0.9740591,8.0,77.53857,78.543816,3.5215306,78.54397,79.29843
16,16,2,3,2,2,10,1.0,15.0,79.342094,3.0,80.33274,0.990645,5.0,81.860176,82.86919,3.5270965,82.869354,92.87482
17,17,3,5,3,1,0.750000,1.0,16.0,93.077705,0.0,999.0,999.0,999.0,95.59357,96.61007,3.5323656,96.61022,97.36129
18,18,3,5,3,1,0.750000,1.0,17.0,97.52834,--,--,--,--,--,--,--,--,--
19,19,3,5,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,3,5,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,3,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,3,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,3,5,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,3,5,3,1,10,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,4,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,4,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,4,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,4,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,4,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,4,1,1,1,12,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,5,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,5,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,5,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,5,4,2,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,6,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,6,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,6,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,6,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,6,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,6,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,6,3,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,7,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,7,4,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,7,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,7,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,7,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,7,4,2,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,8,2,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,8,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,8,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,8,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,8,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,8,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,8,2,1,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,9,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,9,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,9,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,9,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,9,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,9,6,3,1,12,0.0,--,--,--,--,--,--,--,--,--,--,--
