onset	duration	trial_type	rt	resp	gender
0.6172618245473132	3.0052758349338546	decision	1.5501563551370054	right	o
4.169684944208711	1.0007827568333596	win	n/a	n/a	n/a
11.108932996634394	3.0055858585983515	decision	1.0505996557185426	left	o
14.661457847571	1.0009798798710108	loss	n/a	n/a	n/a
17.380907315644436	3.005231761489995	decision	1.5502242766087875	left	o
20.933981877402402	1.0003725113347173	win	n/a	n/a	n/a
23.6527454899624	3.006824141833931	decision	1.550732328905724	right	o
27.20551546185743	1.0006656299810857	win	n/a	n/a	n/a
32.02667923667468	3.0067912376252934	decision	1.800960922264494	right	o
35.57933721365407	1.000238177832216	loss	n/a	n/a	n/a
42.50150830869097	3.0070580933243036	decision	1.8009340554708615	right	o
46.054359182482585	1.0010668192990124	loss	n/a	n/a	n/a
50.87513474863954	3.006292543374002	decision	1.8004097021184862	left	o
54.427914078580216	1.000727513921447	win	n/a	n/a	n/a
59.24880103580654	3.005612423410639	decision	1.5504503794945776	left	o
62.801714397384785	1.0008216983405873	loss	n/a	n/a	n/a
65.52039861737285	3.00599519838579	decision	1.5505246402462944	left	o
69.07328692346346	1.0006538568995893	win	n/a	n/a	n/a
71.79218668071553	3.004924454842694	decision	1.5512485317885876	left	o
75.3449738593772	1.000915580894798	win	n/a	n/a	n/a
78.0640979083255	3.0052030836232007	decision	1.550301254261285	right	o
81.61736989498604	1.000536126550287	loss	n/a	n/a	n/a
86.43757733609527	3.0067755402997136	decision	1.3007980617694557	left	o
89.99037508026231	1.000942145823501	loss	n/a	n/a	n/a
92.7094900731463	3.00596682226751	decision	1.5513547910377383	left	o
96.26208737352863	1.000955428229645	win	n/a	n/a	n/a
103.18503850849811	3.0055931034730747	decision	1.3007087073056027	right	o
106.73754947329871	1.0009626731043682	win	n/a	n/a	n/a
109.45659503526986	3.0057114377850667	decision	1.5497195448260754	right	o
113.00918569450732	1.0009321839315817	win	n/a	n/a	n/a
119.93209969904274	3.005106484168209	decision	1.0460015257121995	left	o
123.4846269650152	1.000837697647512	win	n/a	n/a	n/a
128.30560508789495	3.005423450958915	decision	0.7835660926066339	left	o
131.85831528890412	1.0007694744272158	win	n/a	n/a	n/a
136.67895984218922	3.0053633782081306	decision	1.5503293283982202	right	o
140.23166159074754	1.001022443990223	win	n/a	n/a	n/a
145.0525102101965	3.0057935471413657	decision	1.301006354042329	left	o
148.6052732389653	1.0009548243833706	win	n/a	n/a	n/a
161.83295372803695	3.005831281421706	decision	1.3003153668250889	right	o
165.3857475478435	1.0008401126833633	loss	n/a	n/a	n/a
172.30880735709798	3.005400810390711	decision	1.2993807678576559	right	o
175.86096030042972	1.0008896198123693	win	n/a	n/a	n/a
182.78381211915985	3.0061470405198634	decision	1.300197636242956	right	o
186.33650692459196	1.000839508837089	loss	n/a	n/a	n/a
