TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,5,3,2,0.750000,1.0,0.0,4.433957,0.0,999.0,999.0,999.0,6.9355845,7.9529476,3.5189908,7.953142,8.703746
2,2,1,5,3,2,0.750000,1.0,1.0,9.1156,3.0,9.721353,0.605753,5.0,11.63342,12.646515,3.530915,12.646664,13.406824
3,3,1,5,3,1,0.750000,1.0,2.0,13.803906,2.0,14.357836,0.5539301,7.0,16.323046,17.335573,3.531668,17.335722,18.093843
4,4,1,5,3,1,0.750000,1.0,3.0,18.489271,3.0,19.345282,0.85601085,1.0,21.00586,22.01463,3.5253592,22.014778,22.780218
5,5,1,5,3,1,0.750000,1.0,4.0,23.181622,2.0,23.881521,0.69989955,7.0,25.699375,26.708492,3.526871,26.708668,27.466717
6,6,1,5,3,1,0.750000,1.0,5.0,27.858517,2.0,28.33435,0.47583446,9.0,30.376345,31.387074,3.5285575,31.387228,32.137394
7,7,1,5,3,1,0.750000,1.0,6.0,32.533028,3.0,32.921917,0.38888723,2.0,35.05056,36.05967,3.5266433,36.05982,36.823784
8,8,1,5,3,1,10,1.0,7.0,37.221767,--,--,--,--,--,--,--,--,--
9,9,2,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
10,10,2,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
11,11,2,4,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
12,12,2,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
13,13,2,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
14,14,2,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
15,15,2,4,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
16,16,2,4,2,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
17,17,3,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
18,18,3,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
19,19,3,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
20,20,3,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
21,21,3,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
22,22,3,3,2,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
23,23,3,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
24,24,3,3,2,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
25,25,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
26,26,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
27,27,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
28,28,4,2,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
29,29,4,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
30,30,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
31,31,4,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
32,32,4,2,1,3,10,0.0,--,--,--,--,--,--,--,--,--,--,--
33,33,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
34,34,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
35,35,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
36,36,5,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
37,37,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
38,38,5,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
39,39,5,1,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
40,40,5,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
41,41,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
42,42,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
43,43,6,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
44,44,6,3,2,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
45,45,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
46,46,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
47,47,6,3,2,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
48,48,6,3,2,1,10,0.0,--,--,--,--,--,--,--,--,--,--,--
49,49,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
50,50,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
51,51,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
52,52,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
53,53,7,2,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
54,54,7,2,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
55,55,7,2,1,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
56,56,7,2,1,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
57,57,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
58,58,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
59,59,8,6,3,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
60,60,8,6,3,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
61,61,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
62,62,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
63,63,8,6,3,3,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
64,64,8,6,3,3,12,0.0,--,--,--,--,--,--,--,--,--,--,--
65,65,9,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
66,66,9,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
67,67,9,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
68,68,9,1,1,2,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
69,69,9,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
70,70,9,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
71,71,9,1,1,1,0.750000,0.0,--,--,--,--,--,--,--,--,--,--,--
72,72,9,1,1,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--
