TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
13,13,2,4,win,obj (13).bmp,obj (73).bmp,1.0,12.0,147.69621,999.0,999.0,999.0,150.795,3.0990515,150.79544,2.0,152.81111,155.84619,155.84654,159.8651,2019-11-05 09:09:08.220089
14,14,2,2,loss,obj (14).bmp,obj (74).bmp,1.0,13.0,159.87193,999.0,999.0,999.0,162.96947,3.0978024,162.96991,2.0,164.98659,168.00497,168.00514,170.0234,2019-11-05 09:09:18.378232
15,15,8,2,loss,obj (15).bmp,obj (75).bmp,1.0,14.0,170.03015,999.0,999.0,999.0,173.1269,3.0970128,173.12733,2.0,175.14378,178.16197,178.16212,180.18068,2019-11-05 09:09:28.535341
16,16,2,4,win,obj (16).bmp,obj (76).bmp,1.0,15.0,180.18843,999.0,999.0,999.0,183.28464,3.0964718,183.28506,2.0,185.30151,188.33688,188.33723,192.35498,2019-11-05 09:09:40.709452
17,17,2,2,loss,obj (17).bmp,obj (77).bmp,1.0,16.0,192.36172,999.0,999.0,999.0,195.45934,3.09788,195.45978,2.0,197.47618,200.49449,200.49466,202.51353,2019-11-05 09:09:50.867836
18,18,4,4,win,obj (18).bmp,obj (78).bmp,1.0,17.0,202.52039,999.0,999.0,999.0,205.61687,3.0967517,205.6173,2.0,207.63379,210.67003,210.6703,214.6878,2019-11-05 09:10:03.041904
19,19,2,2,win,obj (19).bmp,obj (79).bmp,1.0,18.0,214.69493,999.0,999.0,999.0,217.79228,3.097616,217.79271,2.0,219.80937,222.84459,222.84494,224.8627,2019-11-05 09:10:13.216678
20,20,2,2,win,obj (20).bmp,obj (80).bmp,1.0,19.0,224.87135,999.0,999.0,999.0,227.96573,3.094655,227.96617,2.0,229.98264,233.01796,233.01833,235.03636,2019-11-05 09:10:23.390132
21,21,2,2,win,obj (21).bmp,obj (81).bmp,1.0,20.0,235.04326,999.0,999.0,999.0,238.14032,3.0974994,238.14108,2.0,240.15651,243.19266,243.19301,245.21008,2019-11-05 09:10:33.563677
22,22,2,2,loss,obj (22).bmp,obj (82).bmp,1.0,21.0,245.21684,999.0,999.0,999.0,248.3141,3.0975363,248.31454,2.0,250.3302,253.348,253.34818,255.36746,2019-11-05 09:10:43.720889
23,23,4,6,loss,obj (23).bmp,obj (83).bmp,1.0,22.0,255.37534,999.0,999.0,999.0,258.47107,3.0960102,258.4715,2.0,260.48782,263.50552,263.50568,269.52444,2019-11-05 09:10:57.877652
24,24,4,6,win,obj (24).bmp,obj (84).bmp,1.0,23.0,269.5338,999.0,999.0,999.0,272.63068,3.097122,272.6311,2.0,274.64758,277.68365,277.68402,283.7014,2019-11-05 09:11:12.054423
25,25,2,2,loss,obj (25).bmp,obj (85).bmp,1.0,24.0,283.70822,999.0,999.0,999.0,286.80673,3.0987782,286.8072,2.0,288.82462,291.84308,291.84323,293.86163,2019-11-05 09:11:22.214444
26,26,4,8,loss,obj (26).bmp,obj (86).bmp,1.0,25.0,293.8695,999.0,999.0,999.0,296.9645,3.0952768,296.96494,2.0,298.9814,301.99957,301.99973,310.0181,2019-11-05 09:11:38.370648
27,27,6,2,loss,obj (27).bmp,obj (87).bmp,1.0,26.0,310.0251,999.0,999.0,999.0,313.12628,3.1014786,313.12674,2.0,315.14392,318.161,318.16116,320.17975,2019-11-05 09:11:48.532119
28,28,6,2,loss,obj (28).bmp,obj (88).bmp,1.0,27.0,320.1867,999.0,999.0,999.0,323.28372,3.097313,323.28418,2.0,325.30084,328.31924,328.3194,330.33765,2019-11-05 09:11:58.689864
29,29,2,4,win,obj (29).bmp,obj (89).bmp,1.0,28.0,330.34457,999.0,999.0,999.0,333.44116,3.0968485,333.4416,2.0,335.45813,338.49335,338.4937,342.51144,2019-11-05 09:12:10.863446
30,30,4,2,win,obj (30).bmp,obj (90).bmp,1.0,29.0,342.51877,999.0,999.0,999.0,345.6181,3.0997205,345.61877,2.0,347.63525,350.66873,350.6691,352.68884,2019-11-05 09:12:21.040696
31,31,6,2,loss,obj (31).bmp,obj (91).bmp,1.0,30.0,352.69574,999.0,999.0,999.0,355.79208,3.0966196,355.79254,2.0,357.80896,360.82715,360.82733,362.8457,2019-11-05 09:12:31.197371
32,32,2,7,win,obj (32).bmp,obj (92).bmp,1.0,31.0,362.85263,999.0,999.0,999.0,365.94962,3.097274,365.95007,2.0,367.9647,370.99982,371.00015,378.01862,2019-11-05 09:12:46.370029
33,33,4,6,loss,obj (33).bmp,obj (93).bmp,1.0,32.0,378.02548,999.0,999.0,999.0,381.1266,3.1013794,381.127,2.0,383.14352,386.16107,386.16125,392.17874,2019-11-05 09:13:00.529936
34,34,2,2,loss,obj (34).bmp,obj (94).bmp,1.0,33.0,392.18573,999.0,999.0,999.0,395.2855,3.1000428,395.28592,2.0,397.3035,400.32022,400.32043,402.34073,2019-11-05 09:13:10.691761
35,35,6,2,loss,obj (35).bmp,obj (95).bmp,1.0,34.0,402.34756,999.0,999.0,999.0,405.4439,3.096614,405.44434,2.0,407.46075,410.47916,410.4793,412.4969,2019-11-05 09:13:20.847769
36,36,4,8,win,obj (36).bmp,obj (96).bmp,1.0,35.0,412.50394,999.0,999.0,999.0,415.60162,3.097936,415.60205,2.0,417.61853,420.65283,420.6532,428.672,2019-11-05 09:13:37.022610
37,37,3,8,win,obj (37).bmp,obj (97).bmp,1.0,36.0,428.67902,999.0,999.0,999.0,431.778,3.0994036,431.77875,2.0,433.79587,436.82996,436.8303,444.84726,2019-11-05 09:13:53.197587
38,38,6,7,loss,obj (38).bmp,obj (98).bmp,1.0,37.0,444.85648,2.0,0.52984285,445.38632,448.3743,3.5180972,448.37476,2.0,450.3892,453.40744,453.40762,460.42593,2019-11-05 09:14:08.776001
39,39,2,8,win,obj (39).bmp,obj (99).bmp,1.0,38.0,460.4328,999.0,999.0,999.0,463.53342,3.1008973,463.53387,2.0,465.55057,468.5859,468.58627,476.60254,2019-11-05 09:14:24.952367
40,40,2,6,win,obj (40).bmp,obj (100).bmp,1.0,39.0,476.60938,999.0,999.0,999.0,479.71097,3.1018722,479.71143,2.0,481.72812,484.76434,484.7647,490.78162,2019-11-05 09:14:39.131197
41,41,2,6,win,obj (41).bmp,obj (101).bmp,1.0,40.0,490.78876,999.0,999.0,999.0,493.88806,3.0995827,493.88852,2.0,495.90497,498.94052,498.94086,504.95862,2019-11-05 09:14:53.307972
42,42,4,8,loss,obj (42).bmp,obj (102).bmp,1.0,41.0,504.96567,999.0,999.0,999.0,508.0645,3.0991242,508.06494,2.0,510.08163,513.0999,513.1001,521.1187,2019-11-05 09:15:09.467809
43,43,3,8,win,obj (43).bmp,obj (103).bmp,1.0,42.0,521.1261,999.0,999.0,999.0,524.2267,3.1008654,524.2271,2.0,526.2436,529.2789,529.27924,537.29694,2019-11-05 09:15:25.645755
44,44,6,6,loss,obj (44).bmp,obj (104).bmp,1.0,43.0,537.30383,999.0,999.0,999.0,540.4044,3.1008313,540.40485,2.0,542.4213,545.43915,545.43933,551.4587,2019-11-05 09:15:39.807247
45,45,3,7,loss,obj (45).bmp,obj (105).bmp,1.0,44.0,551.46564,999.0,999.0,999.0,554.5645,3.0991552,554.56494,2.0,556.5815,559.5995,559.5996,566.61786,2019-11-05 09:15:54.966196
46,46,3,7,win,obj (46).bmp,obj (106).bmp,1.0,45.0,566.625,999.0,999.0,999.0,569.7254,3.1006708,569.7258,2.0,571.7424,574.77814,574.77844,581.79553,2019-11-05 09:16:10.143619
47,47,6,6,loss,obj (47).bmp,obj (107).bmp,1.0,46.0,581.80255,999.0,999.0,999.0,584.9027,3.1006546,584.9035,2.0,586.9193,589.93756,589.93774,595.95624,2019-11-05 09:16:24.304130
48,48,6,7,win,obj (48).bmp,obj (108).bmp,1.0,47.0,595.9636,999.0,999.0,999.0,599.06274,3.099371,599.0632,2.0,601.07965,604.11487,604.1152,611.13293,2019-11-05 09:16:39.480570
49,49,5,7,win,obj (49).bmp,obj (109).bmp,1.0,48.0,611.14,999.0,999.0,999.0,614.24054,3.1008058,614.24097,2.0,616.2566,619.2926,619.29297,626.3107,2019-11-05 09:16:54.658077
50,50,2,8,win,obj (50).bmp,obj (110).bmp,1.0,49.0,626.31793,999.0,999.0,999.0,629.4181,3.1007488,629.419,2.0,631.4346,634.47,634.4703,642.48804,2019-11-05 09:17:10.835161
51,51,4,4,win,obj (51).bmp,obj (111).bmp,1.0,50.0,642.4952,999.0,999.0,999.0,645.5955,3.1006546,645.596,2.0,647.6125,650.6485,650.64874,654.66614,2019-11-05 09:17:23.013031
52,52,3,6,loss,obj (52).bmp,obj (112).bmp,1.0,51.0,654.67554,2.0,0.5261719,655.2017,658.1929,3.5176144,658.1933,2.0,660.2045,663.22284,663.223,669.24133,2019-11-05 09:17:37.587986
53,53,6,6,loss,obj (53).bmp,obj (113).bmp,1.0,52.0,669.2484,999.0,999.0,999.0,672.34766,3.0995252,672.3481,2.0,674.3646,677.38293,677.38306,683.4015,2019-11-05 09:17:51.747919
54,54,5,4,win,obj (54).bmp,obj (114).bmp,1.0,53.0,683.40845,999.0,999.0,999.0,686.5088,3.100564,686.5092,2.0,688.5249,691.56,691.56036,695.57837,2019-11-05 09:18:03.924638
55,55,5,6,loss,obj (55).bmp,obj (115).bmp,1.0,54.0,695.5855,999.0,999.0,999.0,698.6832,3.0979416,698.68365,2.0,700.7002,703.7186,703.7188,709.7371,2019-11-05 09:18:18.083133
56,56,5,7,loss,obj (56).bmp,obj (116).bmp,1.0,55.0,709.74426,999.0,999.0,999.0,712.84375,3.0997505,712.8442,2.0,714.8607,717.87805,717.8782,724.8975,2019-11-05 09:18:33.243295
57,57,3,2,loss,obj (57).bmp,obj (117).bmp,1.0,56.0,724.90546,999.0,999.0,999.0,728.00385,3.0986707,728.0043,2.0,730.0207,733.03906,733.0392,735.0578,2019-11-05 09:18:43.403412
58,58,4,6,loss,obj (58).bmp,obj (118).bmp,1.0,57.0,735.065,999.0,999.0,999.0,738.1614,3.096643,738.1618,2.0,740.17737,743.19684,743.197,749.2154,2019-11-05 09:18:57.560735
59,59,4,7,win,obj (59).bmp,obj (119).bmp,1.0,58.0,749.22266,999.0,999.0,999.0,752.3211,3.0987556,752.3216,2.0,754.33856,757.3734,757.37366,764.39185,2019-11-05 09:19:12.737021
60,60,4,8,win,obj (60).bmp,obj (120).bmp,1.0,59.0,764.3995,999.0,999.0,999.0,767.4985,3.0992985,767.4989,2.0,769.51556,772.55084,772.5512,780.5693,2019-11-05 09:19:28.914121
