TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
1,1,2,6,loss,obj (1).bmp,obj (61).bmp,1.0,0.0,4.02634,2.0,1.0469104,5.0732503,7.543876,3.5179048,7.5444293,2.0,9.560318,12.577885,12.578113,18.596233,2019-11-05 09:06:46.953582
2,2,2,4,win,obj (2).bmp,obj (62).bmp,1.0,1.0,18.603348,3.0,0.5302168,19.133564,22.121206,3.5181243,22.121685,2.0,24.136204,27.172537,27.172888,31.190153,2019-11-05 09:06:59.547243
3,3,4,2,loss,obj (3).bmp,obj (63).bmp,1.0,2.0,31.197147,2.0,1.04564,32.242786,34.71495,3.5181158,34.715466,2.0,36.728844,39.74542,39.745586,41.76562,2019-11-05 09:07:10.122542
4,4,4,6,loss,obj (4).bmp,obj (64).bmp,1.0,3.0,41.772423,2.0,2.079317,43.851738,45.289326,3.5172133,45.289803,2.0,47.30369,50.320988,50.321156,56.3401,2019-11-05 09:07:24.696786
5,5,2,4,loss,obj (5).bmp,obj (65).bmp,1.0,4.0,56.34697,999.0,999.0,999.0,59.446087,3.0993826,59.446518,2.0,61.463047,64.48137,64.481544,68.500046,2019-11-05 09:07:36.856540
6,6,2,2,win,obj (6).bmp,obj (66).bmp,1.0,5.0,68.50685,999.0,999.0,999.0,71.604866,3.0982873,71.605316,2.0,73.621864,76.657425,76.657776,78.675514,2019-11-05 09:07:47.031839
7,7,6,4,win,obj (7).bmp,obj (67).bmp,1.0,6.0,78.68252,999.0,999.0,999.0,81.77861,3.096363,81.77905,2.0,83.79546,86.83075,86.8311,90.84899,2019-11-05 09:07:59.205115
8,8,2,4,loss,obj (8).bmp,obj (68).bmp,1.0,7.0,90.85599,999.0,999.0,999.0,93.954315,3.0986145,93.95478,2.0,95.97129,98.98859,98.988754,103.008156,2019-11-05 09:08:11.364078
9,9,8,2,win,obj (9).bmp,obj (69).bmp,1.0,8.0,103.014885,999.0,999.0,999.0,106.11295,3.0983398,106.11339,2.0,108.12985,111.16529,111.16566,113.182846,2019-11-05 09:08:21.538612
10,10,2,4,win,obj (10).bmp,obj (70).bmp,1.0,9.0,113.19177,999.0,999.0,999.0,116.28658,3.0950835,116.287025,2.0,118.30347,121.33941,121.33976,125.35614,2019-11-05 09:08:33.711695
11,11,4,2,win,obj (11).bmp,obj (71).bmp,1.0,10.0,125.36284,999.0,999.0,999.0,128.46219,3.0996363,128.46265,2.0,130.47919,133.5147,133.51508,135.53276,2019-11-05 09:08:43.888151
12,12,6,4,loss,obj (12).bmp,obj (72).bmp,1.0,11.0,135.54059,999.0,999.0,999.0,138.63568,3.0953689,138.63611,2.0,140.65271,143.67105,143.67123,147.68956,2019-11-05 09:08:56.044749
