condition	duration	onset
door	3	4.026339974720031
Fixation_ant	2	7.544429400935769
loss	3	9.56031814077869
door	3	18.60334706166759
Fixation_ant	2	22.12168465787545
win	3	24.136203864589334
door	3	31.19714686460793
Fixation_ant	2	34.71546728676185
loss	3	36.72884273296222
door	3	41.7724212850444
Fixation_ant	2	45.28980180202052
loss	3	47.30369301280007
door	3	56.34697032580152
Fixation_ant	2	59.44651834387332
loss	3	61.4630471249111
door	3	68.50684815878049
Fixation_ant	2	71.60531964479014
win	3	73.62186483293772
door	3	78.68252015858889
Fixation_ant	2	81.77905117487535
win	3	83.79546266980469
door	3	90.85598694393411
Fixation_ant	2	93.95478010782972
loss	3	95.97128823073581
door	3	103.01488408772275
Fixation_ant	2	106.11338927876204
win	3	108.12985286768526
door	3	113.19177215499803
Fixation_ant	2	116.28702182276174
win	3	118.30346649885178
door	3	125.36283501889557
Fixation_ant	2	128.46264301985502
win	3	130.47918688785285
door	3	135.54058294882998
Fixation_ant	2	138.63611382292584
loss	3	140.6527057159692
door	3	147.69622018467635
Fixation_ant	2	150.79544018069282
win	3	152.8111124499701
door	3	159.8719385820441
Fixation_ant	2	162.9699097420089
loss	3	164.98658147174865
door	3	170.03015484381467
Fixation_ant	2	173.12733134394512
loss	3	175.14378044987097
door	3	180.18843374075368
Fixation_ant	2	183.28507139487192
win	3	185.3015164169483
door	3	192.36172205395997
Fixation_ant	2	195.45977054163814
loss	3	197.47617546794936
door	3	202.52038388093933
Fixation_ant	2	205.61730012390763
win	3	207.63378192298114
door	3	214.69493414694443
Fixation_ant	2	217.79271687101573
win	3	219.80937500996515
door	3	224.8713493947871
Fixation_ant	2	227.96616944065318
win	3	229.98264019005
door	3	235.0432546469383
Fixation_ant	2	238.14108901564032
win	3	240.1565157896839
door	3	245.2168409167789
Fixation_ant	2	248.3145461799577
loss	3	250.33019417896867
door	3	255.37533220788464
Fixation_ant	2	258.471508724615
loss	3	260.48782592779025
door	3	269.53381808195263
Fixation_ant	2	272.63110556360334
win	3	274.6475785966031
door	3	283.7082311506383
Fixation_ant	2	286.80717518366873
loss	3	288.82462904183194
door	3	293.8694962426089
Fixation_ant	2	296.9649394159205
loss	3	298.9814095767215
door	3	310.0250864238478
Fixation_ant	2	313.126731258817
loss	3	315.1439204546623
door	3	320.186691978015
Fixation_ant	2	323.2841702308506
loss	3	325.3008501320146
door	3	330.34457724681124
Fixation_ant	2	333.4415877000429
win	3	335.4581266785972
door	3	342.5187796349637
Fixation_ant	2	345.61878703767434
win	3	347.6352661247365
door	3	352.6957471938804
Fixation_ant	2	355.7925329837017
loss	3	357.80895584169775
door	3	362.8526233728044
Fixation_ant	2	365.9500633799471
win	3	367.9646914987825
door	3	378.02546719880775
Fixation_ant	2	381.12701226584613
loss	3	383.1435219668783
door	3	392.1857191189192
Fixation_ant	2	395.28592909965664
loss	3	397.30348461680114
door	3	402.34756266279146
Fixation_ant	2	405.4443417498842
loss	3	407.4607566567138
door	3	412.50394483469427
Fixation_ant	2	415.6020471076481
win	3	417.6185272228904
door	3	428.679002054967
Fixation_ant	2	431.77874743472785
win	3	433.7958686328493
door	3	444.85648215468973
Fixation_ant	2	448.37475065886974
loss	3	450.3891942659393
door	3	460.43280470604077
Fixation_ant	2	463.53386835195124
win	3	465.5505593488924
door	3	476.60937695903704
Fixation_ant	2	479.7114163399674
win	3	481.7281300276518
door	3	490.78876230167225
Fixation_ant	2	493.88851232500747
win	3	495.9049618826248
door	3	504.96565751964226
Fixation_ant	2	508.06494578067213
loss	3	510.08163659693673
door	3	521.1260796505958
Fixation_ant	2	524.2271125665866
win	3	526.243588835001
door	3	537.3038617200218
Fixation_ant	2	540.4048598119989
loss	3	542.4213169119321
door	3	551.4656204427592
Fixation_ant	2	554.5649447329342
loss	3	556.5814569708891
door	3	566.6249769148417
Fixation_ant	2	569.7258166158572
win	3	571.7423586668447
door	3	581.8025754406117
Fixation_ant	2	584.9035099060275
loss	3	586.9193009226583
door	3	595.9636311377399
Fixation_ant	2	599.0631691389717
win	3	601.0796491326764
door	3	611.1400161646307
Fixation_ant	2	614.2409903146327
win	3	616.2566078458913
door	3	626.3179384828545
Fixation_ant	2	629.4189847628586
win	3	631.4345543975942
door	3	642.4951630258001
Fixation_ant	2	645.5959868016653
win	3	647.612478274852
door	3	654.675523777958
Fixation_ant	2	658.1933013526723
loss	3	660.2045448147692
door	3	669.2484080288559
Fixation_ant	2	672.3480985136703
loss	3	674.3646542658098
door	3	683.4084741789848
Fixation_ant	2	686.5092050908133
win	3	688.5248765270226
door	3	695.5855288957246
Fixation_ant	2	698.6836328669451
loss	3	700.7002191715874
door	3	709.7442636168562
Fixation_ant	2	712.844181815628
loss	3	714.860689073801
door	3	724.9054692438804
Fixation_ant	2	728.0043007028289
loss	3	730.0206975177862
door	3	735.0649907607585
Fixation_ant	2	738.1618013116531
loss	3	740.1773889069445
door	3	749.2226370386779
Fixation_ant	2	752.3215936208144
win	3	754.3385736718774
door	3	764.3994521899149
Fixation_ant	2	767.4989186446182
win	3	769.5155938449316
