TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
36,36,5,2,1,1,0.75,1.0,35.0,188.85733,0.0,999.0,999.0,999.0,191.37292,192.38963,3.5323074,192.38982,193.1407
37,37,5,2,1,3,0.75,1.0,36.0,193.14297,0.0,999.0,999.0,999.0,195.64394,196.66086,3.5178897,196.66104,197.41145
38,38,5,2,1,1,0.75,1.0,37.0,197.41377,0.0,999.0,999.0,999.0,199.93045,200.94804,3.5342681,200.94823,201.69853
39,39,5,2,1,3,0.75,1.0,38.0,201.70091,0.0,999.0,999.0,999.0,204.21762,205.23378,3.532878,205.23396,205.98505
40,40,5,2,1,3,12,1.0,39.0,205.98741,0.0,999.0,999.0,999.0,208.50429,209.52026,3.5328457,209.52043,221.53131
41,41,6,4,2,2,0.75,1.0,40.0,221.53568,0.0,999.0,999.0,999.0,224.05032,225.06622,3.5305445,225.06639,225.81822
42,42,6,4,2,3,0.75,1.0,41.0,225.82141,0.0,999.0,999.0,999.0,228.33728,229.35379,3.5323877,229.35397,230.1049
43,43,6,4,2,3,0.75,1.0,42.0,230.107,0.0,999.0,999.0,999.0,232.60747,233.62383,3.5168207,233.624,234.37491
44,44,6,4,2,3,0.75,1.0,43.0,234.37694,0.0,999.0,999.0,999.0,236.87769,237.8938,3.5168633,237.89397,238.64519
45,45,6,4,2,3,0.75,1.0,44.0,238.64719,0.0,999.0,999.0,999.0,241.14787,242.16515,3.517957,242.16533,242.9155
46,46,6,4,2,3,0.75,1.0,45.0,242.91757,0.0,999.0,999.0,999.0,245.41882,246.43654,3.518971,246.43674,247.20354
47,47,6,4,2,2,0.75,1.0,46.0,247.20581,0.0,999.0,999.0,999.0,249.72173,250.73882,3.5330136,250.739,251.48946
48,48,6,4,2,3,10,1.0,47.0,251.49141,0.0,999.0,999.0,999.0,254.00845,255.0253,3.5338974,255.02548,265.0337
49,49,7,3,2,1,0.75,1.0,48.0,265.03677,0.0,999.0,999.0,999.0,267.5531,268.5687,3.5319004,268.56885,269.3201
50,50,7,3,2,2,0.75,1.0,49.0,269.32224,0.0,999.0,999.0,999.0,271.82318,272.83932,3.5170813,272.8395,273.59097
51,51,7,3,2,1,0.75,1.0,50.0,273.59302,0.0,999.0,999.0,999.0,276.09335,277.1098,3.5167823,277.10995,277.86096
52,52,7,3,2,1,0.75,1.0,51.0,277.863,0.0,999.0,999.0,999.0,280.36368,281.3802,3.5171554,281.38034,282.13156
53,53,7,3,2,1,0.75,1.0,52.0,282.13358,0.0,999.0,999.0,999.0,284.63397,285.65082,3.5172484,285.651,286.4016
54,54,7,3,2,3,0.75,1.0,53.0,286.40363,0.0,999.0,999.0,999.0,288.90405,289.92114,3.5175095,289.92133,290.67245
55,55,7,3,2,1,0.75,1.0,54.0,290.67447,0.0,999.0,999.0,999.0,293.19073,294.2082,3.533734,294.20837,294.95865
56,56,7,3,2,1,12,1.0,55.0,294.96075,0.0,999.0,999.0,999.0,297.46103,298.4768,3.5160341,298.477,310.48798
57,57,8,4,2,3,0.75,1.0,56.0,310.4911,0.0,999.0,999.0,999.0,313.00714,314.02383,3.5327308,314.02402,314.77478
58,58,8,4,2,3,0.75,1.0,57.0,314.77682,0.0,999.0,999.0,999.0,317.27722,318.2938,3.516941,318.29395,319.04538
59,59,8,4,2,3,0.75,1.0,58.0,319.04742,0.0,999.0,999.0,999.0,321.56406,322.57986,3.532441,322.58005,323.33157
60,60,8,4,2,1,0.75,1.0,59.0,323.3336,0.0,999.0,999.0,999.0,325.83456,326.85178,3.5181758,326.85193,327.60214
61,61,8,4,2,3,0.75,1.0,60.0,327.60416,0.0,999.0,999.0,999.0,330.10455,331.12073,3.5165696,331.1209,331.87256
62,62,8,4,2,2,0.75,1.0,61.0,331.87457,0.0,999.0,999.0,999.0,334.3749,335.39178,3.5171945,335.39194,336.1425
63,63,8,4,2,3,0.75,1.0,62.0,336.14456,0.0,999.0,999.0,999.0,338.66147,339.67816,3.533608,339.67834,340.42938
64,64,8,4,2,3,10,1.0,63.0,340.43137,0.0,999.0,999.0,999.0,342.93198,343.94812,3.5167534,343.94827,353.9573
65,65,9,6,3,2,0.75,1.0,64.0,353.96204,0.0,999.0,999.0,999.0,356.47632,357.49176,3.529719,357.49194,358.2437
66,66,9,6,3,2,0.75,1.0,65.0,358.24576,0.0,999.0,999.0,999.0,360.74625,361.7636,3.5178394,361.76376,362.51422
67,67,9,6,3,3,0.75,1.0,66.0,362.51633,0.0,999.0,999.0,999.0,365.03314,366.04974,3.5334117,366.04993,366.80133
68,68,9,6,3,3,0.75,1.0,67.0,366.80334,0.0,999.0,999.0,999.0,369.30377,370.32047,3.51713,370.32065,371.07126
69,69,9,6,3,3,0.75,1.0,68.0,371.07324,0.0,999.0,999.0,999.0,373.57376,374.59076,3.5175145,374.59094,375.34137
70,70,9,6,3,3,0.75,1.0,69.0,375.34344,0.0,999.0,999.0,999.0,377.84384,378.85974,3.5163023,378.85992,379.61176
71,71,9,6,3,3,0.75,1.0,70.0,379.6138,0.0,999.0,999.0,999.0,382.1142,383.13077,3.516957,383.13092,383.88156
72,72,9,6,3,3,8,1.0,71.0,383.88354,0.0,999.0,999.0,999.0,386.38434,387.40057,3.5170283,387.40076,395.408
﻿TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,1,1,1,0.75,1.0,0.0,4.018177,2.0,5.478668,1.4604911,7.0,6.535589,7.549856,3.5316792,7.5500803,8.3138
2,2,1,1,1,1,0.75,1.0,1.0,8.317183,2.0,9.598933,1.2817515,8.0,10.833975,11.843841,3.5266588,11.844027,12.60065
3,3,1,1,1,1,0.75,1.0,2.0,12.60299,2.0,13.401954,0.7989637,7.0,15.119962,16.126764,3.5237753,16.126951,16.887566
4,4,1,1,3,1,0.75,1.0,3.0,16.892933,3.0,17.238035,0.34510237,1.0,19.410118,20.418257,3.5253239,20.418438,21.174448
5,5,1,1,3,2,0.75,1.0,4.0,21.176533,3.0,21.875326,0.69879335,5.0,23.693966,24.704699,3.5281672,24.704876,25.461424
6,6,1,1,3,1,0.75,1.0,5.0,25.46343,3.0,25.978876,0.51544625,2.0,27.980928,28.990557,3.5271277,28.990742,29.748146
7,7,1,1,2,2,0.75,1.0,6.0,29.754557,2.0,30.182388,0.4278314,5.0,32.272694,33.281475,3.5269186,33.281673,34.035168
8,8,1,1,2,1,12,1.0,7.0,34.038677,2.0,34.902737,0.8640558,7.0,36.555225,37.565,3.5263183,37.565174,49.581112
9,9,2,5,3,3,0.75,1.0,8.0,49.58534,3.0,50.499336,0.91399837,8.0,52.10257,53.112816,3.5274787,53.112995,53.868095
10,10,2,5,3,1,0.75,1.0,9.0,53.870148,3.0,54.802742,0.9325913,1.0,56.38794,57.3978,3.5276504,57.397984,58.15499
11,11,2,5,3,1,0.75,1.0,10.0,58.15704,3.0,58.922424,0.76538634,4.0,60.673954,61.682827,3.5257876,61.683033,62.44194
12,12,2,5,3,1,0.75,1.0,11.0,62.44407,2.0,63.27613,0.83206356,8.0,64.960884,65.96778,3.5237124,65.967964,66.72883
13,13,2,5,3,1,0.75,1.0,12.0,66.73089,2.0,67.3294,0.5985119,9.0,69.2486,70.257355,3.5264664,70.25756,71.015656
14,14,2,5,3,1,0.75,1.0,13.0,71.0177,2.0,72.70041,1.6827065,6.0,73.5359,74.5437,3.5259984,74.54388,75.30247
15,15,2,5,3,2,0.75,1.0,14.0,75.30453,2.0,76.10364,0.7991098,5.0,77.82193,78.83124,3.5267096,78.83142,79.589554
16,16,2,5,3,1,8,1.0,15.0,79.59162,2.0,80.106606,0.51499134,7.0,82.10962,83.118774,3.5271547,83.11898,91.13238
17,17,3,6,3,3,0.75,1.0,16.0,91.13503,2.0,92.01655,0.8815189,3.0,93.652565,94.662766,3.5277333,94.66293,95.41898
18,18,3,6,3,3,0.75,1.0,17.0,95.421036,0.0,999.0,999.0,999.0,97.921455,98.93881,3.5177698,98.93899,99.68937
19,19,3,6,3,3,0.75,1.0,18.0,99.69153,2.0,100.22322,0.5316946,2.0,102.208755,103.219,3.5274744,103.219185,103.976326
20,20,3,6,3,3,0.75,1.0,19.0,103.978294,2.0,104.71021,0.7319182,2.0,106.49594,107.50376,3.525466,107.503975,108.26297
21,21,3,6,3,1,0.75,1.0,20.0,108.2649,2.0,109.58134,1.3164371,9.0,110.78188,111.79084,3.5259435,111.79104,112.54983
22,22,3,6,3,3,0.75,1.0,21.0,112.55177,2.0,113.550934,0.99915594,1.0,115.068756,116.077774,3.5260012,116.07796,116.83721
23,23,3,6,3,2,0.75,1.0,22.0,116.83926,2.0,117.52106,0.6818021,5.0,119.356895,120.36644,3.5271828,120.36664,121.123474
24,24,3,6,3,3,10,1.0,23.0,121.1256,3.0,121.757866,0.63226736,9.0,123.64247,124.651245,3.5256424,124.65146,134.65147
25,25,4,5,3,1,0.75,1.0,24.0,134.65399,3.0,135.28581,0.631817,4.0,137.17088,138.17978,3.5257761,138.17995,138.93832
26,26,4,5,3,1,0.75,1.0,25.0,138.94034,2.0,140.10654,1.1662067,8.0,141.4569,142.46385,3.5235167,142.46404,143.22527
27,27,4,5,3,3,0.75,1.0,26.0,143.22728,3.0,143.77586,0.5485844,8.0,145.74388,146.75282,3.5255382,146.75305,147.51186
28,28,4,5,3,2,0.75,1.0,27.0,147.51392,2.0,147.94626,0.43233868,5.0,150.0309,151.03976,3.5258546,151.04,151.7989
29,29,4,5,3,1,0.75,1.0,28.0,151.80081,2.0,152.2665,0.46569026,6.0,154.3179,155.32716,3.5263512,155.32733,156.08578
30,30,4,5,3,1,0.75,1.0,29.0,156.0879,2.0,156.60318,0.5152745,6.0,158.60535,159.61273,3.5248256,159.61292,160.37245
31,31,4,5,3,1,0.75,1.0,30.0,160.37454,2.0,161.13997,0.76541805,6.0,162.89282,163.89977,3.525222,163.89996,164.65955
32,32,4,5,3,1,8,1.0,31.0,164.66144,2.0,165.17743,0.5159866,7.0,167.17871,168.18613,3.524688,168.18631,176.2026
33,33,5,2,1,3,0.75,1.0,32.0,176.20815,2.0,177.20345,0.9952992,2.0,178.72488,179.73473,3.5265737,179.73491,180.48906
34,34,5,2,1,3,0.75,1.0,33.0,180.49214,2.0,181.77429,1.2821487,4.0,183.00883,184.01558,3.52343,184.01576,184.77617
35,35,5,2,1,3,0.75,1.0,34.0,184.77853,2.0,185.82722,1.0486901,3.0,187.29585,188.30272,3.5241752,188.3029,189.06282
36,36,5,2,1,1,0.75,1.0,35.0,189.0651,2.0,189.81381,0.7487175,6.0,191.58342,192.59296,3.5278609,192.59317,193.34853
37,37,5,2,1,3,0.75,1.0,36.0,193.35094,2.0,193.54909,0.19814643,4.0,195.86903,196.87839,3.5274537,196.8786,197.63654
38,38,5,2,1,1,0.75,1.0,37.0,197.6388,2.0,198.17094,0.53215075,6.0,200.15488,201.20737,3.56858,201.20766,201.97237
39,39,5,2,1,3,0.75,1.0,38.0,201.9749,2.0,202.33969,0.36480325,2.0,204.4917,205.5017,3.5268059,205.50188,206.26033
40,40,5,2,1,3,12,1.0,39.0,206.26266,2.0,207.34492,1.0822593,1.0,208.77986,209.78685,3.5241964,209.78705,221.78998
41,41,6,4,2,2,0.75,1.0,40.0,221.79437,2.0,222.55775,0.76337737,5.0,224.31062,225.31953,3.525148,225.31972,226.07684
42,42,6,4,2,3,0.75,1.0,41.0,226.08015,2.0,226.76112,0.6809726,3.0,228.59789,229.6067,3.5265534,229.60687,230.36371
43,43,6,4,2,3,0.75,1.0,42.0,230.36569,2.0,231.54828,1.1825851,3.0,232.88385,233.89072,3.5250154,233.8909,234.65038
44,44,6,4,2,3,0.75,1.0,43.0,234.6524,2.0,235.11813,0.46572527,4.0,237.16986,238.1777,3.525307,238.17789,238.93712
45,45,6,4,2,3,0.75,1.0,44.0,238.93913,2.0,239.62146,0.6823135,2.0,241.4558,242.46259,3.5234387,242.46275,243.22435
46,46,6,4,2,3,0.75,1.0,45.0,243.22643,3.0,243.89159,0.6651586,9.0,245.74384,246.75073,3.524315,246.75092,247.5112
47,47,6,4,2,2,0.75,1.0,46.0,247.5132,3.0,248.59564,1.0824429,5.0,250.03084,251.04004,3.526846,251.04022,251.79791
48,48,6,4,2,3,10,1.0,47.0,251.79993,2.0,253.01598,1.2160448,1.0,254.31683,255.32672,3.526798,255.32692,265.34268
49,49,7,3,2,1,0.75,1.0,48.0,265.34586,2.0,265.80997,0.46412295,8.0,267.86282,268.87167,3.5258317,268.87186,269.62946
50,50,7,3,2,2,0.75,1.0,49.0,269.63153,2.0,271.8817,2.2501948,5.0,272.14832,273.15768,3.526159,273.15787,273.91626
51,51,7,3,2,1,0.75,1.0,50.0,273.9183,2.0,275.568,1.6496922,7.0,276.43585,277.4447,3.5264072,277.4449,278.2032
52,52,7,3,2,1,0.75,1.0,51.0,278.20547,0.0,999.0,999.0,999.0,280.72223,281.73865,3.5331593,281.73883,282.4899
53,53,7,3,2,1,0.75,1.0,52.0,282.49188,2.0,282.9077,0.41583255,9.0,285.0091,286.01868,3.5267885,286.01886,286.7768
54,54,7,3,2,3,0.75,1.0,53.0,286.7789,0.0,999.0,999.0,999.0,289.27948,290.2957,3.516783,290.29587,291.04712
55,55,7,3,2,1,0.75,1.0,54.0,291.04913,2.0,292.2486,1.1994641,7.0,293.56805,294.57693,3.5278,294.57712,295.33398
56,56,7,3,2,1,12,1.0,55.0,295.33606,3.0,296.06827,0.73221225,2.0,297.85333,298.86072,3.5246568,298.86087,310.86353
57,57,8,4,2,3,0.75,1.0,56.0,310.86664,2.0,311.69736,0.8307326,4.0,313.3848,314.39368,3.5270333,314.39383,315.15015
58,58,8,4,2,3,0.75,1.0,57.0,315.1522,2.0,316.2183,1.0661215,3.0,317.66837,318.67572,3.5235367,318.6759,319.43707
59,59,8,4,2,3,0.75,1.0,58.0,319.43915,2.0,320.15512,0.7159805,4.0,321.95633,322.9647,3.5255415,322.96487,323.72403
60,60,8,4,2,1,0.75,1.0,59.0,323.7261,2.0,324.12445,0.39835286,9.0,326.2428,327.25168,3.525568,327.2521,328.01123
61,61,8,4,2,3,0.75,1.0,60.0,328.01324,2.0,328.8622,0.8489624,2.0,330.5308,331.53952,3.5262735,331.5397,332.2981
62,62,8,4,2,2,0.75,1.0,61.0,332.30014,0.0,999.0,999.0,999.0,334.81677,335.8333,3.533167,335.83353,336.58466
63,63,8,4,2,3,0.75,1.0,62.0,336.58673,2.0,337.2185,0.631804,4.0,339.1043,340.11365,3.5269375,340.11383,340.8716
64,64,8,4,2,3,10,1.0,63.0,340.87363,2.0,342.94025,2.0665908,3.0,343.3921,344.39954,3.5258808,344.3997,354.416
65,65,9,6,3,2,0.75,1.0,64.0,354.42078,2.0,355.03333,0.61257106,5.0,356.93808,357.94788,3.5271013,357.94806,358.70285
66,66,9,6,3,2,0.75,1.0,65.0,358.70493,2.0,360.3878,1.6828532,5.0,361.22278,362.23026,3.525331,362.23047,362.98965
67,67,9,6,3,3,0.75,1.0,66.0,362.99176,2.0,365.20847,2.2166924,3.0,365.50934,366.51868,3.5269208,366.5189,367.27646
68,68,9,6,3,3,0.75,1.0,67.0,367.27847,0.0,999.0,999.0,999.0,369.77908,370.79465,3.5161672,370.79483,371.5469
69,69,9,6,3,3,0.75,1.0,68.0,371.54904,2.0,372.381,0.8319627,2.0,374.0676,375.07767,3.5286446,375.07785,375.8337
70,70,9,6,3,3,0.75,1.0,69.0,375.83575,2.0,376.36792,0.53216976,3.0,378.35263,379.35934,3.5236082,379.35956,380.1204
71,71,9,6,3,3,0.75,1.0,70.0,380.12234,3.0,380.65463,0.5322935,8.0,382.63983,383.6466,3.5242682,383.6468,384.40738
72,72,9,6,3,3,8,1.0,71.0,384.4094,0.0,999.0,999.0,999.0,386.90988,387.92657,3.5171928,387.92676,395.93347
