TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,3,2,3,0.750000,1.0,0.0,2.8000213e-06,0.0097383,4.197963,2.0,5.5492716,1.3513081,4.0,6.7157755,7.7221975,3.524234,7.722381,8.482162
2,2,1,3,2,1,0.750000,1.0,1.0,--,--,8.671826,2.0,9.199478,0.527652,6.0,11.188486,12.196934,3.5251079,12.197083,12.949223
3,3,1,3,2,2,0.750000,1.0,2.0,--,--,13.143977,3.0,14.498538,1.3545603,5.0,15.662437,16.669172,3.5251951,16.66932,17.432047
4,4,1,3,2,1,0.750000,1.0,3.0,--,--,17.624067,3.0,18.215485,0.5914172,4.0,20.14141,21.14631,3.5222437,21.146452,21.898998
5,5,1,3,2,1,0.750000,1.0,4.0,--,--,22.090023,2.0,23.632235,1.542211,7.0,24.60642,25.611145,3.5211217,25.611294,26.365812
6,6,1,3,2,1,0.750000,1.0,5.0,--,--,26.55799,3.0,27.23238,0.6743899,3.0,29.075426,30.080164,3.5221741,30.08031,30.83226
7,7,1,3,2,1,0.750000,1.0,6.0,--,--,31.01996,2.0,32.132214,1.1122538,9.0,33.53747,34.544308,3.5243473,34.544456,35.298695
8,8,1,3,2,1,10,1.0,7.0,--,--,35.490097,3.0,37.04867,1.558576,1.0,38.007416,39.012794,3.5226974,39.012943,49.015358
9,9,2,6,3,3,0.750000,1.0,8.0,--,--,49.173256,3.0,49.966114,0.7928603,7.0,51.690945,52.695164,3.5219107,52.695312,53.448624
10,10,2,6,3,3,0.750000,1.0,9.0,--,--,53.601425,3.0,54.1491,0.5476743,9.0,56.118587,57.122543,3.5211184,57.12269,57.88195
11,11,2,6,3,3,0.750000,1.0,10.0,--,--,58.034245,3.0,58.365635,0.3313887,9.0,60.55043,61.55586,3.5216148,61.556007,62.315853
12,12,2,6,3,2,0.750000,1.0,11.0,--,--,62.469543,2.0,62.949337,0.4797938,5.0,64.98736,65.99353,3.5239887,65.993675,66.7487
13,13,2,6,3,3,0.750000,1.0,12.0,--,--,66.9026,3.0,67.39899,0.4963831,6.0,69.41954,70.42415,3.5215433,70.42429,71.18184
14,14,2,6,3,3,0.750000,1.0,13.0,--,--,71.33539,3.0,72.18215,0.8467578,6.0,73.8522,74.85653,3.521139,74.85668,75.615265
15,15,2,6,3,3,0.750000,1.0,14.0,--,--,75.76903,3.0,76.28177,0.512738,8.0,78.28646,79.29317,3.5241323,79.29331,80.04863
16,16,2,6,3,1,8,1.0,15.0,--,--,80.204414,3.0,81.31555,1.1111388,3.0,82.721535,83.72717,3.5227594,83.72732,91.73205
17,17,3,2,1,2,0.750000,1.0,16.0,--,--,91.738365,3.0,93.81564,2.0772772,5.0,94.25644,95.261795,3.523431,95.26195,96.01573
18,18,3,2,1,3,0.750000,1.0,17.0,--,--,96.01742,3.0,97.11588,1.0984704,6.0,98.53425,99.540146,3.522734,99.5403,100.299126
19,19,3,2,1,3,0.750000,1.0,18.0,--,--,100.300835,3.0,100.96552,0.6646861,9.0,102.81743,103.82216,3.5213225,103.822296,104.58212
20,20,3,2,1,3,0.750000,1.0,19.0,--,--,104.58384,2.0,104.882545,0.2987053,1.0,107.10053,108.105385,3.5215466,108.105606,108.86552
21,21,3,2,1,3,0.750000,1.0,20.0,--,--,108.86723,3.0,109.19855,0.3313137,9.0,111.38443,112.388855,3.5216238,112.389,113.14907
22,22,3,2,1,3,0.750000,1.0,21.0,--,--,113.150856,3.0,113.33153,0.1806753,9.0,115.669044,116.674164,3.5233133,116.67431,117.43206
23,23,3,2,1,2,0.750000,1.0,22.0,--,--,117.433716,3.0,117.73219,0.298478,5.0,119.95167,120.957184,3.5234704,120.95733,121.7153
24,24,3,2,1,3,8,1.0,23.0,--,--,121.717026,3.0,122.29861,0.5815779,7.0,124.23445,125.24017,3.523141,125.24032,133.2487
25,25,4,4,2,3,0.750000,1.0,24.0,--,--,133.44327,3.0,134.79878,1.3555037,8.0,135.96048,136.96475,3.521477,136.9649,137.7153
26,26,4,4,2,3,0.750000,1.0,25.0,--,--,137.90483,3.0,138.26497,0.3601359,9.0,140.4224,141.42732,3.5224826,141.42747,142.18207
27,27,4,4,2,3,0.750000,1.0,26.0,--,--,142.37231,3.0,143.14944,0.7771344,6.0,144.88947,145.89366,3.5213492,145.89381,146.64859
28,28,4,4,2,2,0.750000,1.0,27.0,--,--,146.83682,2.0,147.43246,0.595646,5.0,149.35309,150.35738,3.5205607,150.35753,151.11543
29,29,4,4,2,3,0.750000,1.0,28.0,--,--,151.3021,3.0,151.93211,0.6300195,9.0,153.8194,154.82507,3.522977,154.82523,155.58188
30,30,4,4,2,1,0.750000,1.0,29.0,--,--,155.76869,3.0,156.21588,0.447187,4.0,158.28549,159.29056,3.5218642,159.2907,160.04865
31,31,4,4,2,3,0.750000,1.0,30.0,--,--,160.23412,3.0,161.69833,1.4642104,9.0,162.75143,163.75714,3.5230136,163.75728,164.51527
32,32,4,4,2,3,12,1.0,31.0,--,--,164.70514,3.0,165.6155,0.9103503,7.0,167.22295,168.22719,3.5220516,168.22734,180.2321
33,33,5,5,3,1,0.750000,1.0,32.0,--,--,180.38713,2.0,181.74835,1.3612326,6.0,182.90443,183.90982,3.5227008,183.90997,184.66562
34,34,5,5,3,3,0.750000,1.0,33.0,--,--,184.81976,3.0,185.94882,1.1290588,6.0,187.33746,188.34314,3.5233855,188.34329,189.09897
35,35,5,5,3,1,0.750000,1.0,34.0,--,--,189.25218,3.0,189.81529,0.563106,4.0,191.76855,192.77394,3.5217643,192.7741,193.5318
36,36,5,5,3,1,0.750000,1.0,35.0,--,--,193.68524,3.0,195.51561,1.8303689,2.0,196.20155,197.20705,3.521815,197.2072,197.96545
37,37,5,5,3,1,0.750000,1.0,36.0,--,--,198.11813,2.0,198.69919,0.5810495,8.0,200.63452,201.63893,3.5208013,201.63908,202.39856
38,38,5,5,3,2,0.750000,1.0,37.0,--,--,202.55307,3.0,203.13228,0.5792065,5.0,205.0704,206.07585,3.5227818,206.076,206.83215
39,39,5,5,3,1,0.750000,1.0,38.0,--,--,206.98654,3.0,207.64839,0.661844,1.0,209.50545,210.51085,3.524312,210.511,211.26535
40,40,5,5,3,1,12,1.0,39.0,--,--,211.41891,3.0,212.8989,1.4799848,4.0,213.9374,214.94217,3.5232556,214.94232,226.94872
41,41,6,6,3,3,0.750000,1.0,40.0,--,--,227.10246,3.0,228.24881,1.1463321,9.0,229.61832,230.62317,3.5207057,230.62332,231.38243
42,42,6,6,3,3,0.750000,1.0,41.0,--,--,231.536,2.0,232.0983,0.5622926,1.0,234.05444,235.05917,3.523177,235.05933,235.81506
43,43,6,6,3,3,0.750000,1.0,42.0,--,--,235.9734,2.0,236.5317,0.558288,2.0,238.4905,239.49516,3.5217564,239.4953,240.24883
44,44,6,6,3,1,0.750000,1.0,43.0,--,--,240.40263,2.0,241.03188,0.6292473,8.0,242.91945,243.92616,3.5235233,243.9263,244.68188
45,45,6,6,3,3,0.750000,1.0,44.0,--,--,244.83511,3.0,245.94823,1.1131128,6.0,247.3521,248.35722,3.5221002,248.35736,249.11502
46,46,6,6,3,2,0.750000,1.0,45.0,--,--,249.26859,2.0,250.56554,1.2969482,5.0,251.78545,252.79018,3.5215824,252.79031,253.54855
47,47,6,6,3,3,0.750000,1.0,46.0,--,--,253.70222,2.0,254.19841,0.4961897,4.0,256.21823,257.22318,3.5209515,257.22333,257.9817
48,48,6,6,3,3,10,1.0,47.0,--,--,258.13507,2.0,258.59827,0.4631999,3.0,260.65247,261.65686,3.5218058,261.657,271.66522
49,49,7,1,1,1,0.750000,1.0,48.0,--,--,271.66837,3.0,273.1156,1.4472321,4.0,274.18445,275.1902,3.5218,275.1903,275.94882
50,50,7,1,1,1,0.750000,1.0,49.0,--,--,275.95053,3.0,276.56573,0.6152005,2.0,278.4665,279.47015,3.5196302,279.4703,280.23233
51,51,7,1,1,1,0.750000,1.0,50.0,--,--,280.234,0.0,999.0,999.0,999.0,282.74924,283.76517,3.5311768,283.76532,284.5156
52,52,7,1,1,1,0.750000,1.0,51.0,--,--,284.51727,3.0,285.03186,0.5145951,1.0,287.03445,288.03915,3.5218768,288.03928,288.79865
53,53,7,1,1,1,0.750000,1.0,52.0,--,--,288.80032,3.0,291.24878,2.4484549,3.0,291.31696,292.32214,3.5218327,292.3223,293.08185
54,54,7,1,1,1,0.750000,1.0,53.0,--,--,293.08383,3.0,293.41495,0.3311199,2.0,295.60043,296.6049,3.5210624,296.60504,297.36523
55,55,7,1,1,3,0.750000,1.0,54.0,--,--,297.36694,2.0,298.38223,1.0153012,1.0,299.88345,300.8885,3.5215387,300.8886,301.64825
56,56,7,1,1,2,10,1.0,55.0,--,--,301.64987,2.0,302.41544,0.7655804,5.0,304.16647,305.17084,3.5209677,305.171,315.18198
57,57,8,5,3,1,0.750000,1.0,56.0,--,--,315.33768,2.0,315.91525,0.5775631,6.0,317.855,318.86023,3.5225437,318.86035,319.61502
58,58,8,5,3,1,0.750000,1.0,57.0,--,--,319.7689,3.0,319.96512,0.1962462,3.0,322.28644,323.28986,3.52098,323.29,324.04877
59,59,8,5,3,2,0.750000,1.0,58.0,--,--,324.20377,2.0,325.78198,1.5782145,5.0,326.72086,327.72617,3.5224066,327.72632,328.48206
60,60,8,5,3,1,0.750000,1.0,59.0,--,--,328.6393,3.0,329.0323,0.3929685,2.0,331.1566,332.1612,3.5218642,332.16132,332.91486
61,61,8,5,3,1,0.750000,1.0,60.0,--,--,333.0679,2.0,333.83157,0.7636551,8.0,335.58542,336.5916,3.5237117,336.59177,337.34824
62,62,8,5,3,3,0.750000,1.0,61.0,--,--,337.50168,2.0,337.84854,0.346871,1.0,340.01843,341.0232,3.5215044,341.02332,341.78195
63,63,8,5,3,1,0.750000,1.0,62.0,--,--,341.93622,3.0,342.73236,0.7961482,2.0,344.45245,345.4572,3.5209854,345.45737,346.21518
64,64,8,5,3,1,12,1.0,63.0,--,--,346.369,2.0,347.29883,0.929852,9.0,348.88644,349.89114,3.5221767,349.8913,361.89856
65,65,9,4,2,3,0.750000,1.0,64.0,--,--,362.09265,3.0,364.23187,2.1392374,8.0,364.60904,365.61423,3.5215771,365.61438,366.3652
