RT	target_starts	outcome	trial_starts	thresh
0.0	6.026947259902954	0.0	4.020080327987671	0.014131785747964778
0.0	12.049572467803955	0.0	10.04314923286438	0.5048432577160624
0.0	24.876514434814453	0.0	20.864128351211548	0.45212748326514557
0.45905089378356934	33.50926327705383	0.0	30.49648642539978	0.45893188510592736
0.6053218841552734	42.94614124298096	0.0	38.930453300476074	0.33432189310084115
0.4081580638885498	58.784995317459106	0.0	55.77358031272888	0.35615338454874873
0.47004008293151855	65.01393437385559	0.0	63.002267360687256	0.381628683226087
0.576714038848877	74.24220633506775	0.0	70.23092532157898	0.49174987229264516
0.7450969219207764	81.27124238014221	0.0	77.26005625724792	0.5894244107856076
0.2336750030517578	92.10030341148376	0.0	88.08852028846741	0.13064829190182212
0.3542799949645996	101.72929739952087	1.0	97.71772837638855	0.3677697899685212
0.27113890647888184	111.5572464466095	0.0	108.54612135887146	0.18197509509548257
0.3858470916748047	118.58516645431519	0.0	114.57381343841553	0.2363155429912935
0.4171011447906494	129.6129982471466	0.0	126.60195732116699	0.38978905932083435
0.37505507469177246	134.6416733264923	1.0	132.63013434410095	0.4986678623539462
0.31229186058044434	147.7113654613495	1.0	144.7000412940979	0.3467757227764436
0.387470006942749	153.73820543289185	1.0	150.72713136672974	0.47359185822345023
0.35455894470214844	160.96616744995117	0.0	157.9547634124756	0.2626621823342488
0.6386470794677734	167.99431729316711	0.0	163.98373126983643	0.5033493609314911
0.2559380531311035	175.6229383945465	1.0	173.61151146888733	0.509425270122962
0.5575439929962158	183.85126328468323	0.0	180.84012627601624	0.5265535303852787
0.5278868675231934	195.68293046951294	0.0	191.67140245437622	0.5158155486037926
0.0	205.3104133605957	0.0	201.29903531074524	0.4986678623539462
0.0	214.9458773136139	0.0	210.93494629859924	0.3467757227764436
0.521665096282959	220.17648339271545	0.0	218.164701461792	0.5190387723843073
0.3142261505126953	229.60468530654907	1.0	226.59327125549316	0.4986870864869719
0.3811490535736084	237.0366554260254	0.0	235.02490234375	0.28465829337479565
0.3864400386810303	245.46470427513123	0.0	243.45319437980652	0.38029761652398303
0.4288330078125	260.90435433387756	1.0	257.8934414386749	0.6154301530894295
0.49451398849487305	269.13292026519775	0.0	265.12158036231995	0.40051840968389396
0.30207300186157227	274.16115045547485	1.0	272.1494324207306	0.42449961491044824
0.2607998847961426	281.39501333236694	1.0	279.38361740112305	0.42449961491044824
0.23582196235656738	289.4212644100189	1.0	285.41105341911316	0.5743649066767369
0.30922603607177734	296.44891238212585	1.0	292.4375972747803	0.6155656553808743
0.3443610668182373	305.0786442756653	1.0	302.06680846214294	0.3898515227184602
0.26447415351867676	313.50723934173584	1.0	310.49564146995544	0.3674740078792878
0.360306978225708	325.7348003387451	1.0	323.72326946258545	0.36852780210434477
0.3853611946105957	332.96274423599243	1.0	330.9510202407837	0.5721137536876835
0.3085949420928955	342.1903004646301	1.0	338.1789252758026	0.49972108699822565
0.2650260925292969	348.21802830696106	1.0	345.2066032886505	0.3642933451870274
0.4795849323272705	353.2457253932953	1.0	351.2343692779541	0.49730125802202707
0.4304661750793457	366.0738203525543	1.0	362.06201434135437	0.5041761382819431
0.43220090866088867	372.10117745399475	0.0	369.0907573699951	0.38218024324260924
0.2486579418182373	382.92959547042847	1.0	379.9181613922119	0.4340895356205461
0.45911502838134766	397.557683467865	0.0	395.5462543964386	0.41411747357835343
0.5935590267181396	405.7853753566742	0.0	402.7752504348755	0.4241061415456255
0.5653138160705566	420.41330432891846	0.0	418.40190029144287	0.5351710859761596
0.44428515434265137	430.04128527641296	0.0	428.02975940704346	0.42927809324214
0.6874508857727051	439.268803358078	0.0	435.2573564052582	0.5041761382819431
0.352571964263916	445.69598937034607	1.0	443.68501138687134	0.40652487839214213
0.6451189517974854	465.124534368515	0.0	461.113388299942	0.4268616509164932
0.3582580089569092	471.35155844688416	1.0	468.34046745300293	0.42850865058512694
0.2549149990081787	479.7794814109802	1.0	476.76809644699097	0.3407559328634922
0.3995020389556885	489.20731139183044	0.0	485.1956923007965	0.35787674101230793
0.5702049732208252	495.6356563568115	0.0	493.6242163181305	0.4853665433490265
0.3340110778808594	507.66446828842163	1.0	505.65321135520935	0.324192957462071
0.3098759651184082	514.8939504623413	1.0	512.882410287857	0.4722308194672138
