LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
1,80,13,blue,5,Skew,['f'],2.554475300014019
1,100,13,blue,5,Skew,['f'],1.428556099999696
1,80,13,blue,5,Skew,['f'],1.3960915999487042
0,90,13,blue,5,Skew,['j'],1.5689634999725968
1,80,13,blue,5,Skew,['f'],0.941423499956727
1,80,13,blue,5,Skew,['f'],1.1993915000930429
1,80,13,blue,5,Skew,['f'],0.9351107000838965
1,80,13,blue,5,Skew,['f'],0.8863687999546528
0,70,13,blue,5,Skew,['f'],1.9184846999123693
0,90,13,blue,5,Skew,['j'],1.1793265999294817
0,60,13,blue,5,Skew,['f'],1.4748272001743317
0,80,13,blue,5,Skew,['j'],1.182413499802351
1,70,13,blue,5,Skew,['f'],1.2071442999877036
0,70,13,blue,5,Skew,['f'],1.9086331999860704
0,80,13,blue,5,Skew,['j'],1.028674399945885
0,90,13,blue,5,Skew,['j'],0.873385600047186
0,100,13,blue,5,Skew,['j'],0.8320051999762654
1,70,13,blue,5,Skew,['f'],1.2777150999754667
0,90,13,blue,5,Skew,['j'],1.1929622001480311
1,60,13,blue,5,Skew,['j'],1.1812545000575483
0,60,13,green,5,Narrow,['f'],1.5041324999183416
1,50,13,green,5,Narrow,['j'],1.5995625001378357
0,50,13,green,5,Narrow,['j'],1.371366900159046
0,40,13,green,5,Narrow,['f'],0.8717624000273645
1,50,13,green,5,Narrow,['f'],1.395108199911192
0,50,13,green,5,Narrow,['j'],0.9747434000018984
0,50,13,green,5,Narrow,['j'],1.303089699940756
1,60,13,green,5,Narrow,['f'],1.2918652000371367
1,70,13,green,5,Narrow,['f'],1.2011384000070393
0,60,13,green,5,Narrow,['j'],1.031308799982071
1,50,13,green,5,Narrow,['j'],1.1559306997805834
0,40,13,green,5,Narrow,['f'],1.2685879000928253
1,30,13,green,5,Narrow,['j'],2.035935299936682
0,40,13,green,5,Narrow,['f'],1.7793858000077307
1,40,13,green,5,Narrow,['j'],1.3013627000618726
0,50,13,green,5,Narrow,['f'],1.3948558999691159
1,30,13,green,5,Narrow,['j'],1.0230320000555366
0,50,13,green,5,Narrow,['f'],1.094103700015694
1,60,13,green,5,Narrow,['f'],1.9890974999871105
1,70,13,green,5,Narrow,['f'],0.85906370007433
0,20,13,red,5,wide,['f'],1.5568293000105768
0,80,13,red,5,wide,['j'],1.0604644999839365
1,20,13,red,5,wide,['j'],0.954363500000909
0,10,13,red,5,wide,['f'],1.142548699863255
1,90,13,red,5,wide,['f'],1.0393850000109524
1,100,13,red,5,wide,['f'],0.8447439998853952
0,10,13,red,5,wide,['f'],0.8755308999679983
0,0,13,red,5,wide,['f'],0.8894943001214415
1,100,13,red,5,wide,['f'],0.9887675000354648
0,90,13,red,5,wide,['j'],0.8171411999501288
1,100,13,red,5,wide,['f'],0.6462191001046449
0,10,13,red,5,wide,['f'],1.0535416000057012
1,10,13,red,5,wide,['j'],0.9495161999948323
1,0,13,red,5,wide,['j'],1.0432714999187738
0,90,13,red,5,wide,['j'],1.1698483999352902
0,0,13,red,5,wide,['f'],1.0175711999181658
0,0,13,red,5,wide,['f'],1.2903444000985473
1,80,13,red,5,wide,['f'],1.2906575000379235
1,90,13,red,5,wide,['f'],1.4332971000112593
1,100,13,red,5,wide,['f'],0.5743780001066625
