Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,No_resp,4,wide
30,13,red,100,0,['f'],4.075398500004667,wide
40,13,red,100,0,['j'],1.8633005000010598,wide
50,13,red,100,1,['f'],1.9524871000030544,wide
60,13,red,100,1,['f'],2.597674400007236,wide
70,13,red,100,0,['f'],2.5145883999939542,wide
80,13,red,100,1,['f'],2.322343199994066,wide
90,13,red,100,0,['j'],1.7436764000012772,wide
20,13,red,50,1,['j'],2.5795502999972086,wide
30,13,red,50,1,['j'],1.600859500002116,wide
40,13,red,50,1,['f'],3.347991300004651,wide
50,13,red,50,0,['j'],2.2460974999994505,wide
60,13,red,50,1,['j'],2.8785684000031324,wide
70,13,red,50,1,['j'],0.9463194999989355,wide
80,13,red,50,0,['j'],1.7837047000066377,wide
90,13,red,50,1,['j'],0.8838943000009749,wide
20,13,blue,100,1,['j'],3.3219494999939343,narrow
30,13,blue,100,1,['f'],1.5872794000024442,narrow
40,13,blue,100,0,['f'],3.9955691999930423,narrow
50,13,blue,100,1,['f'],2.3512688000046182,narrow
60,13,blue,100,1,No_resp,4,narrow
70,13,blue,100,0,['j'],1.7635769000044093,narrow
80,13,blue,100,1,['f'],1.084987700000056,narrow
90,13,blue,100,0,['j'],1.5647477000020444,narrow
20,13,blue,50,0,['f'],1.9059500000003027,narrow
30,13,blue,50,0,['j'],1.659382199999527,narrow
40,13,blue,50,1,['j'],3.703647700007423,narrow
50,13,blue,50,0,['j'],2.1808394999970915,narrow
60,13,blue,50,1,['f'],1.8070989999978337,narrow
70,13,blue,50,1,['f'],2.966979100005119,narrow
80,13,blue,50,1,['f'],1.5108717000111938,narrow
90,13,blue,50,0,['j'],1.2780455999891274,narrow
20,13,green,100,1,['j'],3.826089399997727,skew
30,13,green,100,0,['f'],2.9069419000006747,skew
40,13,green,100,0,['f'],1.2630195999954594,skew
50,13,green,100,1,['j'],2.2991745000035735,skew
60,13,green,100,1,No_resp,4,skew
70,13,green,100,0,['f'],2.5456726999982493,skew
80,13,green,100,1,['j'],0.8504066000023158,skew
90,13,green,100,1,['f'],1.2557191000087187,skew
20,13,green,50,1,['j'],3.399827199988067,skew
30,13,green,50,1,['j'],1.7248843999987002,skew
40,13,green,50,1,['j'],1.9937988000019686,skew
50,13,green,50,0,['j'],2.028153999999631,skew
60,13,green,50,0,['j'],1.7345669000060298,skew
70,13,green,50,0,['j'],1.305252999998629,skew
80,13,green,50,1,['f'],1.6739602999878116,skew
90,13,green,50,1,['f'],1.0584486000007018,skew
20,13,yellow,100,1,No_resp,4,True_unkown
30,13,yellow,100,0,['f'],0.893416500010062,True_unkown
40,13,yellow,100,1,['f'],1.625610900009633,True_unkown
50,13,yellow,100,0,['j'],2.1123566000023857,True_unkown
60,13,yellow,100,1,['f'],1.512626800002181,True_unkown
70,13,yellow,100,1,['f'],1.1085923000064213,True_unkown
80,13,yellow,100,0,['j'],1.6632538999983808,True_unkown
90,13,yellow,100,0,['j'],0.4094638000096893,True_unkown
20,13,yellow,50,0,['f'],2.5950585000100546,True_unkown
30,13,yellow,50,1,['j'],1.7117250000010245,True_unkown
40,13,yellow,50,1,['f'],2.7321367999975337,True_unkown
50,13,yellow,50,1,['f'],1.9894417000032263,True_unkown
60,13,yellow,50,0,['j'],4.05355569999665,True_unkown
70,13,yellow,50,0,['j'],1.6163012000033632,True_unkown
80,13,yellow,50,0,['j'],0.8297143000090728,True_unkown
90,13,yellow,50,0,['j'],0.880088900012197,True_unkown
