TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,21,1,1.5,1,4,1.0,0.0,4.0075645,5.01208,6.030596,6.0308,7.535117,7.535333,3.0,2.6631038,10.198437,11.052176,3.5174117,11.052923,12.057335
2,2,3,15,3,4.5,3,0,1.0,1.0,12.063022,13.06796,14.083177,14.083249,18.587343,18.58756,999.0,999.0,999.0,21.588593,3.5201435,22.107944,25.111961
3,3,1,17,1,3,8,5,1.0,2.0,25.114332,26.118866,27.131802,27.131966,30.135717,30.135881,3.0,1.977668,32.11355,33.652733,3.517255,33.653282,34.65725
4,4,2,17,8,4.5,5,8,1.0,3.0,34.65909,35.66395,36.668674,36.668888,41.17412,41.174316,3.0,1.9302725,43.104588,44.69125,3.5173593,44.69182,52.696384
5,5,2,19,1,1.5,1,6,1.0,4.0,52.69836,53.703037,54.715786,54.716003,56.220818,56.220978,999.0,999.0,999.0,59.224247,3.5195692,59.74078,60.74495
6,6,1,17,1,1.5,1,3,1.0,5.0,60.746906,61.75222,62.761116,62.761272,64.26633,64.26649,3.0,1.5526712,65.81916,67.78333,3.5172317,67.78387,68.78843
7,7,2,19,3,1.5,1,9,1.0,6.0,68.790276,69.79487,70.804115,70.80442,72.309265,72.309425,3.0,1.4870543,73.79648,75.82612,3.5171182,75.82669,78.830826
8,8,2,19,3,1.5,6,1,1.0,7.0,78.83282,79.83737,80.84196,80.84217,82.34728,82.34745,3.0,1.4901316,83.83758,85.86384,3.5167797,85.864426,88.86927
9,9,1,25,1,3,2,8,1.0,8.0,88.87143,89.87598,90.88522,90.8854,93.88958,93.889854,3.0,1.3885987,95.27845,97.4068,3.5173707,97.407364,98.41173
10,10,2,23,8,3,4,10,1.0,9.0,98.4135,99.41769,100.42724,100.42746,103.4322,103.432365,3.0,1.3047605,104.73712,106.94989,3.5179238,106.95043,114.95396
11,11,1,17,3,1.5,1,5,1.0,10.0,114.95796,115.96348,116.9732,116.97335,118.477486,118.47765,3.0,1.480357,119.95801,121.9942,3.516933,121.994736,124.99964
12,12,1,23,5,4.5,10,4,1.0,11.0,125.00181,126.00666,127.016594,127.016785,131.52087,131.52104,2.0,1.6427716,133.1638,135.03789,3.5172453,135.03847,140.04272
13,13,1,21,3,1.5,7,9,1.0,12.0,140.04486,141.04967,142.05846,142.0586,143.56215,143.5623,3.0,1.1420083,144.70432,147.07881,3.5169923,147.0795,150.08336
14,14,3,17,1,1.5,3,0,1.0,13.0,150.08527,151.0897,152.0986,152.09866,153.60287,153.60309,3.0,1.9755721,155.57866,157.12033,3.5179353,157.12132,158.12495
15,15,1,15,1,1.5,5,3,1.0,14.0,158.12733,159.13235,160.1427,160.14285,161.6479,161.64806,2.0,0.9913673,162.63943,165.1648,3.5171201,165.16536,166.16959
16,16,2,21,1,1.5,7,1,1.0,15.0,166.17134,167.1752,168.18552,168.18573,169.69008,169.69025,3.0,1.8919529,171.5822,173.20811,3.5182517,173.20868,174.21284
17,17,1,25,5,3,8,2,1.0,16.0,174.21497,175.2196,176.22824,176.2284,179.23239,179.23256,2.0,1.3254015,180.55795,182.74959,3.5175917,182.7503,187.7549
18,18,2,15,3,1.5,5,3,1.0,17.0,187.75693,188.76141,189.77135,189.77156,191.2758,191.27597,3.0,1.8214161,193.09738,194.79341,3.5178792,194.79399,197.7982
19,19,3,19,5,1.5,4,0,1.0,18.0,197.8002,198.80482,199.81363,199.8137,201.31789,201.31818,2.0,1.6050128,202.92319,204.83496,3.5172048,204.83553,209.8404
20,20,3,21,1,4.5,0,1,1.0,19.0,209.84254,210.8473,211.8566,211.85667,216.3608,216.36101,2.0,1.6660658,218.02708,219.87735,3.516726,219.87794,220.88174
21,21,2,25,5,1.5,5,8,1.0,20.0,220.8836,221.889,222.89813,222.89835,224.40352,224.40369,2.0,1.633746,226.03743,227.92055,3.5172365,227.92111,232.92538
22,22,2,23,1,3,4,10,1.0,21.0,232.9274,233.93216,234.94133,234.94154,237.94641,237.94656,2.0,1.7296896,239.67625,241.464,3.517863,241.46457,242.46837
23,23,1,15,1,1.5,1,7,1.0,22.0,242.47029,243.47517,244.48373,244.48389,245.9882,245.98836,3.0,2.5472054,248.53557,249.50522,3.517279,249.50578,250.50986
24,24,3,25,3,4.5,11,0,1.0,23.0,250.51186,251.51619,252.52586,252.52597,257.03024,257.03046,2.0,1.4802494,258.5107,260.54736,3.5173762,260.548,263.55194
25,25,3,15,5,1.5,0,7,1.0,24.0,263.55417,264.55862,265.56778,265.56784,267.0719,267.07214,3.0,1.197305,268.26944,270.58875,3.5170372,270.58932,275.59335
26,26,3,17,3,3,0,5,1.0,25.0,275.59546,276.60025,277.6104,277.6105,280.61557,280.61578,3.0,1.6419828,282.25778,284.13303,3.5177364,284.13367,287.13776
27,27,3,23,8,1.5,7,0,1.0,26.0,287.13998,288.14423,289.15295,289.15305,290.65753,290.65775,2.0,1.2252281,291.88297,294.1747,3.5174985,294.17538,302.1794
28,28,1,25,1,3,2,11,1.0,27.0,302.18185,303.18768,304.1963,304.19644,307.2006,307.20074,3.0,2.2014487,309.4022,310.7173,3.5169263,310.71786,311.72217
29,29,3,21,1,1.5,7,0,1.0,28.0,311.724,312.7282,313.73798,313.73807,315.24234,315.24258,2.0,1.2368383,316.4794,318.7596,3.5174272,318.7602,319.76492
30,30,2,17,1,3,5,3,1.0,29.0,319.76675,320.7717,321.78104,321.78125,324.7859,324.78604,3.0,2.0186007,326.80466,328.3035,3.5178792,328.30408,329.30768
31,31,2,23,1,4.5,4,1,1.0,30.0,329.30963,330.3144,331.32358,331.32382,335.82828,335.82846,2.0,1.5176877,337.34613,339.345,3.51693,339.34552,340.34952
32,32,2,15,1,3,3,5,1.0,31.0,340.35126,341.3562,342.36493,342.36514,345.3696,345.36975,3.0,2.051037,347.42078,348.88657,3.5172505,348.88715,349.89148
33,33,3,19,3,1.5,0,6,1.0,32.0,349.89346,350.89868,351.90878,351.90887,353.41388,353.4141,3.0,1.117426,354.53152,356.9307,3.517033,356.93124,359.93527
34,34,3,15,3,3,3,0,1.0,33.0,359.93723,360.94177,361.95132,361.95142,364.95566,364.9559,3.0,2.665042,367.62094,368.47278,3.517265,368.4733,371.47815
35,35,1,21,1,1.5,4,1,1.0,34.0,371.48047,372.48438,373.49408,373.49423,374.9986,374.99875,2.0,2.0476606,377.04642,378.51562,3.5172873,378.5162,379.52014
36,36,3,19,1,1.5,0,6,1.0,35.0,379.52222,380.52713,381.53656,381.53665,383.04156,383.04178,3.0,1.0990189,384.1408,386.55746,3.5160928,386.558,387.56235
