Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,green,100,0,['f'],2.829195400001481,wide
30,13,green,100,1,['j'],2.7274424999486655,wide
40,13,green,100,0,['f'],1.261594699928537,wide
50,13,green,100,0,['j'],1.8802859999705106,wide
60,13,green,100,1,['f'],1.8112224999349564,wide
70,13,green,100,0,['j'],1.4147946001030505,wide
80,13,green,100,0,['j'],0.7368765000719577,wide
90,13,green,100,1,['f'],1.2988803000189364,wide
20,13,green,50,0,['f'],3.1561320000328124,wide
30,13,green,50,1,['j'],3.745488999877125,wide
40,13,green,50,1,['j'],1.826438199961558,wide
50,13,green,50,0,['f'],3.5628692000173032,wide
60,13,green,50,0,['j'],1.2646931000053883,wide
70,13,green,50,0,['j'],0.7923640001099557,wide
80,13,green,50,0,['j'],0.593755500158295,wide
90,13,green,50,0,['j'],0.6496343999169767,wide
20,13,red,100,1,['f'],2.289163999957964,narrow
30,13,red,100,1,['f'],0.9691526000387967,narrow
40,13,red,100,1,['f'],0.4739016001112759,narrow
50,13,red,100,1,['f'],0.5698853000067174,narrow
60,13,red,100,1,['f'],1.2495548001024872,narrow
70,13,red,100,1,['f'],1.1453835999127477,narrow
80,13,red,100,0,['j'],2.0341173000633717,narrow
90,13,red,100,0,['j'],0.6095763999037445,narrow
20,13,red,50,1,['j'],4.289096899796277,narrow
30,13,red,50,0,['j'],1.8244850998744369,narrow
40,13,red,50,1,['f'],0.40911999996751547,narrow
50,13,red,50,1,['f'],0.7138161000330001,narrow
60,13,red,50,0,['j'],0.8739517999347299,narrow
70,13,red,50,1,['f'],0.9059629000257701,narrow
80,13,red,50,1,['f'],0.9542330999393016,narrow
90,13,red,50,1,['f'],0.561974799958989,narrow
20,13,blue,100,1,['j'],2.0661939000710845,skew
30,13,blue,100,0,['f'],0.8909099001903087,skew
40,13,blue,100,1,['j'],0.5713874001521617,skew
50,13,blue,100,0,['f'],0.7329031999688596,skew
60,13,blue,100,1,['j'],0.5814203999470919,skew
70,13,blue,100,0,['f'],0.8937742998823524,skew
80,13,blue,100,0,['j'],0.8380056000314653,skew
90,13,blue,100,1,['f'],0.5983823998831213,skew
20,13,blue,50,0,['f'],2.4871600000187755,skew
30,13,blue,50,0,['f'],0.9516811000648886,skew
40,13,blue,50,1,['j'],3.463325400138274,skew
50,13,blue,50,1,['j'],2.790026099886745,skew
60,13,blue,50,0,['j'],1.2544110999442637,skew
70,13,blue,50,0,['j'],0.5745669999159873,skew
80,13,blue,50,1,['f'],0.5992103000171483,skew
90,13,blue,50,0,['j'],0.5924732000567019,skew
20,13,yellow,100,1,['j'],1.752537599997595,True_unkown
30,13,yellow,100,1,['j'],0.5594496999401599,True_unkown
40,13,yellow,100,1,['j'],0.912140800151974,True_unkown
50,13,yellow,100,0,['f'],2.4735750001855195,True_unkown
60,13,yellow,100,1,['f'],2.031130899908021,True_unkown
70,13,yellow,100,0,['j'],0.5435874999966472,True_unkown
80,13,yellow,100,0,['j'],0.5598404000047594,True_unkown
90,13,yellow,100,0,['j'],0.5994124999269843,True_unkown
20,13,yellow,50,0,['f'],0.7825970000121742,True_unkown
30,13,yellow,50,0,['f'],0.8140794998034835,True_unkown
40,13,yellow,50,0,['f'],0.9501947998069227,True_unkown
50,13,yellow,50,0,['j'],0.4541625001002103,True_unkown
60,13,yellow,50,0,['j'],0.5010824999772012,True_unkown
70,13,yellow,50,1,['f'],0.7332077999599278,True_unkown
80,13,yellow,50,0,['j'],0.46995409997180104,True_unkown
90,13,yellow,50,1,['f'],0.41439860011450946,True_unkown
