onset	duration	trial_type	response_time	Offer
4.007960	3.516510	event_accept_outgroup_fair	1.322420	2
4.007960	33.500000	block_outgroup_fair	n/a	n/a
8.282890	3.516540	event_accept_outgroup_fair	1.267840	7
12.555800	3.516310	event_accept_outgroup_fair	1.314970	10
16.829100	3.517110	event_accept_outgroup_fair	1.311250	7
21.103900	3.517250	event_accept_outgroup_fair	1.273700	5
25.378500	3.517410	event_accept_outgroup_fair	1.335790	8
29.652900	3.517150	event_accept_outgroup_fair	1.331550	8
33.927700	3.516560	event_accept_outgroup_fair	1.244130	10
47.452800	3.516620	event_accept_ingroup_fair	1.329850	10
47.452800	33.500000	block_ingroup_fair	n/a	n/a
51.726600	3.515780	event_accept_ingroup_fair	1.409940	8
56.000200	3.516230	event_accept_ingroup_fair	1.422660	6
60.274100	3.516820	event_accept_ingroup_fair	1.435930	7
64.548700	3.517030	event_accept_ingroup_fair	1.364670	3
68.822900	3.516640	event_accept_ingroup_fair	1.544490	7
73.097300	3.518660	event_accept_ingroup_fair	1.571520	8
77.373200	3.514680	event_accept_ingroup_fair	1.434360	9
88.897000	3.518630	event_accept_outgroup_unfair	1.518410	4
88.897000	33.500000	block_outgroup_unfair	n/a	n/a
93.173100	3.515900	event_accept_outgroup_unfair	1.297390	3
97.446900	3.515690	event_accept_outgroup_unfair	1.026570	6
101.720000	3.516630	event_accept_outgroup_unfair	1.340860	4
105.994000	3.516610	event_accept_outgroup_unfair	1.353850	9
110.268000	3.515850	event_accept_outgroup_unfair	1.333850	4
114.541000	3.515950	event_accept_outgroup_unfair	1.364380	1
118.815000	3.515770	event_accept_outgroup_unfair	1.310450	3
130.337000	3.516770	event_accept_outgroup_fair	1.363350	7
130.337000	33.500000	block_outgroup_fair	n/a	n/a
134.611000	3.515650	event_accept_outgroup_fair	1.376590	7
138.885000	3.517750	event_accept_outgroup_fair	1.405670	4
143.160000	3.516710	event_accept_outgroup_fair	1.501020	10
147.435000	3.517280	event_accept_outgroup_fair	1.329990	5
151.710000	3.515940	event_accept_outgroup_fair	1.308840	8
155.983000	3.517430	event_accept_outgroup_fair	1.472560	8
160.258000	3.516240	event_accept_outgroup_fair	1.334200	9
175.783000	3.517300	event_accept_ingroup_fair	1.370360	7
175.783000	33.500000	block_ingroup_fair	n/a	n/a
180.058000	3.516110	event_accept_ingroup_fair	1.434090	9
184.330000	3.516760	event_accept_ingroup_fair	1.331880	10
188.605000	3.516110	event_accept_ingroup_fair	1.527970	5
192.878000	3.516150	event_accept_ingroup_fair	2.691940	3
197.152000	3.516380	event_accept_ingroup_fair	2.822030	7
201.426000	3.517870	event_accept_ingroup_fair	1.865380	8
205.701000	3.517860	event_accept_ingroup_fair	1.309730	9
219.227000	3.516330	event_accept_computer_fair	1.480220	9
219.227000	33.500000	block_computer_fair	n/a	n/a
223.501000	3.515130	event_accept_computer_fair	1.593330	7
227.774000	3.515430	event_accept_computer_fair	2.158080	4
232.046000	3.517320	event_accept_computer_fair	1.321550	8
236.321000	3.517100	event_accept_computer_fair	1.283560	10
240.595000	3.515870	event_accept_computer_fair	1.429950	8
244.868000	3.515980	event_accept_computer_fair	1.310350	7
249.141000	3.517300	event_accept_computer_fair	1.456600	6
264.666000	3.515330	event_accept_computer_unfair	1.395180	4
264.666000	33.500000	block_computer_unfair	n/a	n/a
268.939000	3.516190	event_accept_computer_unfair	1.309090	3
273.212000	3.516340	event_accept_computer_unfair	1.322590	6
277.486000	3.515500	event_accept_computer_unfair	1.386720	2
281.759000	3.515270	event_accept_computer_unfair	1.400090	2
286.032000	3.516120	event_accept_computer_unfair	1.380320	8
290.304000	3.515750	event_accept_computer_unfair	1.344770	3
294.578000	3.516160	event_accept_computer_unfair	1.408200	2
306.103000	3.515470	event_accept_ingroup_unfair	1.326430	10
306.103000	33.500000	block_ingroup_unfair	n/a	n/a
310.377000	3.517010	event_accept_ingroup_unfair	1.405030	2
314.651000	3.517200	event_accept_ingroup_unfair	1.317860	2
318.925000	3.515070	event_accept_ingroup_unfair	1.298000	4
323.197000	3.518170	event_accept_ingroup_unfair	1.277120	2
327.472000	3.517140	event_accept_ingroup_unfair	1.323370	6
331.748000	3.515600	event_accept_ingroup_unfair	1.735700	2
336.021000	3.516400	event_accept_ingroup_unfair	1.266410	4
349.547000	3.515560	event_accept_outgroup_unfair	1.351170	2
349.547000	33.500000	block_outgroup_unfair	n/a	n/a
353.820000	3.515670	event_accept_outgroup_unfair	1.398110	6
358.093000	3.515830	event_accept_outgroup_unfair	1.362530	2
362.366000	3.517980	event_accept_outgroup_unfair	1.325850	2
366.641000	3.515640	event_accept_outgroup_unfair	1.320560	2
370.913000	3.515940	event_accept_outgroup_unfair	1.319110	2
375.187000	3.518050	event_accept_outgroup_unfair	1.462870	4
379.463000	3.515740	event_accept_outgroup_unfair	1.309770	10
