TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,23,5,4.5,1,10,1.0,0.0,4.003766,5.0068026,6.0165367,6.0166864,10.518543,10.518706,2.0,0.0112439,10.52995,14.0304,3.5121105,14.030942,19.033228
2,2,1,17,1,1.5,8,1,1.0,1.0,19.039085,20.04164,21.0499,21.05002,22.552973,22.553108,999.0,999.0,999.0,25.569372,3.5336528,26.08693,27.088913
3,3,2,23,3,1.5,7,10,1.0,2.0,27.090004,28.092943,29.098648,29.098814,30.60087,30.60099,3.0,1.3899118,31.990902,34.117664,3.516972,34.118073,37.120434
4,4,1,23,1,3,7,4,1.0,3.0,37.122032,38.124397,39.127026,39.127144,42.129326,42.129448,2.0,1.1027796,43.232227,45.646664,3.5175145,45.647068,46.64917
5,5,1,25,3,1.5,8,11,1.0,4.0,46.650604,47.652935,48.66009,48.66024,50.162056,50.16218,3.0,1.3592576,51.52144,53.67916,3.5172956,53.679585,56.681843
6,6,3,17,1,1.5,0,8,1.0,5.0,56.68414,57.68674,58.693848,58.69391,60.19531,60.195522,3.0,1.7666962,61.96222,63.713196,3.517969,63.713596,64.71562
7,7,2,19,8,3,9,1,1.0,6.0,64.71683,65.719734,66.72729,66.72745,69.72952,69.729645,3.0,0.8053503,70.534996,73.24641,3.5170534,73.24681,81.24983
8,8,3,15,1,3,1,0,1.0,7.0,81.25175,82.25399,83.25994,83.259995,86.2622,86.26235,3.0,1.801489,88.06384,89.77945,3.5173976,89.779854,90.78228
9,9,3,19,1,1.5,0,6,1.0,8.0,90.78346,91.78567,92.8151,92.81516,94.31688,94.31705,--,--,--,--,--,--,--
10,10,3,25,1,1.5,0,11,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,2,21,3,3,4,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,1,15,8,1.5,3,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,3,19,3,3,9,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,3,25,1,4.5,0,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,2,17,1,1.5,5,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,3,15,1,1.5,0,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,1,25,1,3,5,11,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,1,15,1,3,7,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,1,17,5,4.5,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,3,23,5,1.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,1,25,5,1.5,2,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,3,19,5,1.5,9,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,3,21,3,1.5,0,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,2,25,3,1.5,5,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,3,19,3,4.5,0,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,2,19,1,3,6,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,2,15,1,3,7,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,1,15,1,1.5,1,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,2,15,1,4.5,7,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,1,23,3,3,1,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,2,15,8,1.5,3,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,2,15,3,4.5,5,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,3,21,1,1.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,2,15,3,1.5,3,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,1,25,1,1.5,2,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,2,15,1,1.5,7,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
