Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,1,No_resp,4,wide
30,13,blue,100,0,['j'],1.6062505999998393,wide
40,13,blue,100,1,['f'],1.1782670000002327,wide
50,13,blue,100,1,['f'],1.025810999999976,wide
60,13,blue,100,0,['j'],1.2503867999998874,wide
70,13,blue,100,1,['f'],0.7737762000001567,wide
80,13,blue,100,1,['f'],0.8899663000001965,wide
90,13,blue,100,1,['f'],0.8288751000000047,wide
20,13,blue,50,1,['j'],1.1181507999999667,wide
30,13,blue,50,0,['f'],1.4742820000001302,wide
40,13,blue,50,1,['f'],1.1836984000001394,wide
50,13,blue,50,0,['j'],1.1429010000001654,wide
60,13,blue,50,0,['j'],1.1402649000001475,wide
70,13,blue,50,0,['j'],1.131509300000289,wide
80,13,blue,50,0,['j'],0.9982050000003255,wide
90,13,blue,50,1,['f'],0.8964409999998679,wide
20,13,green,100,1,['j'],2.0663039000000936,narrow
30,13,green,100,0,['f'],1.9450705000003836,narrow
40,13,green,100,1,['f'],1.1964711999999054,narrow
50,13,green,100,0,['j'],1.5905409000001782,narrow
60,13,green,100,1,['f'],1.5408901000000697,narrow
70,13,green,100,0,['j'],1.7200649999999769,narrow
80,13,green,100,1,['f'],1.2319406999999956,narrow
90,13,green,100,0,['j'],1.5788618999999926,narrow
20,13,green,50,0,['f'],1.2194883000001937,narrow
30,13,green,50,0,['f'],2.6797483000000284,narrow
40,13,green,50,0,['j'],2.4596263999997063,narrow
50,13,green,50,0,['j'],1.353925899999922,narrow
60,13,green,50,0,['j'],0.9249196000000666,narrow
70,13,green,50,0,['j'],0.7875909000003958,narrow
80,13,green,50,0,['j'],0.8129474000002119,narrow
90,13,green,50,1,['f'],1.191483099999914,narrow
20,13,red,100,1,['j'],1.6974629999999706,skew
30,13,red,100,0,['f'],0.6429609000001619,skew
40,13,red,100,1,['j'],1.5650424000000385,skew
50,13,red,100,0,['f'],0.697081000000253,skew
60,13,red,100,1,['f'],1.4970943999996962,skew
70,13,red,100,1,['f'],0.932953500000167,skew
80,13,red,100,0,['j'],1.4189383000002636,skew
90,13,red,100,1,['f'],0.6875964999999269,skew
20,13,red,50,0,['f'],1.5748647000000346,skew
30,13,red,50,0,['f'],1.33227880000004,skew
40,13,red,50,0,['f'],2.121009999999842,skew
50,13,red,50,1,['j'],3.060660800000278,skew
60,13,red,50,0,['f'],0.47877100000005157,skew
70,13,red,50,1,['j'],0.8519372999999177,skew
80,13,red,50,1,['f'],1.4040804000001117,skew
90,13,red,50,0,['j'],1.3732121999996707,skew
20,13,yellow,100,0,['f'],1.407249899999897,True_unkown
30,13,yellow,100,1,['j'],0.8293727000000217,True_unkown
40,13,yellow,100,1,['j'],1.2596736999998939,True_unkown
50,13,yellow,100,1,['f'],1.2796401999999034,True_unkown
60,13,yellow,100,1,['j'],0.7657438999999613,True_unkown
70,13,yellow,100,0,['j'],0.9338551000000734,True_unkown
80,13,yellow,100,1,['f'],0.9936358999998447,True_unkown
90,13,yellow,100,0,['j'],0.8548627000000124,True_unkown
20,13,yellow,50,0,['f'],0.9553585000003295,True_unkown
30,13,yellow,50,0,['f'],1.1980309000000489,True_unkown
40,13,yellow,50,1,['f'],1.5418491999998878,True_unkown
50,13,yellow,50,0,['j'],1.5484556000001248,True_unkown
60,13,yellow,50,0,['j'],0.930727399999796,True_unkown
70,13,yellow,50,0,['j'],1.7117878999997629,True_unkown
80,13,yellow,50,1,['f'],1.2845784999999523,True_unkown
90,13,yellow,50,0,['j'],0.8282928999997239,True_unkown
