duration	onset	resp	rt	trial_type
0.5935027200011973	0.00030949199936003424	999	999	fixation_1
3.2025450000001	0.594185830999777	999	999	face
0.5935027200011973	3.7967622300002404	999	999	fixation_2
1.000885023000592	4.346392577999723	999	999	feedback loss
2.017461795001509	5.3472803629992995	999	999	ITI
0.5647824670013506	7.367465216999335	999	999	fixation_1
3.2036591799987946	7.932513269000992	999	999	face
0.5647824670013506	11.136203785999896	999	999	fixation_2
1.0013968240000395	11.686671743000261	999	999	feedback win
2.01731351700073	12.688070731999687	999	999	ITI
