onset	duration	trial_type
0.6093153329566121	3.0152077823877335	win
11.10109290247783	3.024785926565528	loss
17.389680333901197	3.0248140008188784	win
23.67818082589656	3.0196561901830137	win
32.06832876196131	3.0221629478037357	loss
42.56035205675289	3.02014401787892	loss
50.95060745999217	3.0195354409515858	win
59.34116684971377	3.0198868215084076	loss
65.62946206750348	3.0178760420531034	win
71.91805644193664	3.0213044192641973	win
78.20652402937412	3.0199740631505847	loss
86.59688176773489	3.019690301734954	loss
92.88527932064608	3.0210822406224906	win
103.37750366330147	3.024917845148593	win
109.66577020287514	3.020726331975311	win
120.15791877545416	3.020438344217837	win
128.54812919953838	3.020883305929601	win
136.93857176415622	3.019858747255057	win
145.32849299302325	3.0194563502445817	win
162.12591837439686	3.0192350768484175	loss
172.6176135330461	3.0198243339546025	win
183.1096652043052	3.0227633737958968	loss
191.4999595489353	3.021122087724507	loss
197.78866259753704	3.02020741160959	loss
204.07705984869972	3.021376869175583	win
214.56911997217685	3.0202843891456723	loss
225.0610548183322	3.01827240223065	win
233.45123656420037	3.020066436380148	loss
239.73982218420133	3.019565326627344	win
248.13008483219892	3.0218556406907737	loss
254.41850895015523	3.0238235536962748	loss
260.70704476116225	3.0198041084222496	loss
266.99542691837996	3.0232358062639832	win
277.4874743632972	3.0249121095985174	loss
283.7759974957444	3.0201944303698838	loss
292.16625048359856	3.0201183585450053	win
302.65827045822516	3.020093000959605	loss
313.15035050502047	3.020005458034575	win
319.438988651149	3.0223039225675166	loss
325.72740371292457	3.0199405550956726	loss
336.2194451200776	3.019906443543732	loss
342.50784418266267	3.021086466498673	loss
350.8979027639143	3.020155187230557	win
363.4919445058331	3.019010785035789	loss
369.780256930273	3.0170649085193872	win
376.06912268931046	3.019231152255088	loss
382.35745322611183	3.0248466031625867	loss
390.7476358776912	3.021662743296474	loss
401.23947502998635	3.020847081206739	loss
411.7321712006815	3.01477278303355	loss
422.2236357280053	3.0186868743039668	win
430.61372721381485	3.0205669426359236	win
436.9024489787407	3.0200942088849843	loss
445.29283509310335	3.022413502447307	win
453.682961596176	3.020312463399023	win
459.97158464835957	3.0658724177628756	win
466.3099848278798	3.019297866150737	win
472.59855354297906	3.011716615408659	win
483.07392760924995	3.0197286400943995	win
493.56580570340157	3.0123867746442556	loss
