onset	duration	trial_type
0.6153823000058765	3.0597408000030555	loss
11.14921430000686	3.0582602999929804	win
21.685082700001658	3.0579718999942997	loss
32.220107600005576	3.0563409000023967	loss
38.55418859999918	3.05843430000823	loss
44.888613600007375	3.057197599991923	win
51.2228568999999	3.059716000003391	win
59.67407860000094	3.054871500004083	loss
68.09215490000497	3.056562700003269	win
74.42632189999858	3.0530824000015855	win
82.84422359999735	3.0613301000121282	loss
93.39584209999884	3.061530799997854	loss
103.9472007000004	3.0574934000032954	win
114.49875939999765	3.060342800003127	win
122.93344960000832	3.0579448999924352	win
129.2678697000083	3.0575122000009287	win
135.58529899999849	3.059268900004099	loss
141.93620140000712	3.0610259999957634	loss
154.60480519999692	3.0595193000044674	loss
163.0394049000024	3.0615610999957426	win
169.4058834000025	3.058242099999916	loss
179.94183989999874	3.059558699998888	loss
186.27613480000582	3.0590546000021277	win
192.59385240000847	3.0590060999966227	win
203.12868900000467	3.063209600004484	loss
213.67921529999876	3.059308500000043	loss
222.0980830000044	3.0592804000043543	loss
228.4658463000087	3.058940899994923	loss
239.00091640000755	3.060095900000306	loss
245.3516757000034	3.059325900001568	win
251.70261580000806	3.0595644999993965	loss
258.0199292000034	3.0593302000052063	win
266.454561999999	3.0657939000084298	win
272.82215700000233	3.058820799997193	win
281.24037460000545	3.0565629999910016	win
291.7916246000095	3.05762509998749	win
302.32663239999965	3.059861000001547	win
308.67636830000265	3.0615991999948164	loss
315.0289567	3.0602915000054054	win
323.47977760000504	3.056559100004961	loss
334.01465320000716	3.0594763999979477	win
344.5497556000046	3.0575054999935674	win
361.3856997999974	3.059295099999872	loss
369.82022080000024	3.0557368000008864	win
378.2711565000063	3.0582677999918815	loss
386.70489680000173	3.0593458999937866	loss
397.2574067000096	3.061034499987727	loss
403.59181199999875	3.0593622000014875	loss
414.1265671000001	3.0609235000010813	win
420.4773544000054	3.061291499994695	loss
428.9119602999999	3.06122509999841	loss
435.2627943999978	3.05603130000236	win
441.5803285000002	3.0567867000063416	win
447.9147399000067	3.0592359000002034	win
456.36616140000115	3.061055900005158	win
464.8172399000032	3.0610152000008384	loss
475.38550030000624	3.057545099989511	loss
483.80331679999654	3.057300700005726	loss
490.13776480000524	3.0585533999983454	win
496.4723660000018	3.0571309000079054	win
