onset	duration	trial_type
0.60429909999948	3.0654412999283522	loss
11.162142099929042	3.06246960000135	win
21.720666899927892	3.0626038999762386	loss
32.27833020000253	3.0601983999367803	loss
38.62311599997338	3.061340600019321	loss
44.96780260000378	3.060476199956611	win
51.312947499915026	3.0640324000269175	win
59.755647699930705	3.064342600060627	loss
68.19887469999958	3.061400300008245	win
74.54348959994968	3.0610860999440774	win
82.98659429990221	3.059075800003484	loss
93.54475579992868	3.0630566000472754	loss
104.10268269991502	3.0625202000373974	win
114.66071490000468	3.0622809999622405	win
123.10379719990306	3.063319000066258	win
129.44886239990592	3.0639617000706494	win
135.79335609998088	3.0587963999714702	loss
142.13816649990622	3.063206300023012	loss
154.79443639994133	3.062093900050968	loss
163.23743609990925	3.0579785000300035	win
169.58227459993213	3.0629645000444725	loss
180.1401365000056	3.0624909999314696	loss
186.48500869993586	3.065323599963449	win
192.82968450000044	3.0619466999778524	win
203.38781929994002	3.0643995000282302	loss
213.94571799994446	3.062850599992089	loss
222.38887789996807	3.0625072999391705	loss
228.73360049992334	3.0611711000092328	loss
239.29146949993446	3.0603813000489026	loss
245.63636020000558	3.0623732999665663	win
251.98161139991134	3.0620151000330225	loss
258.32605059992056	3.06246370007284	win
266.76894399989396	3.060222400003113	win
273.11388859990984	3.0612099000718445	win
281.5569201000035	3.061584899900481	win
292.0982289999956	3.062641799915582	win
302.63939099991694	3.0624151000520214	win
308.9846181999892	3.06099369993899	loss
315.3291458999738	3.0631102999905124	win
323.77210539998487	3.0643764999695122	loss
334.33014779991936	3.060238500009291	win
344.88825259997975	3.062142499955371	win
361.7411198999034	3.0624991999939084	loss
370.18406939995475	3.0626644999720156	win
378.62718640000094	3.0615792999742553	loss
387.0702901999466	3.0636598999844864	loss
397.62883339996915	3.061158400028944	loss
403.973013299983	3.064454699982889	loss
414.53105759993196	3.0611509999725968	win
420.87556600000244	3.0604211000027135	loss
429.318850099924	3.0619529000250623	loss
435.66370639996603	3.0613441999303177	win
442.00909099995624	3.061873300001025	win
448.35325179994106	3.06118369998876	win
456.79624880000483	3.0630740999476984	win
465.2393849999644	3.06279989995528	loss
475.7972153999144	3.062061500037089	loss
484.2405646999832	3.0610186000121757	loss
490.6018198999809	3.062695699976757	win
496.9467232999159	3.0613774000667036	win
