onset	duration	condition	resp	rt
0.6178285000059986	3.0	face	999	999
3.6493828000093345	0.6	Fixation_ant	999	999
4.255172000004677	1.0	loss	999	999
10.584578599999077	3.0	face	999	999
13.61547309999878	0.6	Fixation_ant	999	999
14.220696500007762	1.0	win	999	999
16.36796430000686	3.0	face	999	999
19.400892000005115	0.6	Fixation_ant	999	999
20.006300699998974	1.0	loss	999	999
22.131491100008134	3.0	face	999	999
25.16347470000619	0.6	Fixation_ant	999	999
25.76830520000658	1.0	loss	999	999
29.992776300001424	3.0	face	999	999
33.023789200000465	0.6	Fixation_ant	999	999
33.62898110000242	1.0	loss	999	999
39.9542189000058	3.0	face	999	999
42.985494599997764	0.6	Fixation_ant	999	999
43.59088750000228	1.0	win	999	999
47.826349499999196	3.0	face	999	999
50.85927780000202	0.6	Fixation_ant	999	999
51.46408380000503	1.0	win	999	999
55.70298240000557	3.0	face	999	999
58.73574540000118	0.6	Fixation_ant	999	999
59.34056620000047	1.0	loss	999	999
61.465766199995414	3.0	face	999	999
64.4965319000039	0.6	Fixation_ant	999	999
65.10196440000436	1.0	win	999	999
67.24395649999497	3.0	face	999	999
70.2764562000084	0.6	Fixation_ant	999	999
70.8815128999995	1.0	win	999	999
73.02196820000245	3.0	face	999	999
76.05482960000518	0.6	Fixation_ant	999	999
76.6597982999956	1.0	win	999	999
80.8990935000038	3.0	face	999	999
83.9316894000076	0.6	Fixation_ant	999	999
84.53656940000656	1.0	loss	999	999
86.66190140000253	3.0	face	999	999
89.69471450000128	0.6	Fixation_ant	999	999
90.2999620000046	1.0	win	999	999
96.63813700000173	3.0	face	999	999
99.67084030000842	0.6	Fixation_ant	999	999
100.27633960000821	1.0	loss	999	999
102.40226790000452	3.0	face	999	999
105.43551199999638	0.6	Fixation_ant	999	999
106.04092010000022	1.0	loss	999	999
112.3657869000017	3.0	face	999	999
115.39838870000676	0.6	Fixation_ant	999	999
116.00334239999938	1.0	win	999	999
120.25026450000587	3.0	face	999	999
123.28611689999525	0.6	Fixation_ant	999	999
123.89133969999966	1.0	loss	999	999
128.1160472000047	3.0	face	999	999
131.148096600009	0.6	Fixation_ant	999	999
131.75290239999595	1.0	win	999	999
135.987901600005	3.0	face	999	999
139.02051719999872	0.6	Fixation_ant	999	999
139.62589209999715	1.0	win	999	999
152.2635949999967	3.0	face	999	999
155.2956283000094	0.6	Fixation_ant	999	999
155.90035189999617	1.0	win	999	999
162.23371790000238	3.0	face	999	999
165.26583960000426	0.6	Fixation_ant	999	999
165.87028889999783	1.0	win	999	999
172.2095188000094	3.0	face	999	999
175.2427505000087	0.6	Fixation_ant	999	999
175.84823220000544	1.0	loss	999	999
180.07265830000688	3.0	face	999	999
183.10475729999598	0.6	Fixation_ant	999	999
183.7102542000066	1.0	loss	999	999
185.83650069999567	3.0	face	999	999
188.86799379999866	0.6	Fixation_ant	999	999
189.47336650000943	1.0	win	999	999
191.60751610000443	3.0	face	999	999
194.641014000008	0.6	Fixation_ant	999	999
195.2459688999952	1.0	loss	999	999
201.5705003000039	3.0	face	999	999
204.60175840000738	0.6	Fixation_ant	999	999
205.20667260000482	1.0	loss	999	999
211.53210140000738	3.0	face	999	999
214.56431149999844	0.6	Fixation_ant	999	999
215.16930229999707	1.0	loss	999	999
219.39411570000811	3.0	face	999	999
222.42988049999985	0.6	Fixation_ant	999	999
223.03534090000903	1.0	loss	999	999
225.16143079999893	3.0	face	999	999
228.1944294999994	0.6	Fixation_ant	999	999
228.79963000000862	1.0	win	999	999
233.04107320000185	3.0	face	999	999
236.0750599000021	0.6	Fixation_ant	999	999
236.68085750000319	1.0	win	999	999
238.81884030000947	3.0	face	999	999
241.85136190000048	0.6	Fixation_ant	999	999
242.45650100000785	1.0	loss	999	999
244.58380829999805	3.0	face	999	999
247.6167945000052	0.6	Fixation_ant	999	999
248.2227056999982	1.0	win	999	999
250.35890970000764	3.0	face	999	999
253.39201350000803	0.6	Fixation_ant	999	999
253.99719619999814	1.0	loss	999	999
260.322837300002	3.0	face	999	999
263.3544669999974	0.6	Fixation_ant	999	999
263.95957970000745	1.0	loss	999	999
266.08622920000926	3.0	face	999	999
269.1183164999966	0.6	Fixation_ant	999	999
269.72338850000233	1.0	loss	999	999
273.9483970000001	3.0	face	999	999
276.98236510000424	0.6	Fixation_ant	999	999
277.58829709999554	1.0	win	999	999
283.9350284999964	3.0	face	999	999
286.9662313000008	0.6	Fixation_ant	999	999
287.57125390000874	1.0	win	999	999
293.9111387000012	3.0	face	999	999
296.9449392999959	0.6	Fixation_ant	999	999
297.5492121999996	1.0	loss	999	999
299.6750838000007	3.0	face	999	999
302.7080857999972	0.6	Fixation_ant	999	999
303.31289169999945	1.0	win	999	999
305.4474864000076	3.0	face	999	999
308.47866560000693	0.6	Fixation_ant	999	999
309.08297990000574	1.0	win	999	999
315.42503320000833	3.0	face	999	999
318.4579541999992	0.6	Fixation_ant	999	999
319.0629837000015	1.0	win	999	999
321.20205220000935	3.0	face	999	999
324.2348483999958	0.6	Fixation_ant	999	999
324.8406904000003	1.0	loss	999	999
329.0667616999999	3.0	face	999	999
332.0991523999983	0.6	Fixation_ant	999	999
332.7035191000032	1.0	win	999	999
341.13907740000286	3.0	face	999	999
344.170537900005	0.6	Fixation_ant	999	999
344.7758334999962	1.0	loss	999	999
346.90236809999624	3.0	face	999	999
349.93364469999506	0.6	Fixation_ant	999	999
350.53938879999623	1.0	loss	999	999
352.6650509000028	3.0	face	999	999
355.6965201999992	0.6	Fixation_ant	999	999
356.3022067999991	1.0	win	999	999
358.4374439000094	3.0	face	999	999
361.4685026000079	0.6	Fixation_ant	999	999
362.07271940000646	1.0	loss	999	999
366.2978126999951	3.0	face	999	999
369.3292807999969	0.6	Fixation_ant	999	999
369.9339425000071	1.0	win	999	999
376.2753088000027	3.0	face	999	999
379.30624639999587	0.6	Fixation_ant	999	999
379.9111858999968	1.0	win	999	999
386.2502971000067	3.0	face	999	999
389.2820520999958	0.6	Fixation_ant	999	999
389.886325200001	1.0	win	999	999
396.2252933999989	3.0	face	999	999
399.25684000000183	0.6	Fixation_ant	999	999
399.8611118999979	1.0	win	999	999
404.10027799999807	3.0	face	999	999
407.13459899999725	0.6	Fixation_ant	999	999
407.7391273999965	1.0	loss	999	999
409.86566460000176	3.0	face	999	999
412.8977198000066	0.6	Fixation_ant	999	999
413.5035304000048	1.0	loss	999	999
417.7288073999953	3.0	face	999	999
420.76061050000135	0.6	Fixation_ant	999	999
421.3653992000036	1.0	win	999	999
425.59962059999816	3.0	face	999	999
428.6325818000041	0.6	Fixation_ant	999	999
429.2383641000051	1.0	loss	999	999
431.3642663000064	3.0	face	999	999
434.39613019999524	0.6	Fixation_ant	999	999
435.00155800000357	1.0	loss	999	999
437.1274140000023	3.0	face	999	999
440.1603360000008	0.6	Fixation_ant	999	999
440.76604889999726	1.0	loss	999	999
442.89208649999637	3.0	face	999	999
445.92500299999665	0.6	Fixation_ant	999	999
446.5295337999996	1.0	loss	999	999
452.8551404000027	3.0	face	999	999
455.8879789000057	0.6	Fixation_ant	999	999
456.4934540999966	1.0	win	999	999
462.83717890000844	3.0	face	999	999
465.8705708000052	0.6	Fixation_ant	999	999
466.47588410000026	1.0	win	999	999
