TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
52,52,0.6,4,win,obj (180).bmp,obj (241).bmp,1.0,51.0,510.94907,999.0,999.0,999.0,513.9812,3.032472,513.9817,2.0,515.987,516.997,516.9973,521.01483,2019-11-25 12:24:07.285874
53,53,0.6,9,loss,obj (181).bmp,obj (242).bmp,1.0,52.0,521.035,999.0,999.0,999.0,524.0666,3.0320063,524.06714,2.0,526.0714,527.0758,527.07605,536.0807,2019-11-25 12:24:22.351002
54,54,0.6,1.5,loss,obj (182).bmp,obj (243).bmp,1.0,53.0,536.1028,999.0,999.0,999.0,539.1349,3.032478,539.1354,2.0,541.1397,542.1446,542.14484,543.65027,2019-11-25 12:24:29.920422
55,55,0.6,1.5,win,obj (183).bmp,obj (244).bmp,1.0,54.0,543.6713,999.0,999.0,999.0,546.7047,3.033813,546.70526,2.0,548.71014,549.71893,549.7192,551.2381,2019-11-25 12:24:37.508441
56,56,0.6,4,loss,obj (184).bmp,obj (245).bmp,1.0,55.0,551.2586,999.0,999.0,999.0,554.29315,3.0350838,554.2938,2.0,556.2987,557.30347,557.30365,561.30786,2019-11-25 12:24:47.578243
57,57,0.6,4,loss,obj (185).bmp,obj (246).bmp,1.0,56.0,561.32886,999.0,999.0,999.0,564.3614,3.0328987,564.3619,2.0,566.36707,567.372,567.37225,571.3775,2019-11-25 12:24:57.647781
58,58,0.6,1.5,win,obj (186).bmp,obj (247).bmp,1.0,57.0,571.3974,999.0,999.0,999.0,574.4296,3.0326035,574.4301,2.0,576.436,577.44617,577.4465,578.9658,2019-11-25 12:25:05.236118
59,59,0.6,1.5,loss,obj (187).bmp,obj (248).bmp,1.0,58.0,578.9865,999.0,999.0,999.0,582.01996,3.0338697,582.0205,2.0,584.02576,585.03046,585.0307,586.535,2019-11-25 12:25:12.805335
60,60,0.6,1.4,win,obj (188).bmp,obj (249).bmp,1.0,59.0,586.55646,999.0,999.0,999.0,589.5892,3.033116,589.5897,2.0,591.5945,592.60406,592.6044,594.02,2019-11-25 12:25:20.290424
﻿TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
1,1,0.6,6.5,win,obj (126).bmp,obj (189).bmp,1.0,0.0,2.0182705,999.0,999.0,999.0,5.051939,3.0341725,5.052612,2.0,7.0584517,8.069909,8.070271,14.57826,2019-11-25 12:37:03.786561
2,2,0.6,4,loss,obj (127).bmp,obj (190).bmp,1.0,1.0,14.597183,999.0,999.0,999.0,17.626999,3.0301979,17.627514,2.0,19.632103,20.63712,20.63736,24.642075,2019-11-25 12:37:13.849515
3,3,0.6,1.5,loss,obj (128).bmp,obj (191).bmp,1.0,2.0,24.65699,999.0,999.0,999.0,27.689335,3.0327432,27.689877,2.0,29.694853,30.699892,30.700127,32.205082,2019-11-25 12:37:21.412679
4,4,0.6,1.5,loss,obj (130).bmp,obj (192).bmp,1.0,3.0,32.22045,999.0,999.0,999.0,35.25233,3.0322804,35.25288,2.0,37.25717,38.26228,38.262627,39.769283,2019-11-25 12:37:28.976951
5,5,0.6,4,loss,obj (131).bmp,obj (194).bmp,1.0,4.0,39.785217,999.0,999.0,999.0,42.815655,3.030819,42.81617,2.0,44.821697,45.826195,45.826427,49.831238,2019-11-25 12:37:39.039067
6,6,0.6,1.5,loss,obj (132).bmp,obj (195).bmp,1.0,5.0,49.846813,999.0,999.0,999.0,52.877457,3.0310378,52.877987,2.0,54.88375,55.888695,55.88893,57.39341,2019-11-25 12:37:46.602300
7,7,0.6,1.5,loss,obj (133).bmp,obj (196).bmp,1.0,6.0,57.414417,999.0,999.0,999.0,60.446144,3.0321023,60.44665,2.0,62.4522,63.45727,63.457508,64.962555,2019-11-25 12:37:54.171469
8,8,0.6,6.5,loss,obj (134).bmp,obj (197).bmp,1.0,7.0,64.97785,999.0,999.0,999.0,68.01096,3.0334797,68.01147,2.0,70.01594,71.02104,71.02128,77.52596,2019-11-25 12:38:06.734162
9,9,0.6,4,win,obj (135).bmp,obj (198).bmp,1.0,8.0,77.54294,999.0,999.0,999.0,80.573586,3.0310383,80.574135,2.0,82.579796,83.588554,83.58882,87.600174,2019-11-25 12:38:16.808551
10,10,0.6,6.5,win,obj (136).bmp,obj (199).bmp,1.0,9.0,87.61563,999.0,999.0,999.0,90.64673,3.031476,90.64725,2.0,92.651596,93.66043,93.66068,100.17376,2019-11-25 12:38:29.382330
11,11,0.6,4,win,obj (137).bmp,obj (200).bmp,1.0,10.0,100.190315,999.0,999.0,999.0,103.22365,3.033716,103.22416,2.0,105.2293,106.23868,106.23897,110.24703,2019-11-25 12:38:39.455727
12,12,0.6,1.5,win,obj (138).bmp,obj (201).bmp,1.0,11.0,110.262405,999.0,999.0,999.0,113.29249,3.0304742,113.29303,2.0,115.29845,116.30799,116.30826,117.82203,2019-11-25 12:38:47.030968
13,13,0.6,1.5,win,obj (139).bmp,obj (202).bmp,1.0,12.0,117.8438,999.0,999.0,999.0,120.877144,3.0337198,120.877716,2.0,122.882645,123.89246,123.892746,125.41622,2019-11-25 12:38:54.625146
14,14,0.6,4,loss,obj (140).bmp,obj (203).bmp,1.0,13.0,125.43181,999.0,999.0,999.0,128.46242,3.0309966,128.46297,2.0,130.46822,131.4732,131.47342,135.47838,2019-11-25 12:39:04.687441
15,15,0.6,9,win,obj (142).bmp,obj (204).bmp,1.0,14.0,135.49417,999.0,999.0,999.0,138.52684,3.0330455,138.52736,2.0,140.53299,141.54245,141.54271,150.55151,2019-11-25 12:39:19.760829
16,16,0.6,1.5,loss,obj (143).bmp,obj (205).bmp,1.0,15.0,150.56715,999.0,999.0,999.0,153.59912,3.032341,153.59962,2.0,155.60394,156.60872,156.60895,158.11345,2019-11-25 12:39:27.322859
17,17,0.6,1.5,loss,obj (144).bmp,obj (206).bmp,1.0,16.0,158.12904,999.0,999.0,999.0,161.16289,3.0342238,161.1634,2.0,163.16919,164.17436,164.1746,165.67911,2019-11-25 12:39:34.888582
18,18,0.6,6.5,win,obj (145).bmp,obj (207).bmp,1.0,17.0,165.69447,999.0,999.0,999.0,168.72646,3.032406,168.72705,2.0,170.7325,171.74132,171.74162,178.26022,2019-11-25 12:39:47.470056
19,19,0.6,6.5,loss,obj (146).bmp,obj (208).bmp,1.0,18.0,178.27734,999.0,999.0,999.0,181.30933,3.0323453,181.30983,2.0,183.3144,184.3188,184.31903,190.82388,2019-11-25 12:40:00.033732
20,20,0.6,6.5,win,obj (147).bmp,obj (209).bmp,1.0,19.0,190.84013,999.0,999.0,999.0,193.8707,3.0309758,193.87126,2.0,195.8758,196.88509,196.88535,203.40689,2019-11-25 12:40:12.616973
21,21,0.6,9,win,obj (148).bmp,obj (210).bmp,1.0,20.0,203.42288,999.0,999.0,999.0,206.45499,3.032491,206.45552,2.0,208.46054,209.46922,209.46948,218.47955,2019-11-25 12:40:27.689833
22,22,0.6,1.5,win,obj (149).bmp,obj (211).bmp,1.0,21.0,218.49567,999.0,999.0,999.0,221.52695,3.0316613,221.52747,2.0,223.53268,224.54178,224.54205,226.04994,2019-11-25 12:40:35.260372
23,23,0.6,1.5,loss,obj (151).bmp,obj (212).bmp,1.0,22.0,226.06558,999.0,999.0,999.0,229.09814,3.032923,229.09865,2.0,231.10332,232.1078,232.10803,233.61284,2019-11-25 12:40:42.823360
24,24,0.6,4,win,obj (152).bmp,obj (213).bmp,1.0,23.0,233.62863,999.0,999.0,999.0,236.65974,3.03151,236.6603,2.0,238.66504,239.67465,239.67491,243.68788,2019-11-25 12:40:52.898509
25,25,0.6,1.5,win,obj (153).bmp,obj (214).bmp,1.0,24.0,243.70363,999.0,999.0,999.0,246.737,3.0337706,246.73755,2.0,248.74182,249.75085,249.75114,251.26338,2019-11-25 12:41:00.474080
26,26,0.6,1.5,loss,obj (154).bmp,obj (215).bmp,1.0,25.0,251.27936,999.0,999.0,999.0,254.31166,3.032705,254.31221,2.0,256.3177,257.3228,257.32306,258.82794,2019-11-25 12:41:08.038701
27,27,0.6,6.5,loss,obj (155).bmp,obj (216).bmp,1.0,26.0,258.844,999.0,999.0,999.0,261.87662,3.0329983,261.87714,2.0,263.8815,264.88593,264.88614,271.391,2019-11-25 12:41:20.601767
28,28,0.6,4,loss,obj (156).bmp,obj (217).bmp,1.0,27.0,271.40726,999.0,999.0,999.0,274.4404,3.0335252,274.44092,2.0,276.44598,277.4502,277.45044,281.45468,2019-11-25 12:41:30.665531
29,29,0.6,4,win,obj (157).bmp,obj (218).bmp,1.0,28.0,281.47055,999.0,999.0,999.0,284.5022,3.032024,284.50272,2.0,286.50723,287.51685,287.5171,291.5317,2019-11-25 12:41:40.742631
30,30,0.6,1.5,loss,obj (158).bmp,obj (219).bmp,1.0,29.0,291.54752,999.0,999.0,999.0,294.58212,3.0349865,294.58264,2.0,296.58853,297.59277,297.593,299.09732,2019-11-25 12:41:48.308245
31,31,0.6,1.5,win,obj (159).bmp,obj (220).bmp,1.0,30.0,299.1131,999.0,999.0,999.0,302.14206,3.0293303,302.14258,2.0,304.1478,305.15656,305.15695,306.66763,2019-11-25 12:41:55.878644
32,32,0.6,4,win,obj (160).bmp,obj (221).bmp,1.0,31.0,306.68326,999.0,999.0,999.0,309.71283,3.0299425,309.71335,2.0,311.7176,312.72702,312.7273,316.74432,2019-11-25 12:42:05.955400
33,33,0.6,4,loss,obj (161).bmp,obj (222).bmp,1.0,32.0,316.76056,999.0,999.0,999.0,319.7917,3.0315158,319.7922,2.0,321.79663,322.8011,322.8013,326.806,2019-11-25 12:42:16.017115
34,34,0.6,4,loss,obj (162).bmp,obj (223).bmp,1.0,33.0,326.8223,999.0,999.0,999.0,329.85434,3.032429,329.85486,2.0,331.8606,332.86523,332.86545,336.8701,2019-11-25 12:42:26.081287
35,35,0.6,1.5,loss,obj (163).bmp,obj (224).bmp,1.0,34.0,336.88596,999.0,999.0,999.0,339.91916,3.0335946,339.91968,2.0,341.92548,342.93,342.93024,344.43463,2019-11-25 12:42:33.645841
36,36,0.6,1.5,loss,obj (164).bmp,obj (225).bmp,1.0,35.0,344.45038,999.0,999.0,999.0,347.48413,3.0341587,347.48468,2.0,349.48965,350.49445,350.4947,351.9993,2019-11-25 12:42:41.210581
37,37,0.6,4,win,obj (165).bmp,obj (226).bmp,1.0,36.0,352.01605,999.0,999.0,999.0,355.04764,3.0319858,355.04816,2.0,357.05252,358.06174,358.0621,362.07443,2019-11-25 12:42:51.285770
38,38,0.6,6.5,loss,obj (166).bmp,obj (227).bmp,1.0,37.0,362.09076,999.0,999.0,999.0,365.11923,3.028853,365.11975,2.0,367.12424,368.12933,368.12958,374.6345,2019-11-25 12:43:03.845905
39,39,0.6,6.5,loss,obj (167).bmp,obj (228).bmp,1.0,38.0,374.6511,999.0,999.0,999.0,377.68362,3.0330126,377.68427,2.0,379.68997,380.69452,380.69476,387.19916,2019-11-25 12:43:16.410655
40,40,0.6,1.5,win,obj (168).bmp,obj (229).bmp,1.0,39.0,387.21576,999.0,999.0,999.0,390.24716,3.0317757,390.24768,2.0,392.25357,393.26254,393.26282,394.7784,2019-11-25 12:43:23.990896
41,41,0.6,4,win,obj (169).bmp,obj (230).bmp,1.0,40.0,394.7989,999.0,999.0,999.0,397.8314,3.0329123,397.83194,2.0,399.83688,400.84677,400.84705,404.8547,2019-11-25 12:43:34.066363
42,42,0.6,4,win,obj (170).bmp,obj (231).bmp,1.0,41.0,404.87097,999.0,999.0,999.0,407.8993,3.0286722,407.89978,2.0,409.90485,410.91388,410.91415,414.93045,2019-11-25 12:43:44.142133
43,43,0.6,1.5,win,obj (171).bmp,obj (232).bmp,1.0,42.0,414.9473,999.0,999.0,999.0,417.97754,3.0306375,417.97806,2.0,419.98254,420.99164,420.9919,422.5052,2019-11-25 12:43:51.716961
44,44,0.6,1.5,win,obj (172).bmp,obj (233).bmp,1.0,43.0,422.52127,999.0,999.0,999.0,425.55185,3.0309446,425.55237,2.0,427.55746,428.56714,428.5674,430.08307,2019-11-25 12:43:59.294983
45,45,0.6,4,win,obj (173).bmp,obj (234).bmp,1.0,44.0,430.09906,999.0,999.0,999.0,433.13086,3.0321777,433.1314,2.0,435.13586,436.14444,436.1447,440.1599,2019-11-25 12:44:09.371742
46,46,0.6,6.5,loss,obj (174).bmp,obj (235).bmp,1.0,45.0,440.17615,999.0,999.0,999.0,443.2092,3.0334191,443.20972,2.0,445.21432,446.21896,446.2192,452.7243,2019-11-25 12:44:21.936216
47,47,0.6,4,loss,obj (175).bmp,obj (236).bmp,1.0,46.0,452.7415,999.0,999.0,999.0,455.77267,3.0315638,455.77316,2.0,457.77884,458.7834,458.78363,462.78873,2019-11-25 12:44:32.000743
48,48,0.6,9,win,obj (176).bmp,obj (237).bmp,1.0,47.0,462.80453,999.0,999.0,999.0,465.83487,3.0306926,465.83536,2.0,467.84045,468.8492,468.84952,477.86633,2019-11-25 12:44:47.078377
49,49,0.6,4,loss,obj (177).bmp,obj (238).bmp,1.0,48.0,477.88336,999.0,999.0,999.0,480.91458,3.031577,480.9151,2.0,482.92093,483.92566,483.9259,487.9307,2019-11-25 12:44:57.142931
50,50,0.6,1.5,win,obj (178).bmp,obj (239).bmp,1.0,49.0,487.94708,999.0,999.0,999.0,490.97745,3.030737,490.97797,2.0,492.98392,493.99292,493.99323,495.51248,2019-11-25 12:45:04.724661
51,51,0.6,9,win,obj (179).bmp,obj (240).bmp,1.0,50.0,495.52884,999.0,999.0,999.0,498.5612,3.0327346,498.5617,2.0,500.56616,501.5757,501.576,510.589,2019-11-25 12:45:19.801242
52,52,0.6,4,win,obj (180).bmp,obj (241).bmp,1.0,51.0,510.60553,999.0,999.0,999.0,513.63605,3.0309348,513.6366,2.0,515.6408,516.6508,516.6511,520.6598,2019-11-25 12:45:29.872111
53,53,0.6,9,loss,obj (181).bmp,obj (242).bmp,1.0,52.0,520.6762,999.0,999.0,999.0,523.70825,3.0324495,523.7088,2.0,525.71405,526.7189,526.71906,535.72345,2019-11-25 12:45:44.935831
54,54,0.6,1.5,loss,obj (182).bmp,obj (243).bmp,1.0,53.0,535.7399,999.0,999.0,999.0,538.7717,3.0321798,538.7723,2.0,540.7769,541.78156,541.7818,543.2872,2019-11-25 12:45:52.499596
55,55,0.6,1.5,win,obj (183).bmp,obj (244).bmp,1.0,54.0,543.30304,999.0,999.0,999.0,546.3364,3.0337198,546.3369,2.0,548.3415,549.3508,549.3511,550.86694,2019-11-25 12:46:00.079431
56,56,0.6,4,loss,obj (184).bmp,obj (245).bmp,1.0,55.0,550.8832,999.0,999.0,999.0,553.91364,3.0307992,553.9141,2.0,555.91895,556.9236,556.9238,560.92816,2019-11-25 12:46:10.140649
57,57,0.6,4,loss,obj (185).bmp,obj (246).bmp,1.0,56.0,560.94446,999.0,999.0,999.0,563.9762,3.032167,563.97675,2.0,565.9822,566.9871,566.98737,570.9929,2019-11-25 12:46:20.205428
58,58,0.6,1.5,win,obj (186).bmp,obj (247).bmp,1.0,57.0,571.00934,999.0,999.0,999.0,574.04065,3.0316827,574.0412,2.0,576.0461,577.0555,577.0557,578.57733,2019-11-25 12:46:27.789887
59,59,0.6,1.5,loss,obj (187).bmp,obj (248).bmp,1.0,58.0,578.59357,999.0,999.0,999.0,581.6251,3.0318947,581.6256,2.0,583.62976,584.6341,584.63434,586.1395,2019-11-25 12:46:35.352988
60,60,0.6,1.4,win,obj (188).bmp,obj (249).bmp,1.0,59.0,586.1558,999.0,999.0,999.0,589.189,3.033561,589.1895,2.0,591.19476,592.2041,592.20435,593.6156,2019-11-25 12:46:42.828122
