onset	duration	condition	resp	rt
0.6561249999940628	3.0	face	999	999
3.692116599995643	0.6	Fixation_ant	999	999
4.2972115999873495	1.0	win	999	999
10.664543199993204	3.0	face	999	999
13.702065299992682	0.6	Fixation_ant	999	999
14.306927699988591	1.0	loss	999	999
16.456378699993365	3.0	face	999	999
19.491176299998187	0.6	Fixation_ant	999	999
20.097029499986093	1.0	win	999	999
22.278582899991306	3.0	face	999	999
25.311408699999447	0.6	Fixation_ant	999	999
25.916693499995745	1.0	win	999	999
30.191521699991426	3.0	face	999	999
33.22696889999497	0.6	Fixation_ant	999	999
33.83176949998597	1.0	loss	999	999
40.181139899999835	3.0	face	999	999
43.21694809998735	0.6	Fixation_ant	999	999
43.82203649998701	1.0	loss	999	999
48.070095099988976	3.0	face	999	999
51.105995499994606	0.6	Fixation_ant	999	999
51.710842299988144	1.0	win	999	999
55.98666779999621	3.0	face	999	999
59.0225955999922	0.6	Fixation_ant	999	999
59.627036599995336	1.0	loss	999	999
61.804858399991645	3.0	face	999	999
64.84128479998617	0.6	Fixation_ant	999	999
65.44647659998736	1.0	win	999	999
67.63091639999766	3.0	face	999	999
70.66439609999361	0.6	Fixation_ant	999	999
71.27013389999047	1.0	win	999	999
73.4544906999945	3.0	face	999	999
76.49001009999483	0.6	Fixation_ant	999	999
77.09603799998877	1.0	loss	999	999
81.35981349999201	3.0	face	999	999
84.393949099991	0.6	Fixation_ant	999	999
84.99996499999543	1.0	loss	999	999
87.16644259999157	3.0	face	999	999
90.20149009999295	0.6	Fixation_ant	999	999
90.80671869999787	1.0	win	999	999
97.18139109999174	3.0	face	999	999
100.21640999999363	0.6	Fixation_ant	999	999
100.82145209998998	1.0	win	999	999
102.99535839998862	3.0	face	999	999
106.02863979998801	0.6	Fixation_ant	999	999
106.63341009999567	1.0	win	999	999
112.99652369999967	3.0	face	999	999
116.0296881999966	0.6	Fixation_ant	999	999
116.63551239999651	1.0	win	999	999
120.92375259999244	3.0	face	999	999
123.95682139998826	0.6	Fixation_ant	999	999
124.561369499992	1.0	win	999	999
128.83098189999873	3.0	face	999	999
131.86518839999917	0.6	Fixation_ant	999	999
132.4703487999941	1.0	win	999	999
136.7590227999899	3.0	face	999	999
139.79614789999323	0.6	Fixation_ant	999	999
140.40073889998894	1.0	win	999	999
153.0676370999863	3.0	face	999	999
156.1022493999917	0.6	Fixation_ant	999	999
156.70714409998618	1.0	loss	999	999
163.06667199998628	3.0	face	999	999
166.10082969999348	0.6	Fixation_ant	999	999
166.70570549998956	1.0	win	999	999
173.08572069999354	3.0	face	999	999
176.12018439998792	0.6	Fixation_ant	999	999
176.72545869999158	1.0	loss	999	999
180.98462389998895	3.0	face	999	999
184.0167330999975	0.6	Fixation_ant	999	999
184.62098539998988	1.0	loss	999	999
186.80354269999953	3.0	face	999	999
189.83697049999319	0.6	Fixation_ant	999	999
190.44178289998672	1.0	loss	999	999
192.613059899988	3.0	face	999	999
195.6474060999899	0.6	Fixation_ant	999	999
196.2517353999865	1.0	win	999	999
202.61760409999988	3.0	face	999	999
205.6534454999928	0.6	Fixation_ant	999	999
206.25893240000005	1.0	loss	999	999
212.62253579999378	3.0	face	999	999
215.65654489998997	0.6	Fixation_ant	999	999
216.26079659999232	1.0	win	999	999
220.533866999991	3.0	face	999	999
223.56867369999236	0.6	Fixation_ant	999	999
224.17380859999685	1.0	loss	999	999
226.3458346999978	3.0	face	999	999
229.3807558999979	0.6	Fixation_ant	999	999
229.9862340999971	1.0	win	999	999
234.2790263999923	3.0	face	999	999
237.31688049998775	0.6	Fixation_ant	999	999
237.92284349999682	1.0	loss	999	999
240.07272969999758	3.0	face	999	999
243.10683279999648	0.6	Fixation_ant	999	999
243.71125819999725	1.0	loss	999	999
245.86939229999552	3.0	face	999	999
248.90272449998884	0.6	Fixation_ant	999	999
249.50805249999394	1.0	loss	999	999
251.66589149998617	3.0	face	999	999
254.6989853999985	0.6	Fixation_ant	999	999
255.30394099999103	1.0	win	999	999
261.6885016999877	3.0	face	999	999
264.7219325999904	0.6	Fixation_ant	999	999
265.32766649998666	1.0	loss	999	999
267.4981579999876	3.0	face	999	999
270.53226059999724	0.6	Fixation_ant	999	999
271.13746009999886	1.0	loss	999	999
275.3971359999996	3.0	face	999	999
278.4313353999896	0.6	Fixation_ant	999	999
279.03682139999	1.0	win	999	999
285.39956889998575	3.0	face	999	999
288.43384099999093	0.6	Fixation_ant	999	999
289.0382193999976	1.0	loss	999	999
295.4072996999894	3.0	face	999	999
298.44098299999314	0.6	Fixation_ant	999	999
299.0462288999988	1.0	win	999	999
301.241116899997	3.0	face	999	999
304.2747849999869	0.6	Fixation_ant	999	999
304.8798737999896	1.0	loss	999	999
307.0379549999925	3.0	face	999	999
310.0724740999867	0.6	Fixation_ant	999	999
310.6780166999961	1.0	loss	999	999
317.0356233999919	3.0	face	999	999
320.0697380999918	0.6	Fixation_ant	999	999
320.67492859999766	1.0	loss	999	999
322.84107919999224	3.0	face	999	999
325.87582299999485	0.6	Fixation_ant	999	999
326.4804992999998	1.0	loss	999	999
330.748943899991	3.0	face	999	999
333.7850272999931	0.6	Fixation_ant	999	999
334.3896823999967	1.0	win	999	999
342.87231609999435	3.0	face	999	999
345.90737299999455	0.6	Fixation_ant	999	999
346.51248869999836	1.0	loss	999	999
348.66658359998837	3.0	face	999	999
351.70002119999845	0.6	Fixation_ant	999	999
352.3050430999865	1.0	win	999	999
354.47354669999913	3.0	face	999	999
357.50771609999356	0.6	Fixation_ant	999	999
358.11281829999643	1.0	loss	999	999
360.2656403999863	3.0	face	999	999
363.300625399992	0.6	Fixation_ant	999	999
363.90557789999	1.0	loss	999	999
368.16915359999985	3.0	face	999	999
371.20374149999407	0.6	Fixation_ant	999	999
371.8086401999899	1.0	loss	999	999
378.18126389999816	3.0	face	999	999
381.21703969998634	0.6	Fixation_ant	999	999
381.822760199997	1.0	loss	999	999
388.1828666999936	3.0	face	999	999
391.216299599997	0.6	Fixation_ant	999	999
391.822059299986	1.0	loss	999	999
398.1868789999862	3.0	face	999	999
401.21918039998855	0.6	Fixation_ant	999	999
401.8244560999883	1.0	win	999	999
406.1029591999977	3.0	face	999	999
409.1369601999904	0.6	Fixation_ant	999	999
409.7419427999994	1.0	win	999	999
411.9270991999947	3.0	face	999	999
414.9628626999911	0.6	Fixation_ant	999	999
415.56734019999567	1.0	loss	999	999
419.8349828999926	3.0	face	999	999
422.8686247999867	0.6	Fixation_ant	999	999
423.4741423999949	1.0	win	999	999
427.74641969999357	3.0	face	999	999
430.780076799987	0.6	Fixation_ant	999	999
431.3846859999903	1.0	win	999	999
433.5668036999996	3.0	face	999	999
436.6018625999859	0.6	Fixation_ant	999	999
