condition	duration	onset
face	3	4.0701809651218355
Fixation_ant	2	7.17121467879042
loss	3	9.187772503122687
face	3	20.285342012066394
Fixation_ant	2	23.383098564110696
win	3	25.399609920103103
face	3	35.51161697600037
Fixation_ant	2	38.6101837977767
loss	3	40.62667602812871
face	3	49.72753427596763
Fixation_ant	2	52.74580925190821
loss	3	54.75364366080612
face	3	59.84566453099251
Fixation_ant	2	62.944213043898344
loss	3	64.9603069149889
face	3	75.04655405692756
Fixation_ant	2	78.13860477274284
win	3	80.15499501815066
face	3	89.27904831478372
Fixation_ant	2	92.38130470504984
win	3	94.39769970299676
face	3	101.51315684709698
Fixation_ant	2	104.60744635295123
loss	3	106.62291077105328
face	3	115.71159643307328
Fixation_ant	2	118.81727948086336
win	3	120.83365050284192
face	3	129.95840140618384
Fixation_ant	2	133.06045449711382
win	3	135.0768908909522
face	3	142.1810345328413
Fixation_ant	2	145.28554733702913
loss	3	147.30206976784393
face	3	158.4054521159269
Fixation_ant	2	161.49717777594924
loss	3	163.51360222697258
face	3	173.6033231858164
Fixation_ant	2	176.70764125417918
win	3	178.72453592903912
face	3	188.83684068592265
Fixation_ant	2	191.9354195818305
win	3	193.95229760091752
face	3	203.0625022398308
Fixation_ant	2	206.16288267308846
win	3	208.1790704941377
face	3	218.3088609110564
Fixation_ant	2	221.4062805129215
win	3	223.4224313441664
face	3	233.52450032392517
Fixation_ant	2	236.61645421478897
loss	3	238.63392856018618
face	3	247.73602688405663
Fixation_ant	2	250.84404642600566
loss	3	252.86058996012434
face	3	263.95600527897477
Fixation_ant	2	267.05505064176396
loss	3	269.0714715668
face	3	280.18639054195955
Fixation_ant	2	283.2835079031065
win	3	285.3003147901036
face	3	294.42497382406145
Fixation_ant	2	297.5275362879038
loss	3	299.5441346410662
face	3	308.64598745899275
Fixation_ant	2	311.6632034308277
loss	3	313.6702299178578
face	3	324.76506156893447
Fixation_ant	2	327.86572497477755
win	3	329.882122465875
face	3	339.9871315280907
Fixation_ant	2	343.0931127020158
win	3	345.10916752694175
face	3	356.2223117630929
Fixation_ant	2	359.32134660193697
loss	3	361.33805200085044
face	3	372.42438921891153
Fixation_ant	2	375.5160257858224
loss	3	377.53244533902034
face	3	382.62588246399537
Fixation_ant	2	385.7230639620684
loss	3	387.73953083716333
face	3	392.8401763490401
Fixation_ant	2	395.9468557727523
loss	3	397.9633267209865
face	3	407.0575912441127
Fixation_ant	2	410.15666713379323
loss	3	412.1735260030255
face	3	422.28023543488234
Fixation_ant	2	425.3846162520349
win	3	427.40131308184937
face	3	432.5277883820236
Fixation_ant	2	435.624791089911
loss	3	437.6414530738257
face	3	442.7325145159848
Fixation_ant	2	445.8321485291235
win	3	447.84872774314135
face	3	454.9715134939179
Fixation_ant	2	458.07320630084723
win	3	460.0906610991806
face	3	465.2029676637612
Fixation_ant	2	468.2985127181746
win	3	470.31505445204675
face	3	475.4125993438065
Fixation_ant	2	478.5053709121421
win	3	480.52216110378504
face	3	491.650922824163
Fixation_ant	2	494.75052519282326
win	3	496.7668896270916
face	3	501.8858200889081
Fixation_ant	2	504.90402786107734
win	3	506.9235112601891
face	3	516.055484384764
Fixation_ant	2	519.1511894478463
loss	3	521.1675450839102
face	3	530.2685351870023
Fixation_ant	2	533.3611995261163
win	3	535.3777817348018
face	3	540.4986362210475
Fixation_ant	2	543.6020823349245
loss	3	545.6184837450273
face	3	550.7158101140521
Fixation_ant	2	553.8095415299758
win	3	555.8260007398203
face	3	560.9446358028799
Fixation_ant	2	564.0501810647547
win	3	566.0666901441291
face	3	571.1843488719314
Fixation_ant	2	574.2908010929823
loss	3	576.3072251249105
face	3	583.4128418359905
Fixation_ant	2	586.5159597070888
win	3	588.5324200517498
face	3	593.6475897300988
Fixation_ant	2	596.7397742830217
loss	3	598.7563867447898
face	3	605.8492141379975
Fixation_ant	2	608.9488087417558
loss	3	610.9651944418438
face	3	616.0765043138526
Fixation_ant	2	619.1728488579392
loss	3	621.1883296971209
face	3	626.2798641868867
Fixation_ant	2	629.3794500739314
loss	3	631.3964923080057
face	3	638.4803323447704
Fixation_ant	2	641.5711209629662
win	3	643.5873398780823
face	3	650.7006118828431
Fixation_ant	2	653.7963734841906
loss	3	655.8138446351513
face	3	660.8964540110901
Fixation_ant	2	663.9879295048304
loss	3	666.0043430351652
face	3	673.1081358520314
Fixation_ant	2	676.2124940161593
win	3	678.2290262738243
face	3	683.3394495011307
Fixation_ant	2	686.4367327690125
win	3	688.4526714649983
face	3	695.5677443309687
Fixation_ant	2	698.6616843198426
win	3	700.6782156717964
face	3	707.8006165949628
Fixation_ant	2	710.9035507561639
win	3	712.9200312178582
face	3	718.0384986079298
Fixation_ant	2	721.1446697749197
loss	3	723.1610640529543
face	3	730.2788354619406
Fixation_ant	2	733.3872156417929
loss	3	735.402860708069
face	3	744.4884641789831
Fixation_ant	2	747.5796209229156
loss	3	749.5962860877626
face	3	754.6982845058665
Fixation_ant	2	757.8041799268685
win	3	759.8207286288962
face	3	766.9355272878893
Fixation_ant	2	770.0290134809911
win	3	772.0454177558422
