condition	duration	onset
door	3	4.016726096626371
Fixation_ant	2	7.114989874884486
loss	3	9.132710736710578
door	3	18.177210891619325
Fixation_ant	2	21.194862881675363
win	3	23.209370205644518
door	3	30.271750401705503
Fixation_ant	2	33.28979440080002
loss	3	35.30215805862099
door	3	40.34467554278672
Fixation_ant	2	43.362135173752904
loss	3	45.375654090661556
door	3	54.41941079497337
Fixation_ant	2	57.437008894979954
loss	3	59.451518767978996
door	3	66.49507816461846
Fixation_ant	2	69.59486435772851
win	3	71.61020467663184
door	3	76.67110916273668
Fixation_ant	2	79.68955134088174
win	3	81.70193787664175
door	3	88.76147867878899
Fixation_ant	2	91.77893123496324
loss	3	93.79335848987103
door	3	100.83710700273514
Fixation_ant	2	103.85451975092292
win	3	105.86800302797928
door	3	110.9285997566767
Fixation_ant	2	113.9468077677302
win	3	115.95919879386202
door	3	123.0190134998411
Fixation_ant	2	126.03650770476088
win	3	128.0510031338781
door	3	133.11076639592648
Fixation_ant	2	136.12896331679076
loss	3	138.1414158558473
door	3	145.18464238382876
Fixation_ant	2	148.20281462557614
win	3	150.21663618599996
door	3	157.27601131796837
Fixation_ant	2	160.37583188293502
loss	3	162.391343485564
door	3	167.4370539477095
Fixation_ant	2	170.53276460571215
loss	3	172.54823455866426
door	3	177.59297070698813
Fixation_ant	2	180.68960841698572
win	3	182.70605695666745
door	3	189.76636875187978
Fixation_ant	2	192.8653528559953
loss	3	194.8818689668551
door	3	199.92537582386285
Fixation_ant	2	202.9439290217124
win	3	204.9550755135715
door	3	212.01564210373908
Fixation_ant	2	215.11373720271513
win	3	217.13141666492447
door	3	222.19134103087708
Fixation_ant	2	225.28846783563495
win	3	227.30496477289125
door	3	232.3647273075767
Fixation_ant	2	235.46237794868648
win	3	237.47805165266618
door	3	242.53865236090496
Fixation_ant	2	245.63615702977404
loss	3	247.6516060908325
door	3	252.69524378096685
Fixation_ant	2	255.79302618885413
loss	3	257.8094580997713
door	3	266.85402844892815
Fixation_ant	2	269.95305786887184
win	3	271.969523566775
door	3	281.03008284885436
Fixation_ant	2	284.13022909360006
loss	3	286.1456571286544
door	3	291.19045868096873
Fixation_ant	2	294.28739056782797
loss	3	296.30380750773475
door	3	307.34790651872754
Fixation_ant	2	310.4481762466021
loss	3	312.46562738064677
door	3	317.50845925090834
Fixation_ant	2	320.6059441305697
loss	3	322.6213581808843
door	3	327.66964847175404
Fixation_ant	2	330.76354484586045
win	3	332.77896949788556
door	3	339.8396947798319
Fixation_ant	2	342.9382112189196
win	3	344.95464950986207
door	3	350.0145179447718
Fixation_ant	2	353.11232055863366
loss	3	355.128946847748
door	3	360.1736940257251
Fixation_ant	2	363.26872139563784
win	3	365.2862282427959
door	3	375.3462646906264
Fixation_ant	2	378.44713117880747
loss	3	380.4630160089582
door	3	389.50810898654163
Fixation_ant	2	392.60663128783926
loss	3	394.62308297585696
door	3	399.6667526876554
Fixation_ant	2	402.7641219859943
loss	3	404.78065751167014
door	3	409.82445768872276
Fixation_ant	2	412.9209498199634
win	3	414.93832853389904
door	3	425.9990986706689
Fixation_ant	2	429.0993062639609
win	3	431.1159596927464
door	3	442.1762734889053
Fixation_ant	2	445.2774327099323
loss	3	447.2938474826515
door	3	457.33849971788004
Fixation_ant	2	460.4382710666396
win	3	462.45422554574907
door	3	473.5155698978342
Fixation_ant	2	476.61585493572056
win	3	478.63236177992076
door	3	487.6933357589878
Fixation_ant	2	490.793575190939
win	3	492.80896354373544
door	3	501.8690980426036
Fixation_ant	2	504.97080027963966
loss	3	506.98827023571357
door	3	518.0339074558578
Fixation_ant	2	521.1340994127095
win	3	523.1497340835631
door	3	534.2077553379349
Fixation_ant	2	537.3113023466431
loss	3	539.3266980578192
door	3	548.3719752598554
Fixation_ant	2	551.469772986602
loss	3	553.485506658908
door	3	563.5316422428004
Fixation_ant	2	566.6312484615482
win	3	568.6489107077941
door	3	578.7092911056243
Fixation_ant	2	581.8082119966857
loss	3	583.8257179935463
door	3	592.8701500175521
Fixation_ant	2	595.9705121619627
win	3	597.9861144446768
door	3	608.0468586627394
Fixation_ant	2	611.1445119925775
win	3	613.1636740807444
door	3	623.2239828198217
Fixation_ant	2	626.3247279915959
win	3	628.341136188712
door	3	639.4010906666517
Fixation_ant	2	642.5029526767321
win	3	644.519641387742
door	3	651.5799271627329
Fixation_ant	2	654.678345517721
loss	3	656.6950655756518
door	3	665.7377280937508
Fixation_ant	2	668.8366966797039
loss	3	670.8536251136102
door	3	679.8986335126683
Fixation_ant	2	682.9983130986802
win	3	685.0148247019388
door	3	692.0754366619512
Fixation_ant	2	695.1743911397643
loss	3	697.1898545436561
door	3	706.2340263579972
Fixation_ant	2	709.3338714577258
loss	3	711.3503498239443
door	3	721.3962243427522
Fixation_ant	2	724.4942226945423
loss	3	726.5109207318164
door	3	731.554568329826
Fixation_ant	2	734.6511681508273
loss	3	736.6686813738197
door	3	745.7134423707612
Fixation_ant	2	748.8114859666675
win	3	750.8278483515605
door	3	760.8878330998123
Fixation_ant	2	763.9893359988928
win	3	766.0057064415887
