TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
15,15,3,7,win,obj (142).bmp,obj (204).bmp,1.0,14.0,201.94879,999.0,999.0,999.0,205.04613,3.0976014,205.04655,2.0,207.06343,210.09871,210.09908,217.11694,2019-11-05 16:40:31.335538
16,16,3,7,loss,obj (143).bmp,obj (205).bmp,1.0,15.0,217.12544,999.0,999.0,999.0,220.22482,3.0996542,220.22527,2.0,222.2409,225.25917,225.25934,232.2777,2019-11-05 16:40:46.496212
17,17,6,6,loss,obj (144).bmp,obj (206).bmp,1.0,16.0,232.28465,999.0,999.0,999.0,235.38504,3.1008408,235.38571,2.0,237.40123,240.4195,240.41966,246.43796,2019-11-05 16:41:00.656240
18,18,3,8,win,obj (145).bmp,obj (207).bmp,1.0,17.0,246.44493,999.0,999.0,999.0,249.54518,3.1005182,249.54561,2.0,251.56207,254.59721,254.59756,262.6148,2019-11-05 16:41:16.832907
19,19,4,8,loss,obj (146).bmp,obj (208).bmp,1.0,18.0,262.62173,999.0,999.0,999.0,265.72272,3.1012895,265.7232,2.0,267.73975,270.75772,270.75787,278.77676,2019-11-05 16:41:32.994705
20,20,2,6,win,obj (147).bmp,obj (209).bmp,1.0,19.0,278.7837,999.0,999.0,999.0,281.884,3.1006024,281.88446,2.0,283.9009,286.93713,286.9375,292.95526,2019-11-05 16:41:47.173042
21,21,2,6,win,obj (148).bmp,obj (210).bmp,1.0,20.0,292.96317,999.0,999.0,999.0,296.0608,3.0978856,296.06122,2.0,298.07767,301.11383,301.11417,307.13177,2019-11-05 16:42:01.349414
22,22,2,8,win,obj (149).bmp,obj (211).bmp,1.0,21.0,307.13885,999.0,999.0,999.0,310.23788,3.0992973,310.2383,2.0,312.2549,315.29028,315.29062,323.30838,2019-11-05 16:42:17.525857
23,23,6,7,loss,obj (151).bmp,obj (212).bmp,1.0,22.0,323.31555,999.0,999.0,999.0,326.41644,3.1011655,326.4169,2.0,328.43298,331.45108,331.45123,338.46973,2019-11-05 16:42:32.687047
24,24,3,8,win,obj (152).bmp,obj (213).bmp,1.0,23.0,338.47678,999.0,999.0,999.0,341.5765,3.100019,341.57697,2.0,343.59344,346.62994,346.63028,354.64722,2019-11-05 16:42:48.864357
25,25,4,8,win,obj (153).bmp,obj (214).bmp,1.0,24.0,354.65408,999.0,999.0,999.0,357.75497,3.1011906,357.75543,2.0,359.77194,362.8071,362.80743,370.82452,2019-11-05 16:43:05.041471
26,26,6,2,loss,obj (154).bmp,obj (215).bmp,1.0,25.0,370.83136,999.0,999.0,999.0,373.93298,3.1019018,373.9334,2.0,375.94992,378.96738,378.96756,380.988,2019-11-05 16:43:15.204987
27,27,2,2,loss,obj (155).bmp,obj (216).bmp,1.0,26.0,380.99527,999.0,999.0,999.0,384.09262,3.0976336,384.09308,2.0,386.10956,389.12683,389.127,391.1446,2019-11-05 16:43:25.361337
28,28,4,6,loss,obj (156).bmp,obj (217).bmp,1.0,27.0,391.1514,999.0,999.0,999.0,394.24948,3.0983677,394.2499,2.0,396.26688,399.28366,399.2838,405.303,2019-11-05 16:43:39.519644
29,29,2,7,win,obj (157).bmp,obj (218).bmp,1.0,28.0,405.30984,999.0,999.0,999.0,408.4096,3.1000073,408.41003,2.0,410.42587,413.46085,413.4612,420.4795,2019-11-05 16:43:54.696014
30,30,6,2,loss,obj (158).bmp,obj (219).bmp,1.0,29.0,420.4891,999.0,999.0,999.0,423.5869,3.0980902,423.58737,2.0,425.6033,428.62012,428.6203,430.64053,2019-11-05 16:44:04.856872
31,31,4,2,win,obj (159).bmp,obj (220).bmp,1.0,30.0,430.64743,999.0,999.0,999.0,433.7442,3.097054,433.74466,2.0,435.76108,438.7963,438.79666,440.8127,2019-11-05 16:44:15.028952
32,32,2,4,win,obj (160).bmp,obj (221).bmp,1.0,31.0,440.8209,999.0,999.0,999.0,443.91788,3.0972877,443.91833,2.0,445.935,448.97006,448.97043,452.9891,2019-11-05 16:44:27.205205
33,33,6,2,loss,obj (161).bmp,obj (222).bmp,1.0,32.0,452.99606,999.0,999.0,999.0,456.093,3.0971866,456.0934,2.0,458.10992,461.12677,461.12692,463.14636,2019-11-05 16:44:37.362338
34,34,6,2,loss,obj (162).bmp,obj (223).bmp,1.0,33.0,463.15366,999.0,999.0,999.0,466.25073,3.0973656,466.2512,2.0,468.26758,471.28598,471.28616,473.30444,2019-11-05 16:44:47.520315
35,35,4,8,loss,obj (163).bmp,obj (224).bmp,1.0,34.0,473.3125,999.0,999.0,999.0,476.4057,3.0935073,476.40616,2.0,478.4246,481.4429,481.44305,489.4613,2019-11-05 16:45:03.677016
36,36,2,2,loss,obj (164).bmp,obj (225).bmp,1.0,35.0,489.46832,999.0,999.0,999.0,492.56888,3.1008246,492.5693,2.0,494.58673,497.60403,497.60422,499.62158,2019-11-05 16:45:13.837173
37,37,4,6,win,obj (165).bmp,obj (226).bmp,1.0,36.0,499.6296,999.0,999.0,999.0,502.7261,3.0967817,502.72653,2.0,504.743,507.77774,507.77808,513.7962,2019-11-05 16:45:28.011636
38,38,4,6,loss,obj (166).bmp,obj (227).bmp,1.0,37.0,513.8032,999.0,999.0,999.0,516.90356,3.1009254,516.90436,2.0,518.9198,521.9383,521.9385,527.95703,2019-11-05 16:45:42.172308
39,39,2,2,loss,obj (167).bmp,obj (228).bmp,1.0,38.0,527.96387,999.0,999.0,999.0,531.06305,3.099413,531.0635,2.0,533.0799,536.09814,536.0983,538.1166,2019-11-05 16:45:52.331774
40,40,2,2,win,obj (168).bmp,obj (229).bmp,1.0,39.0,538.12354,999.0,999.0,999.0,541.2195,3.0962448,541.22,2.0,543.2377,546.2722,546.2725,548.28986,2019-11-05 16:46:02.504935
41,41,2,2,win,obj (169).bmp,obj (230).bmp,1.0,40.0,548.29675,999.0,999.0,999.0,551.3947,3.0982108,551.39514,2.0,553.4116,556.446,556.44635,558.4651,2019-11-05 16:46:12.680070
42,42,2,2,win,obj (170).bmp,obj (231).bmp,1.0,41.0,558.472,999.0,999.0,999.0,561.5686,3.0968642,561.56903,2.0,563.5848,566.6192,566.61957,568.6381,2019-11-05 16:46:22.852984
43,43,4,4,win,obj (171).bmp,obj (232).bmp,1.0,42.0,568.6451,999.0,999.0,999.0,571.7417,3.0969038,571.7421,2.0,573.7588,576.79395,576.7943,580.8117,2019-11-05 16:46:35.026452
44,44,2,2,win,obj (172).bmp,obj (233).bmp,1.0,43.0,580.8214,999.0,999.0,999.0,583.9173,3.0961156,583.9177,2.0,585.9336,588.96844,588.9688,590.98694,2019-11-05 16:46:45.201579
45,45,2,4,win,obj (173).bmp,obj (234).bmp,1.0,44.0,590.995,999.0,999.0,999.0,594.0913,3.0966163,594.09174,2.0,596.1084,599.1429,599.1432,603.16046,2019-11-05 16:46:57.374958
46,46,8,2,loss,obj (174).bmp,obj (235).bmp,1.0,45.0,603.16736,999.0,999.0,999.0,606.26666,3.0995696,606.2671,2.0,608.2836,611.3019,611.30206,613.3204,2019-11-05 16:47:07.534799
47,47,2,2,loss,obj (175).bmp,obj (236).bmp,1.0,46.0,613.3274,999.0,999.0,999.0,616.4237,3.0965712,616.42413,2.0,618.4406,621.45886,621.45905,623.4773,2019-11-05 16:47:17.691620
48,48,2,4,win,obj (176).bmp,obj (237).bmp,1.0,47.0,623.48444,999.0,999.0,999.0,626.58057,3.096394,626.581,2.0,628.5973,631.6325,631.6329,635.6516,2019-11-05 16:47:29.865770
49,49,6,4,loss,obj (177).bmp,obj (238).bmp,1.0,48.0,635.65857,999.0,999.0,999.0,638.75696,3.0986834,638.7574,2.0,640.7732,643.7915,643.7917,647.80927,2019-11-05 16:47:42.023302
50,50,4,2,win,obj (178).bmp,obj (239).bmp,1.0,49.0,647.81647,999.0,999.0,999.0,650.9151,3.098915,650.9155,2.0,652.93195,655.9665,655.96686,657.98566,2019-11-05 16:47:52.199599
51,51,2,4,win,obj (179).bmp,obj (240).bmp,1.0,50.0,657.9938,999.0,999.0,999.0,661.0876,3.0940664,661.088,2.0,663.1056,666.13995,666.14026,670.1584,2019-11-05 16:48:04.372189
52,52,8,2,win,obj (180).bmp,obj (241).bmp,1.0,51.0,670.1654,999.0,999.0,999.0,673.2627,3.0975535,673.2632,2.0,675.2801,678.31604,678.3164,680.33374,2019-11-05 16:48:14.547412
53,53,2,4,loss,obj (181).bmp,obj (242).bmp,1.0,52.0,680.3418,999.0,999.0,999.0,683.4372,3.0957398,683.4377,2.0,685.4552,688.47253,688.47266,692.4904,2019-11-05 16:48:26.704028
54,54,6,4,loss,obj (182).bmp,obj (243).bmp,1.0,53.0,692.49835,999.0,999.0,999.0,695.5976,3.0995238,695.598,2.0,697.61346,700.6318,700.63196,704.65015,2019-11-05 16:48:38.863565
55,55,2,2,win,obj (183).bmp,obj (244).bmp,1.0,54.0,704.6572,999.0,999.0,999.0,707.75574,3.0988114,707.75616,2.0,709.77264,712.8054,712.8058,714.82495,2019-11-05 16:48:49.038260
56,56,2,4,loss,obj (184).bmp,obj (245).bmp,1.0,55.0,714.8326,999.0,999.0,999.0,717.9288,3.09646,717.9292,2.0,719.94666,722.9639,722.96405,726.9815,2019-11-05 16:49:01.194726
57,57,4,6,loss,obj (185).bmp,obj (246).bmp,1.0,56.0,726.9887,999.0,999.0,999.0,730.0883,3.0999122,730.08875,2.0,732.10516,735.1226,735.1229,741.14166,2019-11-05 16:49:15.354697
58,58,4,2,win,obj (186).bmp,obj (247).bmp,1.0,57.0,741.15137,999.0,999.0,999.0,744.2487,3.0976043,744.24915,2.0,746.2655,749.2999,749.3003,751.319,2019-11-05 16:49:25.531923
59,59,2,4,loss,obj (187).bmp,obj (248).bmp,1.0,58.0,751.3263,999.0,999.0,999.0,754.422,3.095986,754.4224,2.0,756.43884,759.4563,759.4564,763.47577,2019-11-05 16:49:37.688577
60,60,2,6,win,obj (188).bmp,obj (249).bmp,1.0,59.0,763.48285,999.0,999.0,999.0,766.5804,3.097793,766.5808,2.0,768.5972,771.63135,771.6317,777.64996,2019-11-05 16:49:51.862629
