TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,5,3,1,0.750000,1.0,0.0,3.9243387e-06,0.005783273,4.38051,2.0,5.7121987,1.3316888,7.0,6.898328,7.9128675,3.5323575,7.9131064,8.678768
2,2,1,5,3,1,0.750000,1.0,1.0,--,--,9.030295,3.0,9.629032,0.5987366,4.0,11.547691,12.559532,3.5292363,12.559714,13.311988
3,3,1,5,3,1,0.750000,1.0,2.0,--,--,13.607252,3.0,14.145472,0.53821903,2.0,16.124475,17.134502,3.5272505,17.134693,17.895231
4,4,1,5,3,3,0.750000,1.0,3.0,--,--,18.191082,2.0,18.495646,0.30456337,2.0,20.708405,21.719471,3.5283904,21.719656,22.478567
5,5,1,5,3,2,0.750000,1.0,4.0,--,--,22.771921,2.0,24.679077,1.9071555,5.0,25.289576,26.302086,3.5301645,26.30227,27.062004
6,6,1,5,3,1,0.750000,1.0,5.0,--,--,27.354975,3.0,27.628788,0.27381313,1.0,29.872746,30.884403,3.5294292,30.88459,31.645142
7,7,1,5,3,1,0.750000,1.0,6.0,--,--,31.939482,2.0,32.74537,0.8058881,9.0,34.457466,35.46723,3.5277512,35.46742,36.228523
8,8,1,5,3,1,12,1.0,7.0,--,--,36.522133,2.0,36.978954,0.45682332,8.0,39.040558,40.050392,3.528259,40.050583,52.061794
9,9,2,6,3,3,0.750000,1.0,8.0,--,--,52.46055,2.0,53.27845,0.81789964,1.0,54.978718,55.988163,3.5276117,55.98836,56.745132
10,10,2,6,3,3,0.750000,1.0,9.0,--,--,57.035084,3.0,57.62846,0.5933766,6.0,59.552658,60.56257,3.5274844,60.562756,61.32836
11,11,2,6,3,3,0.750000,1.0,10.0,--,--,61.6199,3.0,62.695564,1.0756668,8.0,64.13712,65.14631,3.5264113,65.14649,65.91203
12,12,2,6,3,3,0.750000,1.0,11.0,--,--,66.20014,2.0,66.99501,0.7948704,2.0,68.71835,69.726616,3.5264761,69.7268,70.47834
13,13,2,6,3,3,0.750000,1.0,12.0,--,--,70.76766,2.0,71.328804,0.5611384,1.0,73.28456,74.29276,3.525099,74.292946,75.045105
14,14,2,6,3,2,0.750000,1.0,13.0,--,--,75.34613,2.0,75.778564,0.43243113,5.0,77.8636,78.873184,3.527051,78.87337,79.62824
15,15,2,6,3,2,0.750000,1.0,14.0,--,--,79.916466,3.0,80.378716,0.4622525,5.0,82.433586,83.4422,3.5257308,83.44238,84.19511
16,16,2,6,3,3,12,1.0,15.0,--,--,84.48538,3.0,85.16167,0.6762852,9.0,87.003,88.01323,3.5278451,88.01343,100.02828
17,17,3,5,3,1,0.750000,1.0,16.0,--,--,100.38397,2.0,101.3119,0.92793006,7.0,102.90236,103.913315,3.529348,103.9135,104.67819
18,18,3,5,3,1,0.750000,1.0,17.0,--,--,104.96782,3.0,106.02859,1.0607721,2.0,107.48558,108.49406,3.52624,108.49425,109.24502
19,19,3,5,3,1,0.750000,1.0,18.0,--,--,109.53241,2.0,110.14544,0.61302936,9.0,112.049034,113.057365,3.5249517,113.05755,113.811615
20,20,3,5,3,2,0.750000,1.0,19.0,--,--,114.09845,2.0,114.44498,0.34652758,5.0,116.61667,117.62712,3.5286727,117.627304,118.37816
21,21,3,5,3,1,0.750000,1.0,20.0,--,--,118.66667,3.0,119.09527,0.42859825,4.0,121.184006,122.19392,3.5272458,122.19411,122.94511
22,22,3,5,3,1,0.750000,1.0,21.0,--,--,123.233246,2.0,123.711845,0.47859436,8.0,125.75085,126.75877,3.5255237,126.75896,127.51137
23,23,3,5,3,1,0.750000,1.0,22.0,--,--,127.79952,3.0,128.1955,0.39598033,3.0,130.3174,131.32773,3.5282104,131.32791,132.078
24,24,3,5,3,3,8,1.0,23.0,--,--,132.36557,3.0,132.8117,0.44614187,6.0,134.88257,135.89241,3.526839,135.89264,143.89438
25,25,4,4,2,3,0.750000,1.0,24.0,--,--,143.98126,2.0,145.81123,1.8299727,4.0,146.4999,147.50851,3.5272498,147.50873,148.26149
26,26,4,4,2,3,0.750000,1.0,25.0,--,--,148.3214,3.0,149.09488,0.77348125,7.0,150.8397,151.8474,3.5259972,151.84763,152.61113
27,27,4,4,2,3,0.750000,1.0,26.0,--,--,152.66838,2.0,153.44504,0.7766461,1.0,155.18608,156.19398,3.5255923,156.1942,156.94487
