LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
1,90,13,blue,5,Skew,['f'],3.211654999991879
1,80,13,blue,5,Skew,['f'],3.4497161000035703
0,60,13,blue,5,Skew,['j'],4.039590299827978
0,100,13,blue,5,Skew,['j'],1.6076271999627352
0,80,13,blue,5,Skew,['j'],2.2528731001075357
1,90,13,blue,5,Skew,['f'],1.394490099977702
0,80,13,blue,5,Skew,['j'],1.6160998998675495
1,70,13,blue,5,Skew,['j'],1.5245330000761896
0,70,13,blue,5,Skew,['j'],1.7863223999738693
1,70,13,blue,5,Skew,['f'],0.9665222999174148
1,80,13,blue,5,Skew,['f'],0.7557572000660002
1,80,13,blue,5,Skew,['f'],0.7690443999599665
0,80,13,blue,5,Skew,['f'],2.9023963999934494
1,100,13,blue,5,Skew,['f'],0.8994440000969917
1,60,13,blue,5,Skew,['j'],1.007064800010994
0,80,13,blue,5,Skew,['j'],1.125919999787584
0,80,13,blue,5,Skew,['j'],1.1400083999615163
0,90,13,blue,5,Skew,['j'],0.7935587000101805
0,90,13,blue,5,Skew,['j'],0.7269621000159532
1,70,13,blue,5,Skew,['j'],0.9709927998483181
1,50,13,green,5,Narrow,['j'],1.149728500051424
1,70,13,green,5,Narrow,['j'],1.0182741999160498
0,50,13,green,5,Narrow,['f'],1.0308362001087517
1,70,13,green,5,Narrow,['j'],0.8934950998518616
1,50,13,green,5,Narrow,['j'],0.6643726001493633
0,30,13,green,5,Narrow,['f'],0.7974021998234093
0,40,13,green,5,Narrow,['f'],0.7936263999436051
0,50,13,green,5,Narrow,['f'],1.1813388001173735
0,40,13,green,5,Narrow,['f'],0.7449544998817146
0,50,13,green,5,Narrow,['f'],0.8205376998521388
1,50,13,green,5,Narrow,['j'],0.9053255999460816
0,40,13,green,5,Narrow,['f'],0.6629788000136614
0,50,13,green,5,Narrow,['f'],0.7487236000597477
0,30,13,green,5,Narrow,['f'],0.7142250998876989
1,60,13,green,5,Narrow,['j'],1.1513760001398623
1,50,13,green,5,Narrow,['j'],0.7327127000316978
1,60,13,green,5,Narrow,['j'],0.7930848998948932
1,60,13,green,5,Narrow,['j'],0.653844399843365
0,60,13,green,5,Narrow,['f'],0.963475399883464
1,40,13,green,5,Narrow,['j'],0.7351577000226825
0,100,13,red,5,wide,['j'],1.2201932000461966
1,90,13,red,5,wide,['f'],2.920088900020346
1,0,13,red,5,wide,['j'],1.2773402999155223
1,100,13,red,5,wide,['f'],0.7947369001340121
1,10,13,red,5,wide,['j'],1.0486540999263525
0,20,13,red,5,wide,['f'],0.6767502999864519
1,100,13,red,5,wide,['f'],0.7775918999686837
1,10,13,red,5,wide,['j'],0.7658241000026464
0,0,13,red,5,wide,['f'],2.362490300089121
0,90,13,red,5,wide,['j'],0.9279976999387145
1,80,13,red,5,wide,['j'],0.7721496999729425
1,0,13,red,5,wide,['j'],1.0190810998901725
1,10,13,red,5,wide,['j'],0.7923012999817729
0,20,13,red,5,wide,['f'],0.8937634001486003
0,90,13,red,5,wide,['j'],1.2269977000541985
0,80,13,red,5,wide,['f'],0.7429791998583823
1,10,13,red,5,wide,['j'],0.7309883998241276
0,0,13,red,5,wide,['f'],0.6324636999052018
0,100,13,red,5,wide,['j'],0.8535226001404226
0,90,13,red,5,wide,['j'],1.267570500029251
