LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,50,13,blue,5,Narrow,No_resp,10
0,50,13,blue,5,Narrow,['f'],1.0012336999643594
1,70,13,blue,5,Narrow,['f'],3.1551994999172166
1,50,13,blue,5,Narrow,['j'],3.1968795999418944
0,60,13,blue,5,Narrow,['f'],2.485742799937725
0,50,13,blue,5,Narrow,['f'],1.6320554999401793
1,50,13,blue,5,Narrow,['j'],2.4421290999744087
0,40,13,blue,5,Narrow,['f'],0.9634636000264436
0,30,13,blue,5,Narrow,['f'],1.724973400007002
1,40,13,blue,5,Narrow,['j'],1.5427894999738783
1,50,13,blue,5,Narrow,['j'],1.4090476999990642
1,40,13,blue,5,Narrow,['j'],0.8905295999720693
0,60,13,blue,5,Narrow,['j'],2.0848100000293925
1,40,13,blue,5,Narrow,['j'],0.8953947999980301
1,60,13,blue,5,Narrow,['j'],0.9683284000493586
0,50,13,blue,5,Narrow,['f'],0.9469515000237152
1,30,13,blue,5,Narrow,['j'],0.860224400064908
0,70,13,blue,5,Narrow,['j'],1.19015679997392
1,60,13,blue,5,Narrow,['j'],0.687536499928683
0,50,13,blue,5,Narrow,['f'],0.7605766999768093
1,80,13,green,5,Skew,['f'],2.59453460003715
0,100,13,green,5,Skew,['j'],1.1167597000021487
0,90,13,green,5,Skew,['j'],1.413771599996835
0,70,13,green,5,Skew,['j'],1.0869351000292227
1,70,13,green,5,Skew,['f'],1.1933333999477327
0,90,13,green,5,Skew,['j'],1.6346539000514895
1,60,13,green,5,Skew,['j'],1.3251070000696927
1,80,13,green,5,Skew,['f'],1.222556099994108
0,80,13,green,5,Skew,['j'],2.6403755999635905
0,80,13,green,5,Skew,['j'],0.8262887999881059
1,80,13,green,5,Skew,['f'],0.8365283000748605
0,80,13,green,5,Skew,['j'],0.9105367000447586
1,100,13,green,5,Skew,['f'],0.9203510000370443
0,80,13,green,5,Skew,['j'],1.7144088000059128
1,70,13,green,5,Skew,['f'],1.3395467998925596
1,80,13,green,5,Skew,['f'],0.7260566001059487
0,60,13,green,5,Skew,['j'],1.2473626000573859
1,70,13,green,5,Skew,['f'],0.8887401999672875
1,90,13,green,5,Skew,['f'],2.2268146000569686
0,90,13,green,5,Skew,['j'],1.0366899999789894
0,0,13,red,5,wide,['f'],1.2547722000163049
1,100,13,red,5,wide,['j'],0.9289069999940693
1,90,13,red,5,wide,No_resp,10
1,10,13,red,5,wide,['j'],3.0688963999273255
0,100,13,red,5,wide,['j'],2.9987575000850484
0,90,13,red,5,wide,['j'],0.9768441000487655
0,100,13,red,5,wide,['j'],0.7781067999312654
1,100,13,red,5,wide,['f'],0.9004869000054896
1,20,13,red,5,wide,['j'],1.1986837999429554
0,20,13,red,5,wide,['f'],0.9515239000320435
1,10,13,red,5,wide,['j'],0.8336226999526843
0,80,13,red,5,wide,['j'],1.083680099924095
1,0,13,red,5,wide,['j'],0.9974338000174612
0,90,13,red,5,wide,['j'],0.9905722999246791
1,10,13,red,5,wide,['j'],1.2562778999563307
1,0,13,red,5,wide,['j'],0.7705408000620082
0,80,13,red,5,wide,['j'],0.9727274999022484
1,90,13,red,5,wide,['f'],0.8063072999939322
0,0,13,red,5,wide,['f'],1.4403060999466106
0,10,13,red,5,wide,['f'],1.3224426000379026
