Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,['f'],3.365287599968724,wide
30,13,red,100,1,['j'],1.2481616999721155,wide
40,13,red,100,0,['f'],2.8119084000354633,wide
50,13,red,100,1,['j'],2.632794100092724,wide
60,13,red,100,1,['f'],0.8704198999330401,wide
70,13,red,100,1,['f'],1.7955236999550834,wide
80,13,red,100,0,['j'],1.472602800000459,wide
90,13,red,100,0,['j'],1.0387416000012308,wide
20,13,red,50,0,['f'],2.6032651000423357,wide
30,13,red,50,0,['f'],0.6322687000501901,wide
40,13,red,50,0,['f'],1.0768061999697238,wide
50,13,red,50,0,['f'],1.362320499960333,wide
60,13,red,50,0,['f'],1.2791279999073595,wide
70,13,red,50,1,['f'],2.7801659000106156,wide
80,13,red,50,1,['f'],1.3362237999681383,wide
90,13,red,50,1,['f'],1.6373084000078961,wide
20,13,blue,100,1,['j'],2.978848100057803,narrow
30,13,blue,100,0,['j'],1.8078053999925032,narrow
40,13,blue,100,1,['j'],1.5646837999811396,narrow
50,13,blue,100,1,['f'],0.6973521000472829,narrow
60,13,blue,100,1,['f'],1.1575770999770612,narrow
70,13,blue,100,0,['j'],1.635198500007391,narrow
80,13,blue,100,1,['f'],0.8162432999815792,narrow
90,13,blue,100,0,['j'],1.3732012999244034,narrow
20,13,blue,50,1,['j'],1.786117700044997,narrow
30,13,blue,50,1,['f'],3.335232099983841,narrow
40,13,blue,50,0,['f'],2.4043383999960497,narrow
50,13,blue,50,0,['j'],1.601586400065571,narrow
60,13,blue,50,1,['f'],2.4149235000368208,narrow
70,13,blue,50,0,['j'],2.3951028999872506,narrow
80,13,blue,50,0,['j'],1.2078710000496358,narrow
90,13,blue,50,0,['j'],0.7570149999810383,narrow
20,13,green,100,0,['f'],4.1146003000903875,skew
30,13,green,100,0,['f'],1.2946947000455111,skew
40,13,green,100,1,['j'],1.788219299982302,skew
50,13,green,100,1,['j'],0.7293351000407711,skew
60,13,green,100,0,['j'],0.8703199999872595,skew
70,13,green,100,1,No_resp,4,skew
80,13,green,100,0,['f'],2.0682211000239477,skew
90,13,green,100,1,['f'],0.8972393999574706,skew
20,13,green,50,0,['f'],2.653545800014399,skew
30,13,green,50,1,['j'],1.3867973999585956,skew
40,13,green,50,0,['f'],1.6081196999875829,skew
50,13,green,50,0,['j'],1.1895654000109062,skew
60,13,green,50,0,['j'],0.8032913999632001,skew
70,13,green,50,0,['j'],0.7842731999699026,skew
80,13,green,50,1,['f'],0.8769286999013275,skew
90,13,green,50,0,['j'],1.0023814999731258,skew
20,13,yellow,100,1,['j'],2.3276003000792116,True_unkown
30,13,yellow,100,0,['f'],0.9164994999300689,True_unkown
40,13,yellow,100,1,['j'],0.5618992999661714,True_unkown
50,13,yellow,100,0,['f'],1.3110105000669137,True_unkown
60,13,yellow,100,0,['j'],0.4119858000194654,True_unkown
70,13,yellow,100,1,No_resp,4,True_unkown
80,13,yellow,100,1,['j'],1.0822811000980437,True_unkown
90,13,yellow,100,1,['f'],0.918489099945873,True_unkown
20,13,yellow,50,1,['j'],1.492157300002873,True_unkown
30,13,yellow,50,1,['j'],0.8329603000311181,True_unkown
40,13,yellow,50,0,['j'],1.5663288999348879,True_unkown
50,13,yellow,50,0,['j'],1.226601899950765,True_unkown
60,13,yellow,50,0,['f'],1.4955603000707924,True_unkown
70,13,yellow,50,1,['j'],1.0279406999470666,True_unkown
80,13,yellow,50,0,No_resp,4,True_unkown
90,13,yellow,50,0,No_resp,4,True_unkown
