Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,No_resp,4,wide
30,13,red,100,0,['j'],1.9727509999993345,wide
40,13,red,100,0,['j'],2.4698208999998315,wide
50,13,red,100,0,['j'],2.090735300000233,wide
60,13,red,100,1,['f'],1.6611912999997003,wide
70,13,red,100,1,['f'],1.0236974999988888,wide
80,13,red,100,1,['f'],0.9813202999994246,wide
90,13,red,100,1,['f'],0.9216325999987021,wide
20,13,red,50,0,['f'],1.963696599999821,wide
30,13,red,50,1,['j'],1.8376560999986395,wide
40,13,red,50,1,['j'],1.409524099999544,wide
50,13,red,50,0,['j'],1.7634512000004179,wide
60,13,red,50,0,['j'],1.1699592000004486,wide
70,13,red,50,1,['f'],0.9941414999993867,wide
80,13,red,50,0,['j'],1.331540799999857,wide
90,13,red,50,0,['j'],0.936371899999358,wide
20,13,green,100,0,['f'],2.1149027999999817,narrow
30,13,green,100,0,['f'],0.700698900000134,narrow
40,13,green,100,1,['j'],2.6871721999996225,narrow
50,13,green,100,1,['f'],1.2031275999997888,narrow
60,13,green,100,0,['j'],1.1553825000009965,narrow
70,13,green,100,1,['f'],1.0121737999998004,narrow
80,13,green,100,1,['f'],1.5983943000010186,narrow
90,13,green,100,0,['j'],1.01862009999968,narrow
20,13,green,50,0,['f'],2.3940299000005325,narrow
30,13,green,50,1,['j'],1.2398529999991297,narrow
40,13,green,50,1,['j'],1.6320513999999093,narrow
50,13,green,50,0,['j'],2.8720157999996445,narrow
60,13,green,50,0,['j'],1.0047857000008662,narrow
70,13,green,50,1,['f'],1.1747075000002951,narrow
80,13,green,50,0,['j'],0.8065253999993729,narrow
90,13,green,50,0,['j'],1.0701490999999805,narrow
20,13,blue,100,0,['f'],1.4370006000008289,skew
30,13,blue,100,0,['f'],0.435513099999298,skew
40,13,blue,100,0,['f'],0.8689219000007142,skew
50,13,blue,100,0,['f'],0.7118429000001925,skew
60,13,blue,100,1,['j'],0.9502843999998731,skew
70,13,blue,100,1,['j'],0.7178968999996869,skew
80,13,blue,100,0,['f'],1.7007926000005682,skew
90,13,blue,100,1,['f'],1.2457163999988552,skew
20,13,blue,50,1,['j'],1.4119833000004292,skew
30,13,blue,50,1,['j'],1.073451500000374,skew
40,13,blue,50,1,['j'],1.1215403999995033,skew
50,13,blue,50,0,['f'],2.2064258999998856,skew
60,13,blue,50,0,['f'],0.9402793999997812,skew
70,13,blue,50,1,['j'],2.1354953999998543,skew
80,13,blue,50,1,['f'],1.5700789999991684,skew
90,13,blue,50,1,['f'],0.9272038999988581,skew
20,13,yellow,100,0,['f'],1.85888949999935,True_unkown
30,13,yellow,100,1,['j'],0.7395069000012882,True_unkown
40,13,yellow,100,1,['j'],1.318452999999863,True_unkown
50,13,yellow,100,1,['j'],0.9368016999997053,True_unkown
60,13,yellow,100,0,['j'],1.5261572999988857,True_unkown
70,13,yellow,100,1,['f'],0.9689245000008668,True_unkown
80,13,yellow,100,0,['j'],1.0423960000007355,True_unkown
90,13,yellow,100,1,['f'],1.101633700000093,True_unkown
20,13,yellow,50,0,['f'],0.9660944999995991,True_unkown
30,13,yellow,50,0,['f'],1.1559294000016962,True_unkown
40,13,yellow,50,0,['f'],0.6877110000004905,True_unkown
50,13,yellow,50,1,['j'],1.7154439000005368,True_unkown
60,13,yellow,50,0,['j'],2.660334199999852,True_unkown
70,13,yellow,50,0,['j'],1.0551933000006102,True_unkown
80,13,yellow,50,1,['f'],1.0056962999988173,True_unkown
90,13,yellow,50,0,['j'],0.5920241999992868,True_unkown
