TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,4,2,3,0.750000,1.0,0.0,3.0187657e-06,0.0056915144,4.096031,2.0,4.623964,0.52793276,4.0,6.613169,7.6260014,3.5299702,7.626233,8.376596
2,2,1,4,2,3,0.750000,1.0,1.0,--,--,8.463952,2.0,9.010676,0.5467244,4.0,10.981118,11.987934,3.5239818,11.988115,12.747055
3,3,1,4,2,2,0.750000,1.0,2.0,--,--,12.816146,2.0,13.364302,0.54815614,5.0,15.332741,16.344587,3.528442,16.34479,17.100832
4,4,1,4,2,3,0.750000,1.0,3.0,--,--,17.172884,2.0,17.835093,0.6622083,2.0,19.69005,20.700947,3.5280619,20.701128,21.453972
5,5,1,4,2,3,0.750000,1.0,4.0,--,--,21.524817,2.0,22.204865,0.68004656,3.0,24.041046,25.04968,3.5248642,25.049866,25.807518
6,6,1,4,2,3,0.750000,1.0,5.0,--,--,25.878998,2.0,26.324928,0.44592866,4.0,28.396511,29.403908,3.5249093,29.40409,30.162256
7,7,1,4,2,3,0.750000,1.0,6.0,--,--,30.230854,2.0,30.661957,0.43110216,3.0,32.747513,33.75486,3.5240076,33.755043,34.5147
8,8,1,4,2,1,10,1.0,7.0,--,--,34.5844,2.0,35.08214,0.49774215,6.0,37.102016,38.113647,3.529248,38.113834,48.126053
9,9,2,2,1,3,0.750000,1.0,8.0,--,--,48.135757,3.0,48.76023,0.6244727,8.0,50.6528,51.663292,3.527536,51.663475,52.429615
10,10,2,2,1,2,0.750000,1.0,9.0,--,--,52.43184,2.0,53.01373,0.5818877,5.0,54.94928,55.958202,3.5263615,55.958385,56.716446
11,11,2,2,1,3,0.750000,1.0,10.0,--,--,56.718834,3.0,57.183838,0.46500432,9.0,59.23544,60.24577,3.526935,60.245953,61.003178
12,12,2,2,1,1,0.750000,1.0,11.0,--,--,61.005524,2.0,61.420513,0.41498998,9.0,63.52294,64.53157,3.5260463,64.53175,65.29001
13,13,2,2,1,3,0.750000,1.0,12.0,--,--,65.2922,3.0,65.75792,0.46572247,9.0,67.80914,68.81721,3.525009,68.81739,69.57724
14,14,2,2,1,3,0.750000,1.0,13.0,--,--,69.579834,2.0,70.17793,0.59809893,4.0,72.097145,73.104866,3.5250354,73.10505,73.863815
15,15,2,2,1,3,0.750000,1.0,14.0,--,--,73.8661,3.0,74.648125,0.7820271,8.0,76.383156,77.3908,3.5247037,77.39098,78.1508
16,16,2,2,1,3,8,1.0,15.0,--,--,78.15307,2.0,78.634705,0.48164114,2.0,80.6709,81.67881,3.5257416,81.67899,89.69378
17,17,3,6,3,2,0.750000,1.0,16.0,--,--,90.426636,3.0,91.16243,0.73579466,5.0,92.9439,93.95277,3.5261276,93.95294,94.71417
18,18,3,6,3,3,0.750000,1.0,17.0,--,--,95.36266,2.0,95.915665,0.55300546,2.0,97.8789,98.88864,3.5259767,98.888824,99.65197
19,19,3,6,3,3,0.750000,1.0,18.0,--,--,100.202324,3.0,100.76984,0.5675122,8.0,102.7197,103.72709,3.5247712,103.72728,104.488884
20,20,3,6,3,3,0.750000,1.0,19.0,--,--,105.050224,2.0,105.606636,0.5564148,4.0,107.56724,108.57501,3.5247927,108.5752,109.3265
21,21,3,6,3,3,0.750000,1.0,20.0,--,--,109.88236,3.0,110.59413,0.7117707,7.0,112.400856,113.40985,3.5274913,113.410034,114.16374
22,22,3,6,3,3,0.750000,1.0,21.0,--,--,114.70767,2.0,115.21492,0.50724995,1.0,117.22518,118.2337,3.526031,118.23389,118.98425
23,23,3,6,3,3,0.750000,1.0,22.0,--,--,119.53312,3.0,120.18534,0.65222114,9.0,122.04989,123.05669,3.5235639,123.05687,123.82178
24,24,3,6,3,1,12,1.0,23.0,--,--,124.36851,2.0,124.97371,0.6051999,9.0,126.8848,127.89385,3.5253432,127.89403,139.9013
25,25,4,2,1,3,0.750000,1.0,24.0,--,--,139.9073,3.0,140.5357,0.6284012,9.0,142.42412,143.43341,3.526105,143.4336,144.18867
26,26,4,2,1,3,0.750000,1.0,25.0,--,--,144.1909,2.0,144.85573,0.664824,1.0,146.70753,147.71532,3.52441,147.71553,148.47531
27,27,4,2,1,1,0.750000,1.0,26.0,--,--,148.47758,3.0,149.1092,0.63162917,4.0,150.99521,152.0051,3.527519,152.00531,152.76294
28,28,4,2,1,3,0.750000,1.0,27.0,--,--,152.76562,2.0,153.29639,0.530768,3.0,155.28278,156.29198,3.526351,156.29216,157.04883
29,29,4,2,1,3,0.750000,1.0,28.0,--,--,157.05115,3.0,157.78442,0.73327166,6.0,159.56747,160.57506,3.5239077,160.57524,161.3357
30,30,4,2,1,2,0.750000,1.0,29.0,--,--,161.33795,2.0,161.8367,0.49875343,5.0,163.85602,164.86507,3.5271134,164.86525,165.62271
31,31,4,2,1,3,0.750000,1.0,30.0,--,--,165.62497,3.0,166.25813,0.63316387,6.0,168.14053,169.14964,3.5246716,169.14983,169.90977
32,32,4,2,1,3,8,1.0,31.0,--,--,169.91205,2.0,170.46017,0.5481208,3.0,172.42873,173.4356,3.5235403,173.43578,181.43593
33,33,5,3,2,1,0.750000,1.0,32.0,--,--,181.52534,3.0,182.3865,0.8611647,4.0,184.04237,185.0515,3.5261571,185.05168,185.80615
34,34,5,3,2,1,0.750000,1.0,33.0,--,--,185.90353,2.0,186.54047,0.6369385,8.0,188.42073,189.42743,3.5239007,189.42761,190.19293
35,35,5,3,2,1,0.750000,1.0,34.0,--,--,190.2634,3.0,190.6442,0.38079563,4.0,192.78116,193.7896,3.5261972,193.78978,194.5464
36,36,5,3,2,1,0.750000,1.0,35.0,--,--,194.61671,2.0,195.01381,0.39709255,8.0,197.13368,198.14183,3.5251205,198.14201,198.8997
37,37,5,3,2,2,0.750000,1.0,36.0,--,--,198.9708,3.0,199.53514,0.56434953,5.0,201.48608,202.49553,3.524737,202.49571,203.25366
38,38,5,3,2,1,0.750000,1.0,37.0,--,--,203.3231,2.0,204.00461,0.6815122,7.0,205.8397,206.84845,3.5253491,206.84863,207.6071
39,39,5,3,2,3,0.750000,1.0,38.0,--,--,207.67644,3.0,208.17447,0.49803194,7.0,210.19466,211.24333,3.5668952,211.24353,211.9941
40,40,5,3,2,1,10,1.0,39.0,--,--,212.06396,2.0,212.54498,0.48101535,9.0,214.58054,215.58955,3.5255911,215.58974,225.60506
41,41,6,1,1,1,0.750000,1.0,40.0,--,--,225.61066,3.0,226.17387,0.5632148,4.0,228.12672,229.13449,3.5238407,229.13467,229.89243
42,42,6,1,1,1,0.750000,1.0,41.0,--,--,229.89468,2.0,230.42654,0.531852,8.0,232.4116,233.41884,3.5241516,233.41902,234.17932
43,43,6,1,1,1,0.750000,1.0,42.0,--,--,234.18156,3.0,234.76303,0.5814615,2.0,236.69858,237.70604,3.5244708,237.70624,238.46628
44,44,6,1,1,3,0.750000,1.0,43.0,--,--,238.46855,2.0,239.00017,0.5316225,1.0,240.98547,241.99443,3.525879,241.99461,242.7528
45,45,6,1,1,2,0.750000,1.0,44.0,--,--,242.75504,3.0,243.33716,0.582112,5.0,245.27211,246.28087,3.525827,246.28107,247.03955
46,46,6,1,1,1,0.750000,1.0,45.0,--,--,247.0418,2.0,247.54045,0.49866468,7.0,249.55957,250.56844,3.5266428,250.56862,251.32672
47,47,6,1,1,1,0.750000,1.0,46.0,--,--,251.32906,3.0,251.81041,0.48136523,4.0,253.84691,254.85439,3.525342,254.85458,255.61328
48,48,6,1,1,1,10,1.0,47.0,--,--,255.61557,2.0,255.98083,0.3652564,9.0,258.13297,259.14026,3.5246713,259.14047,269.14127
