Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,No_resp,4,wide
30,13,red,100,0,['f'],1.81268049999926,wide
40,13,red,100,1,['j'],3.463023999998768,wide
50,13,red,100,1,['f'],1.486108700000841,wide
60,13,red,100,1,['f'],3.5102863000010984,wide
70,13,red,100,0,['j'],1.9425301999999647,wide
80,13,red,100,0,['j'],1.1768136999999115,wide
90,13,red,100,1,['f'],0.9304136000009748,wide
20,13,red,50,0,['f'],3.5557849000015267,wide
30,13,red,50,0,['f'],2.7015991999996913,wide
40,13,red,50,1,No_resp,4,wide
50,13,red,50,1,['j'],1.8751474000000599,wide
60,13,red,50,1,['j'],1.6623349000001326,wide
70,13,red,50,1,['f'],1.0809406000007584,wide
80,13,red,50,0,['j'],1.274167800000214,wide
90,13,red,50,1,['f'],1.1364309000000503,wide
20,13,green,100,0,['f'],3.032728700000007,narrow
30,13,green,100,1,['j'],1.2046947999988333,narrow
40,13,green,100,1,['j'],1.7456760000004579,narrow
50,13,green,100,1,['j'],1.8967162999997527,narrow
60,13,green,100,1,['f'],1.603009899999961,narrow
70,13,green,100,1,['f'],0.4469914000001154,narrow
80,13,green,100,1,['f'],0.7066276999994443,narrow
90,13,green,100,1,['f'],0.6639666999999463,narrow
20,13,green,50,1,No_resp,4,narrow
30,13,green,50,0,['f'],1.3366150000001653,narrow
40,13,green,50,1,['j'],1.3213687999996182,narrow
50,13,green,50,1,['j'],1.0055448000002798,narrow
60,13,green,50,0,['f'],1.415116099999068,narrow
70,13,green,50,1,['f'],0.7674119999992399,narrow
80,13,green,50,0,['j'],0.8819968000007066,narrow
90,13,green,50,1,['f'],0.6160154999997758,narrow
20,13,blue,100,1,['j'],0.9368310000008933,skew
30,13,blue,100,0,['f'],0.9759037000003445,skew
40,13,blue,100,0,['f'],0.5483139000007213,skew
50,13,blue,100,0,['f'],0.6947916000008263,skew
60,13,blue,100,0,['f'],1.477517600000283,skew
70,13,blue,100,0,['f'],0.705721899999844,skew
80,13,blue,100,1,['j'],0.8663644999996905,skew
90,13,blue,100,1,['j'],0.5661215000000084,skew
20,13,blue,50,1,['j'],2.8384322000001703,skew
30,13,blue,50,1,['j'],2.5021930000002612,skew
40,13,blue,50,1,['j'],3.0812681000006705,skew
50,13,blue,50,1,['j'],0.729757499999323,skew
60,13,blue,50,1,['j'],0.5799341999991157,skew
70,13,blue,50,0,['f'],0.5676196000003983,skew
80,13,blue,50,1,['j'],0.4102846999994654,skew
90,13,blue,50,0,['f'],1.6187497000009898,skew
20,13,yellow,100,1,['j'],2.007584900000438,True_unkown
30,13,yellow,100,1,['j'],1.1946712999997544,True_unkown
40,13,yellow,100,1,['j'],0.6808369999998831,True_unkown
50,13,yellow,100,0,['f'],0.7602876000000833,True_unkown
60,13,yellow,100,0,['f'],0.5183006000006571,True_unkown
70,13,yellow,100,0,['f'],0.5746916999996756,True_unkown
80,13,yellow,100,1,['j'],2.12884269999995,True_unkown
90,13,yellow,100,1,['f'],0.4322824999999284,True_unkown
20,13,yellow,50,0,['f'],2.1820664999995643,True_unkown
30,13,yellow,50,0,['f'],1.9020029999992403,True_unkown
40,13,yellow,50,1,['j'],2.4657547999995586,True_unkown
50,13,yellow,50,1,['j'],2.12282199999936,True_unkown
60,13,yellow,50,1,['j'],2.7586004000004323,True_unkown
70,13,yellow,50,1,['f'],0.44978919999994105,True_unkown
80,13,yellow,50,1,['f'],0.5229096000002755,True_unkown
90,13,yellow,50,0,['f'],0.373849200001132,True_unkown
