LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,80,13,blue,5,Skew,['j'],4.752893900000345
0,60,13,blue,5,Skew,No_resp,10
1,70,13,blue,5,Skew,['f'],2.105901000000813
0,80,13,blue,5,Skew,['j'],3.1096048999988852
0,90,13,blue,5,Skew,['j'],1.6236265000006824
0,70,13,blue,5,Skew,['j'],1.8334592000010161
0,70,13,blue,5,Skew,['j'],2.0861509000005753
1,100,13,blue,5,Skew,['f'],1.0050258999999642
0,90,13,blue,5,Skew,['j'],1.1106466000001092
0,80,13,blue,5,Skew,['j'],3.0074322000000393
0,60,13,blue,5,Skew,['f'],1.5498245999988285
1,90,13,blue,5,Skew,['f'],1.46865809999872
0,80,13,blue,5,Skew,['j'],1.3558031000011397
1,100,13,blue,5,Skew,['f'],0.7950161000007938
1,80,13,blue,5,Skew,['f'],0.8633776000006037
1,70,13,blue,5,Skew,['j'],0.9932628999995359
1,80,13,blue,5,Skew,['f'],1.0067814000012731
1,80,13,blue,5,Skew,['f'],0.9781530000000203
1,90,13,blue,5,Skew,['f'],0.8039631999999983
1,80,13,blue,5,Skew,['f'],0.8412819000004674
0,50,13,green,5,Narrow,['f'],3.508847199998854
1,30,13,green,5,Narrow,['j'],1.708220700000311
1,30,13,green,5,Narrow,['j'],1.4583531999996922
1,50,13,green,5,Narrow,['j'],1.329433599999902
0,60,13,green,5,Narrow,['f'],1.1508340000000317
1,60,13,green,5,Narrow,['j'],0.9977677999995649
1,50,13,green,5,Narrow,['j'],0.7903575000000274
0,60,13,green,5,Narrow,['f'],1.4934775000001537
1,50,13,green,5,Narrow,['j'],0.7643537999992986
0,50,13,green,5,Narrow,['f'],0.6689650999996957
0,50,13,green,5,Narrow,['f'],0.9389299000013125
0,40,13,green,5,Narrow,['f'],0.8853837000006024
1,70,13,green,5,Narrow,['f'],0.9035835000013321
0,40,13,green,5,Narrow,['f'],0.9323383999999351
1,70,13,green,5,Narrow,['f'],0.9056003999994573
1,40,13,green,5,Narrow,['j'],0.9070713999990403
1,60,13,green,5,Narrow,['j'],1.2831931000000623
0,40,13,green,5,Narrow,['f'],0.6765907000008156
0,50,13,green,5,Narrow,['f'],0.7869016000004194
0,50,13,green,5,Narrow,['f'],0.5864067000002251
1,0,13,red,5,wide,['j'],2.0094616999995196
1,10,13,red,5,wide,['j'],0.9105823999998393
0,90,13,red,5,wide,['j'],3.8029048000007606
1,100,13,red,5,wide,['f'],0.7979661999997916
0,20,13,red,5,wide,['f'],1.355799000000843
0,10,13,red,5,wide,['f'],1.033498900000268
1,90,13,red,5,wide,['f'],1.0057556000010663
0,100,13,red,5,wide,['j'],0.6311322000001383
1,0,13,red,5,wide,['j'],0.9381861000001663
1,80,13,red,5,wide,['j'],0.7429133999994519
0,90,13,red,5,wide,['j'],0.6635499999993044
1,10,13,red,5,wide,['j'],0.7041606999991927
0,10,13,red,5,wide,['f'],0.6389201000001776
0,100,13,red,5,wide,['j'],0.7551518000000215
1,100,13,red,5,wide,['f'],0.6010918000010861
0,0,13,red,5,wide,['f'],0.6240093000014895
1,0,13,red,5,wide,['j'],0.7698655000003782
1,90,13,red,5,wide,['f'],0.725721999999223
0,80,13,red,5,wide,['j'],0.9932724999998754
0,20,13,red,5,wide,['f'],0.670950300000186
