LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,80,13,blue,5,wide,['j'],3.2438484999584034
1,10,13,blue,5,wide,No_resp,10
1,0,13,blue,5,wide,No_resp,10
1,100,13,blue,5,wide,['f'],2.6670250999741256
1,10,13,blue,5,wide,['j'],2.6464397000381723
0,90,13,blue,5,wide,['j'],1.2350816000252962
1,20,13,blue,5,wide,['f'],2.905369900050573
1,80,13,blue,5,wide,['f'],1.2220434000482783
0,10,13,blue,5,wide,['j'],1.00508039991837
1,90,13,blue,5,wide,['f'],2.6884562000632286
0,0,13,blue,5,wide,['f'],1.7685569999739528
1,90,13,blue,5,wide,['f'],1.7810575000476092
0,0,13,blue,5,wide,['f'],1.4847490000538528
0,20,13,blue,5,wide,['f'],1.5081864000530913
1,90,13,blue,5,wide,['f'],1.4100952999433503
0,100,13,blue,5,wide,['j'],1.6433276000898331
0,0,13,blue,5,wide,['f'],1.1722775999223813
0,10,13,blue,5,wide,['f'],1.2937944000586867
1,100,13,blue,5,wide,['f'],1.1906682000262663
0,100,13,blue,5,wide,['j'],1.1442198000149801
1,70,13,green,5,Skew,['j'],2.961818899959326
1,80,13,green,5,Skew,['f'],1.1004819000372663
1,70,13,green,5,Skew,['j'],1.2140764999203384
0,100,13,green,5,Skew,['j'],1.1981220999732614
0,80,13,green,5,Skew,['j'],1.7166540999896824
0,60,13,green,5,Skew,['f'],1.0430797999724746
0,90,13,green,5,Skew,['j'],1.0637294000480324
1,90,13,green,5,Skew,['f'],1.0280252000084147
1,80,13,green,5,Skew,['j'],1.778290200047195
0,80,13,green,5,Skew,['f'],1.2107604999328032
0,80,13,green,5,Skew,['j'],1.1105450000613928
1,90,13,green,5,Skew,['f'],0.888472400023602
1,80,13,green,5,Skew,['j'],1.8286364999366924
0,80,13,green,5,Skew,['f'],1.1014828000916168
0,70,13,green,5,Skew,['f'],0.9644916000543162
0,90,13,green,5,Skew,['j'],0.9684322000248358
1,80,13,green,5,Skew,['j'],1.385385200032033
0,60,13,green,5,Skew,['f'],0.789167599985376
1,70,13,green,5,Skew,['j'],0.9881860999157652
1,100,13,green,5,Skew,['f'],0.8169147999724373
0,50,13,red,5,Narrow,['f'],1.0494544999673963
1,50,13,red,5,Narrow,['j'],1.2197029000381008
1,40,13,red,5,Narrow,['j'],1.0774095000233501
0,60,13,red,5,Narrow,['f'],1.1614073000382632
0,70,13,red,5,Narrow,['j'],2.0444151000119746
1,50,13,red,5,Narrow,['j'],0.9251568000763655
0,50,13,red,5,Narrow,['f'],0.6718892999924719
1,70,13,red,5,Narrow,['j'],1.2635294999927282
1,60,13,red,5,Narrow,['j'],0.7519082999788225
0,50,13,red,5,Narrow,['f'],0.739774200017564
0,30,13,red,5,Narrow,['f'],0.8117626000894234
0,40,13,red,5,Narrow,['f'],0.910922099952586
1,40,13,red,5,Narrow,['j'],0.8217587999533862
0,50,13,red,5,Narrow,['f'],0.8087259000167251
1,60,13,red,5,Narrow,['j'],0.8901598999509588
1,50,13,red,5,Narrow,['j'],0.7852272000163794
0,30,13,red,5,Narrow,['f'],0.6596103999763727
1,40,13,red,5,Narrow,['j'],0.6835137000307441
1,50,13,red,5,Narrow,['j'],0.6859415000071749
0,60,13,red,5,Narrow,['f'],0.559903800021857
