TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,17,8,3,3,0,1.0,0.0,5.004223,6.00392,6.0205665,6.0207987,9.037707,9.037951,2.0,1.1192855,10.157237,12.554685,3.5172658,12.555376,20.558691
2,2,1,19,1,4.5,4,1,1.0,1.0,21.550901,22.550854,22.566975,22.56724,27.08394,27.084093,3.0,1.0210632,28.105156,30.600931,3.517217,30.60143,31.606241
3,3,2,23,1,1.5,4,1,1.0,2.0,32.593548,33.59311,33.61002,33.610237,35.12562,35.12577,2.0,0.88683444,36.012604,38.643364,3.5179262,38.64381,39.64862
4,4,3,23,5,3,0,7,1.0,3.0,40.633247,41.633194,41.650322,41.650467,44.66657,44.66675,2.0,1.2702117,45.936962,48.183617,3.517216,48.184082,53.18759
5,5,3,17,1,3,3,0,1.0,4.0,54.17768,55.17757,55.194126,55.194286,58.211575,58.211765,3.0,1.620084,59.83185,61.72858,3.5171478,61.729027,62.734325
6,6,2,15,1,1.5,5,7,1.0,5.0,63.719063,64.718796,64.735596,64.73585,66.25259,66.25274,2.0,0.8852695,67.13801,69.76953,3.517147,69.770004,70.77453
7,7,1,19,1,3,1,9,1.0,6.0,71.775566,72.75889,72.775375,72.7756,75.791504,75.79166,2.0,0.5539781,76.345634,79.30834,3.5170496,79.30883,80.31299
8,8,1,25,1,1.5,5,11,1.0,7.0,81.30028,82.30029,82.316536,82.31676,83.8345,83.83468,3.0,1.935344,85.77002,87.35122,3.5169072,87.351715,88.35528
9,9,2,19,5,1.5,6,9,1.0,8.0,89.34041,90.33972,90.35683,90.357056,91.87252,91.87267,2.0,0.8201884,92.69286,95.3885,3.5161788,95.38897,100.39348
10,10,3,19,1,1.5,9,0,1.0,9.0,101.38358,102.38326,102.399956,102.40014,103.91649,103.9167,2.0,1.0866079,105.00331,107.432465,3.5161264,107.43295,108.43724
11,11,1,15,1,1.5,7,1,1.0,10.0,109.42336,110.42298,110.43963,110.439896,111.95647,111.95663,3.0,1.3192793,113.2759,115.473175,3.5169065,115.47365,116.47823
12,12,1,19,3,1.5,4,1,1.0,11.0,117.463234,118.46307,118.47982,118.480064,119.996445,119.996605,3.0,1.0697396,121.06634,123.51298,3.5167282,123.51344,126.518036
13,13,1,17,1,1.5,5,1,1.0,12.0,127.50506,128.50465,128.5213,128.52153,130.03844,130.0386,2.0,0.56808126,130.60667,133.55443,3.516158,133.55487,134.55945
