﻿TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,6,3,3,0.75,1,0,3.92E-06,0.005227224,4.2604556,2,5.181464,0.9210084,1,6.777266,7.7919474,3.5314918,7.7921805,8.547887
2,2,1,6,3,3,0.75,1,1,--,--,8.766939,2,9.297938,0.5309988,1,11.284857,12.295648,3.5287082,12.295828,13.0477705
3,3,1,6,3,3,0.75,1,2,--,--,13.223733,3,13.681465,0.45773137,8,15.742007,16.751623,3.5278895,16.751806,17.51437
4,4,1,6,3,2,0.75,1,3,--,--,17.683027,3,18.06467,0.38164228,5,20.199625,21.212362,3.5293343,21.212559,21.964361
5,5,1,6,3,1,0.75,1,4,--,--,22.133467,2,22.431381,0.29791462,8,24.651209,25.663605,3.5301378,25.663795,26.414356
6,6,1,6,3,3,0.75,1,5,--,--,26.581831,3,26.981333,0.39950168,9,29.099272,30.111074,3.5292428,30.111267,30.864435
7,7,1,6,3,3,0.75,1,6,--,--,31.032375,3,31.631374,0.5989986,6,33.550304,34.560123,3.5277467,34.560326,35.314327
8,8,1,6,3,3,12,1,7,--,--,35.48238,3,36.031372,0.5489919,8,38.000877,39.00942,3.5270388,39.0096,51.01433
9,9,2,2,1,3,0.75,1,8,--,--,51.024536,2,51.864746,0.84020895,4,53.54149,54.551277,3.5267417,54.55151,55.314312
10,10,2,2,1,2,0.75,1,9,--,--,55.317013,3,55.797752,0.48073858,5,57.83482,58.844288,3.5272737,58.84448,59.597607
11,11,2,2,1,3,0.75,1,10,--,--,59.599815,2,59.91472,0.3149025,4,62.117367,63.126724,3.526909,63.126907,63.88082
12,12,2,2,1,3,0.75,1,11,--,--,63.88305,3,64.298035,0.41498742,7,66.40175,67.41148,3.528437,67.411674,68.16443
13,13,2,2,1,2,0.75,1,12,--,--,68.16676,2,68.597916,0.4311563,5,70.683815,71.69325,3.5264912,71.69344,72.447586
14,14,2,2,1,3,0.75,1,13,--,--,72.44981,2,73.08094,0.6311293,4,74.96699,75.97671,3.5268967,75.97689,76.730934
15,15,2,2,1,3,0.75,1,14,--,--,76.73317,2,77.46462,0.7314488,1,79.25026,80.25942,3.5262501,80.25961,81.01434
16,16,2,2,1,3,10,1,15,--,--,81.01655,2,81.69771,0.68115807,4,83.533676,84.54188,3.5253325,84.54207,94.54747
17,17,3,5,3,1,0.75,1,16,--,--,94.801285,2,95.331276,0.529993,8,97.31875,98.32887,3.5275936,98.32908,99.08076
18,18,3,5,3,1,0.75,1,17,--,--,99.29496,3,99.91451,0.6195492,3,101.812904,102.82272,3.5277607,102.82291,103.580696
19,19,3,5,3,1,0.75,1,18,--,--,103.747894,2,104.147644,0.3997492,7,106.2657,107.27528,3.5273857,107.27547,108.03068
20,20,3,5,3,2,0.75,1,19,--,--,108.20212,2,108.564415,0.36230072,5,110.71929,111.72922,3.5271006,111.72941,112.48072
21,21,3,5,3,1,0.75,1,20,--,--,112.64723,2,112.93096,0.28372994,7,115.16473,116.17485,3.5276225,116.17503,116.93063
22,22,3,5,3,1,0.75,1,21,--,--,117.09705,2,117.51432,0.4172732,9,119.6142,120.62182,3.524766,120.622025,121.38092
23,23,3,5,3,3,0.75,1,22,--,--,121.54683,3,121.930984,0.38415086,7,124.06389,125.0743,3.5274684,125.074486,125.830475
24,24,3,5,3,1,8,1,23,--,--,125.997116,3,126.33101,0.33389422,4,128.51573,129.52571,3.5285947,129.5259,137.53058
25,25,4,6,3,3,0.75,1,24,--,--,137.80524,2,138.39737,0.59214157,3,140.32243,141.33267,3.527445,141.33289,142.09761
26,26,4,6,3,1,0.75,1,25,--,--,142.27516,3,142.6977,0.42252275,4,144.79347,145.80376,3.5285928,145.80396,146.56398
27,27,4,6,3,2,0.75,1,26,--,--,146.73087,2,147.1642,0.43334037,5,149.24875,150.25899,3.5281346,150.25919,151.01395
28,28,4,6,3,3,0.75,1,27,--,--,151.18022,2,151.5142,0.33397692,1,153.69806,154.70787,3.5276499,154.70807,155.46393
29,29,4,6,3,3,0.75,1,28,--,--,155.6297,2,156.01407,0.38438028,2,158.14702,159.15785,3.5281606,159.15805,159.914
30,30,4,6,3,3,0.75,1,29,--,--,160.07954,2,160.78087,0.7013268,1,162.59676,163.60606,3.5265176,163.60625,164.36385
31,31,4,6,3,3,0.75,1,30,--,--,164.53067,2,164.94754,0.41687897,2,167.04839,168.05782,3.527151,168.058,168.81398
32,32,4,6,3,3,12,1,31,--,--,168.98041,2,169.44757,0.46716547,2,171.49742,172.50581,3.5254083,172.506,184.51384
33,33,5,4,2,1,0.75,1,32,--,--,185.08801,2,185.88074,0.792735,7,187.60582,188.61565,3.5276446,188.61588,189.38036
34,34,5,4,2,3,0.75,1,33,--,--,189.9476,2,190.33073,0.38313988,1,192.46458,193.47398,3.5263932,193.47417,194.23044
35,35,5,4,2,3,0.75,1,34,--,--,194.6175,3,195.064,0.44651258,9,197.13506,198.14337,3.5258803,198.14355,198.89694
36,36,5,4,2,3,0.75,1,35,--,--,199.28445,2,199.61392,0.32946393,3,201.80186,202.81029,3.5258408,202.81049,203.56366
37,37,5,4,2,3,0.75,1,36,--,--,203.95244,2,204.46417,0.5117382,1,206.46982,207.47894,3.5265048,207.47913,208.23035
38,38,5,4,2,3,0.75,1,37,--,--,208.61678,2,209.09721,0.48043337,1,211.135,212.14297,3.5261936,212.14316,212.8969
39,39,5,4,2,3,0.75,1,38,--,--,213.28424,3,214.49736,1.213126,9,215.80188,216.81088,3.526635,216.81107,217.56372
40,40,5,4,2,2,10,1,39,--,--,217.94495,2,218.2972,0.35224596,5,220.46292,221.47229,3.5273392,221.47247,231.48015
41,41,6,3,2,1,0.75,1,40,--,--,231.96762,2,232.61365,0.6460219,8,234.48543,235.49554,3.527917,235.49573,236.24684
42,42,6,3,2,1,0.75,1,41,--,--,236.62688,2,236.98047,0.35358897,6,239.14474,240.1532,3.526323,240.1534,240.9136
43,43,6,3,2,1,0.75,1,42,--,--,241.29318,3,241.94728,0.65408796,2,243.81119,244.8198,3.5266125,244.81999,245.5804
44,44,6,3,2,3,0.75,1,43,--,--,245.96191,2,246.43059,0.46867877,3,248.47935,249.48956,3.5276628,249.48976,250.24681
45,45,6,3,2,1,0.75,1,44,--,--,250.62831,2,251.06358,0.43527386,6,253.1461,254.15552,3.5272021,254.1557,254.91357
46,46,6,3,2,1,0.75,1,45,--,--,255.47493,2,255.8305,0.35557652,6,257.99307,259.00174,3.5268085,259.00192,259.7635
47,47,6,3,2,3,0.75,1,46,--,--,260.1627,3,262.16388,2.0011873,6,262.68008,263.69077,3.528091,263.69098,264.44684
48,48,6,3,2,1,8,1,47,--,--,264.83234,3,265.29712,0.46479458,2,267.35,268.35995,3.5276382,268.36014,276.36374
49,49,7,1,1,1,0.75,1,48,--,--,276.36896,2,276.9803,0.61130685,9,278.88644,279.89514,3.5261672,279.89532,280.64664
