Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,green,100,1,['f'],3.3462074999697506,wide
30,13,green,100,1,['f'],2.8395018000155687,wide
40,13,green,100,1,['f'],1.451797999907285,wide
50,13,green,100,1,['f'],1.5647762999869883,wide
60,13,green,100,0,['j'],1.5224619000218809,wide
70,13,green,100,1,['f'],1.8740509001072496,wide
80,13,green,100,1,['f'],1.0965070000384003,wide
90,13,green,100,0,['j'],1.2982735000550747,wide
20,13,green,50,0,['f'],2.822245799936354,wide
30,13,green,50,0,['f'],2.3248068999964744,wide
40,13,green,50,0,['f'],2.638846500078216,wide
50,13,green,50,1,['f'],2.8320983999874443,wide
60,13,green,50,0,['j'],1.7788545000366867,wide
70,13,green,50,1,['f'],2.54433809989132,wide
80,13,green,50,0,['j'],1.5854461998678744,wide
90,13,green,50,0,['j'],1.306986999930814,wide
20,13,red,100,0,['f'],2.516289100050926,narrow
30,13,red,100,0,['j'],1.1983642000705004,narrow
40,13,red,100,0,['j'],1.4562876999843866,narrow
50,13,red,100,0,['j'],1.3484662000555545,narrow
60,13,red,100,1,['f'],1.4325478998944163,narrow
70,13,red,100,1,['f'],0.948387699900195,narrow
80,13,red,100,1,['f'],1.448211600072682,narrow
90,13,red,100,0,['j'],1.4907903000712395,narrow
20,13,red,50,0,['f'],1.7556914000306278,narrow
30,13,red,50,1,['j'],2.1730574001558125,narrow
40,13,red,50,0,['j'],2.5378976999782026,narrow
50,13,red,50,0,['j'],2.6125790998339653,narrow
60,13,red,50,1,['f'],1.5112298999447376,narrow
70,13,red,50,0,['j'],2.0920514999888837,narrow
80,13,red,50,1,['f'],1.0611887001432478,narrow
90,13,red,50,1,['f'],1.0279079000465572,narrow
20,13,blue,100,0,['j'],2.582829700084403,skew
30,13,blue,100,1,['j'],2.278655900154263,skew
40,13,blue,100,1,['f'],1.3338632001541555,skew
50,13,blue,100,0,['j'],1.7714827000163496,skew
60,13,blue,100,0,['j'],1.3619440000038594,skew
70,13,blue,100,1,['f'],1.5573670999146998,skew
80,13,blue,100,0,['j'],1.374795600073412,skew
90,13,blue,100,1,['f'],1.112627899972722,skew
20,13,blue,50,1,['j'],2.1535100999753922,skew
30,13,blue,50,0,['f'],0.8661237000487745,skew
40,13,blue,50,1,['j'],1.8272410000208765,skew
50,13,blue,50,0,['f'],2.1347972999792546,skew
60,13,blue,50,0,['j'],1.8781240000389516,skew
70,13,blue,50,1,['f'],1.4243853001389652,skew
80,13,blue,50,0,['j'],1.7067768999841064,skew
90,13,blue,50,1,['f'],0.9604463002178818,skew
20,13,yellow,100,1,['j'],4.24384589982219,True_unkown
30,13,yellow,100,1,['j'],1.9008494999725372,True_unkown
40,13,yellow,100,0,['j'],1.4509684999939054,True_unkown
50,13,yellow,100,0,['j'],1.163434699876234,True_unkown
60,13,yellow,100,1,['f'],1.529420199804008,True_unkown
70,13,yellow,100,1,['f'],1.168521200073883,True_unkown
80,13,yellow,100,0,['j'],1.376900700153783,True_unkown
90,13,yellow,100,0,['j'],1.0944761999417096,True_unkown
20,13,yellow,50,0,['f'],1.471699400106445,True_unkown
30,13,yellow,50,1,['j'],1.7618006998673081,True_unkown
40,13,yellow,50,0,['j'],1.2031424001324922,True_unkown
50,13,yellow,50,0,['f'],2.949019999941811,True_unkown
60,13,yellow,50,0,['j'],1.2640235999133438,True_unkown
70,13,yellow,50,0,['j'],1.4784365999512374,True_unkown
80,13,yellow,50,1,['f'],1.1293095001019537,True_unkown
90,13,yellow,50,0,['j'],0.8204561998136342,True_unkown
