LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,90,13,blue,5,wide,['j'],2.687526299999945
0,80,13,blue,5,wide,['j'],2.2822657000001527
1,0,13,blue,5,wide,['j'],1.7746801999999207
1,10,13,blue,5,wide,['j'],1.5615528000000722
1,90,13,blue,5,wide,['f'],1.3452491000000464
1,90,13,blue,5,wide,['f'],1.4091521000000284
1,10,13,blue,5,wide,['j'],0.8628436000001329
0,0,13,blue,5,wide,['f'],1.0187581000000137
1,90,13,blue,5,wide,['j'],1.2815583000001425
1,100,13,blue,5,wide,['j'],0.5537220000001071
1,100,13,blue,5,wide,['f'],1.0359498000000258
0,0,13,blue,5,wide,['f'],1.191289500000039
0,100,13,blue,5,wide,['j'],1.283768900000041
1,20,13,blue,5,wide,['j'],1.1610253999999713
0,0,13,blue,5,wide,['f'],0.9307929000001423
0,20,13,blue,5,wide,['f'],0.9867745999999897
0,80,13,blue,5,wide,['f'],1.035095599999977
0,100,13,blue,5,wide,['j'],0.9983620999998948
1,10,13,blue,5,wide,['j'],1.2757274000000507
0,10,13,blue,5,wide,['f'],0.876031600000033
0,50,13,green,5,Narrow,['f'],1.1094399000000976
0,60,13,green,5,Narrow,['f'],1.049250900000061
1,40,13,green,5,Narrow,['j'],1.0941070999999738
1,40,13,green,5,Narrow,['j'],0.8557839000000058
0,30,13,green,5,Narrow,['j'],1.6423619000001963
0,50,13,green,5,Narrow,['f'],1.1517299000001913
1,50,13,green,5,Narrow,['j'],1.2822190000001683
1,50,13,green,5,Narrow,['j'],0.9385286000001543
1,30,13,green,5,Narrow,['j'],1.040529099999958
1,40,13,green,5,Narrow,['j'],0.7149934000001394
1,50,13,green,5,Narrow,['j'],3.0122705000001133
1,70,13,green,5,Narrow,['j'],1.21538170000008
0,50,13,green,5,Narrow,['j'],1.661205599999903
0,70,13,green,5,Narrow,['f'],0.8707335999999941
1,50,13,green,5,Narrow,['j'],0.9752592000002096
0,50,13,green,5,Narrow,['f'],0.8970722999999907
0,60,13,green,5,Narrow,['f'],1.0474234000000706
1,60,13,green,5,Narrow,['j'],0.8462059999999383
0,60,13,green,5,Narrow,['f'],0.9118051000000378
0,40,13,green,5,Narrow,['f'],0.6190793000000667
1,80,13,red,5,Skew,['j'],1.075811000000158
1,100,13,red,5,Skew,['f'],0.8802209000000403
0,100,13,red,5,Skew,['j'],0.7343545999999606
0,70,13,red,5,Skew,['f'],0.591445799999974
1,80,13,red,5,Skew,['j'],1.0730691999999635
0,90,13,red,5,Skew,['j'],1.516157099999873
1,60,13,red,5,Skew,['j'],1.2178237000000536
0,80,13,red,5,Skew,['j'],1.3571219000000383
0,70,13,red,5,Skew,['j'],0.8779750999999578
0,70,13,red,5,Skew,['f'],0.49892970000018977
1,90,13,red,5,Skew,['f'],1.106985800000075
1,90,13,red,5,Skew,['f'],0.7565096999999241
0,80,13,red,5,Skew,['f'],1.0603252000000793
0,80,13,red,5,Skew,['f'],0.8593427999999221
0,60,13,red,5,Skew,['f'],0.7869642999999087
0,80,13,red,5,Skew,['f'],1.302637900000036
1,90,13,red,5,Skew,['f'],1.1336864999998397
1,80,13,red,5,Skew,['j'],0.9270303000000695
1,80,13,red,5,Skew,['j'],1.1691295000000537
1,70,13,red,5,Skew,['j'],0.8176117999998951
