Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,1,No_resp,4,wide
30,13,blue,100,1,['f'],2.82348960000013,wide
40,13,blue,100,1,['j'],1.4985805000001164,wide
50,13,blue,100,0,['f'],3.270060600000079,wide
60,13,blue,100,0,['j'],1.5746145999999044,wide
70,13,blue,100,1,['j'],1.8018298000001778,wide
80,13,blue,100,1,['f'],2.0407192999998642,wide
90,13,blue,100,0,['j'],1.9409890000001724,wide
20,13,blue,50,1,['f'],1.783601299999873,wide
30,13,blue,50,1,['j'],1.676809800000001,wide
40,13,blue,50,0,['f'],2.4703013000000738,wide
50,13,blue,50,1,['j'],2.283097199999929,wide
60,13,blue,50,0,['f'],1.8258097999998881,wide
70,13,blue,50,0,['j'],1.0405567999998766,wide
80,13,blue,50,0,['j'],1.2852512000001752,wide
90,13,blue,50,1,['f'],3.882417300000043,wide
20,13,green,100,0,['f'],1.3344307999998364,narrow
30,13,green,100,1,['f'],0.8358023000000685,narrow
40,13,green,100,0,['j'],1.0085730000000694,narrow
50,13,green,100,0,['j'],0.7564198000000033,narrow
60,13,green,100,0,['j'],0.836229099999855,narrow
70,13,green,100,1,['f'],0.6765313000000788,narrow
80,13,green,100,1,['f'],1.0100603000000774,narrow
90,13,green,100,0,['j'],0.5877468000001045,narrow
20,13,green,50,1,['f'],0.7242463000000043,narrow
30,13,green,50,1,['j'],0.9885397000000467,narrow
40,13,green,50,0,['j'],1.8043290000000525,narrow
50,13,green,50,1,['f'],1.1601015999999618,narrow
60,13,green,50,1,['f'],2.0056339000000207,narrow
70,13,green,50,1,['f'],1.5495851999999104,narrow
80,13,green,50,0,['j'],1.0428397000000587,narrow
90,13,green,50,0,['j'],0.6832008999999744,narrow
20,13,red,100,0,['f'],1.6618564000000333,skew
30,13,red,100,0,['f'],0.6893821999999545,skew
40,13,red,100,1,['j'],0.6395598999999947,skew
50,13,red,100,1,['j'],0.7882240999999794,skew
60,13,red,100,0,['f'],1.5390178000000105,skew
70,13,red,100,0,['f'],1.1823018999998567,skew
80,13,red,100,1,['j'],1.4008492000000388,skew
90,13,red,100,1,['f'],0.8804788999998436,skew
20,13,red,50,0,['j'],0.9152917000001253,skew
30,13,red,50,1,['f'],3.6764312000000245,skew
40,13,red,50,0,['f'],2.3473362000002,skew
50,13,red,50,1,['j'],2.577308900000162,skew
60,13,red,50,0,['f'],1.4414718000000448,skew
70,13,red,50,1,['j'],1.5800214000000778,skew
80,13,red,50,1,['f'],1.333715500000153,skew
90,13,red,50,0,['j'],0.6648421000002145,skew
20,13,yellow,100,1,['j'],1.9392760000000635,True_unkown
30,13,yellow,100,1,['j'],0.974961900000153,True_unkown
40,13,yellow,100,1,['j'],1.2476582999997845,True_unkown
50,13,yellow,100,1,['f'],1.2270214999998643,True_unkown
60,13,yellow,100,0,['f'],1.183167599999706,True_unkown
70,13,yellow,100,0,['j'],1.473293399999875,True_unkown
80,13,yellow,100,0,['j'],1.3245477000000392,True_unkown
90,13,yellow,100,0,['j'],0.7287442000001647,True_unkown
20,13,yellow,50,1,['j'],1.322485300000153,True_unkown
30,13,yellow,50,0,['f'],3.8010451000000103,True_unkown
40,13,yellow,50,1,['j'],1.907735799999955,True_unkown
50,13,yellow,50,1,['j'],0.9546860999998898,True_unkown
60,13,yellow,50,1,['f'],0.8253168999999616,True_unkown
70,13,yellow,50,1,['f'],0.9903621999997085,True_unkown
80,13,yellow,50,0,['j'],0.8852637999998478,True_unkown
90,13,yellow,50,1,['f'],1.0158430999999837,True_unkown
