TrialNumber,Trialn,Blockn,BlockType,Partner,Feedback,ITI,ran,order,studyStart,InitFixOnset,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,4,2,1,0.750000,1.0,0.0,3.320598e-06,0.0049015065,4.10794,2.0,5.1882896,1.0803491,6.0,6.624834,7.6398206,3.5318804,7.640067,8.404507
2,2,1,4,2,3,0.750000,1.0,1.0,--,--,8.50406,3.0,9.70494,1.2008803,9.0,11.021643,12.033552,3.529492,12.033764,12.787813
3,3,1,4,2,1,0.750000,1.0,2.0,--,--,12.858823,3.0,13.421558,0.5627353,1.0,15.376153,16.386456,3.527632,16.386654,17.137796
4,4,1,4,2,3,0.750000,1.0,3.0,--,--,17.20892,3.0,17.50522,0.2963004,9.0,19.725286,20.734266,3.5253456,20.73445,21.488274
5,5,1,4,2,3,0.750000,1.0,4.0,--,--,21.56083,2.0,22.188206,0.62737656,1.0,24.077662,25.084827,3.523998,25.085012,25.83801
6,6,1,4,2,3,0.750000,1.0,5.0,--,--,25.909903,2.0,26.338284,0.42837995,1.0,28.426693,29.433977,3.5240746,29.434164,30.187796
7,7,1,4,2,3,0.750000,1.0,6.0,--,--,30.259602,3.0,30.604792,0.34518957,6.0,32.776638,33.783787,3.5241868,33.78397,34.53785
8,8,1,4,2,3,10,1.0,7.0,--,--,34.609806,3.0,35.121387,0.5115845,7.0,37.127193,38.13671,3.526906,38.136898,48.1377
9,9,2,2,1,3,0.750000,1.0,8.0,--,--,48.14772,2.0,49.388393,1.2406728,4.0,50.664726,51.673584,3.5258648,51.673767,52.4378
10,10,2,2,1,3,0.750000,1.0,9.0,--,--,52.440056,2.0,52.755,0.31494224,2.0,54.956654,55.964706,3.5246487,55.964893,56.7212
11,11,2,2,1,3,0.750000,1.0,10.0,--,--,56.723454,3.0,57.104744,0.38129294,7.0,59.24045,60.247307,3.5238547,60.247505,61.004333
12,12,2,2,1,3,0.750000,1.0,11.0,--,--,61.00659,3.0,61.388363,0.381772,6.0,63.523544,64.530556,3.5239627,64.53074,65.28772
13,13,2,2,1,1,0.750000,1.0,12.0,--,--,65.28993,2.0,65.72153,0.4315958,9.0,67.80685,68.81586,3.5259202,68.81604,69.57126
14,14,2,2,1,3,0.750000,1.0,13.0,--,--,69.57351,2.0,69.9382,0.3646996,4.0,72.09076,73.09967,3.5261638,73.09985,73.85433
