TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,23,3,4.5,7,4,1.0,0.0,4.990227,5.989457,6.0061855,6.006552,10.522896,10.523086,2.0,1.1499788,11.673064,14.040417,3.5177913,14.04102,17.045534
2,2,1,25,1,1.5,2,8,1.0,1.0,18.04047,19.039366,19.056028,19.05633,20.572826,20.57298,3.0,1.6831237,22.256104,24.089897,3.5172637,24.090363,25.09417
3,3,3,23,3,1.5,0,4,1.0,2.0,26.090467,27.089254,27.105925,27.106178,28.623503,28.623692,2.0,1.9994907,30.623182,32.140263,3.516909,32.140717,35.14493
4,4,3,23,1,3,0,7,1.0,3.0,36.140377,37.139263,37.155964,37.15622,40.1732,40.17342,3.0,1.9664516,42.13987,43.689915,3.5168471,43.690388,44.69414
5,5,2,21,1,3,9,7,1.0,4.0,45.69033,46.689293,46.705967,46.70628,49.7226,49.72275,3.0,1.4502627,51.17301,53.239166,3.5167608,53.239628,54.24342
6,6,1,17,3,3,8,1,1.0,5.0,55.240395,56.239235,56.25618,56.25651,59.272743,59.27289,3.0,1.4001012,60.67299,62.78926,3.5167189,62.789726,65.79352
7,7,3,19,5,1.5,0,1,1.0,6.0,66.79022,67.78932,67.8058,67.80605,69.323364,69.32355,2.0,1.9660448,71.2896,72.839935,3.5167303,72.8404,77.8442
8,8,3,25,1,3,2,0,1.0,7.0,78.84023,79.83912,79.856026,79.85628,82.873314,82.8735,3.0,1.6828442,84.55634,86.39046,3.5173056,86.39092,87.39515
9,9,2,17,3,1.5,1,8,1.0,8.0,88.39023,89.38914,89.4059,89.40622,90.9224,90.922554,3.0,1.633759,92.55631,94.439705,3.5174966,94.44016,97.44399
10,10,2,15,1,1.5,3,5,1.0,9.0,98.44015,99.43914,99.45605,99.456375,100.97218,100.972336,2.0,2.7671254,103.73946,104.48893,3.516944,104.4894,105.4932
11,11,1,21,1,1.5,4,7,1.0,10.0,106.49029,107.4891,107.50572,107.506035,109.022865,109.02302,2.0,2.933116,111.95613,112.539215,3.5165455,112.53968,113.54423
12,12,2,25,3,1.5,5,2,1.0,11.0,114.54009,115.539154,115.55585,115.55611,117.072205,117.07236,3.0,2.217031,119.28938,120.58861,3.516595,120.58907,123.59288
13,13,3,15,1,3,0,5,1.0,12.0,124.589935,125.58911,125.60593,125.60619,128.62318,128.62337,999.0,999.0,999.0,131.63916,3.532284,132.15585,133.1597
14,14,1,21,5,1.5,1,7,1.0,13.0,134.15694,135.15558,135.17236,135.17267,136.68892,136.68907,2.0,1.6834252,138.3725,140.20596,3.5172493,140.20644,145.21037
15,15,3,15,1,1.5,1,0,1.0,14.0,146.20673,147.20578,147.22214,147.22234,148.73903,148.73921,3.0,1.3000603,150.03928,152.25601,3.5171504,152.25648,153.2605
16,16,1,15,1,1.5,3,1,1.0,15.0,154.25685,155.25574,155.27228,155.2726,156.78894,156.7891,2.0,1.9503742,158.73947,160.30566,3.5169697,160.3062,161.3096
17,17,3,17,5,4.5,0,5,1.0,16.0,162.30681,163.30577,163.32239,163.32263,167.83904,167.83922,2.0,2.349991,170.18921,171.35672,3.5178933,171.35725,176.36162
18,18,3,23,1,1.5,4,0,1.0,17.0,177.35683,178.3555,178.37207,178.37231,179.88878,179.88898,2.0,2.6671824,182.55615,183.40512,3.5165,183.4056,184.4093
19,19,1,19,3,1.5,9,1,1.0,18.0,185.40686,186.40572,186.42204,186.42236,187.93874,187.93889,3.0,1.4004105,189.3393,191.45547,3.5169406,191.45595,194.46097
20,20,1,21,8,1.5,7,9,1.0,19.0,195.45679,196.45557,196.4724,196.4727,197.98866,197.98882,2.0,1.3670056,199.35582,201.50514,3.5166626,201.5056,209.5099
21,21,1,19,1,1.5,4,9,1.0,20.0,210.50667,211.50565,211.52242,211.52272,213.03877,213.03893,2.0,1.1509804,214.18991,216.5555,3.5169053,216.55595,217.56032
22,22,2,17,1,1.5,8,1,1.0,21.0,218.55661,219.55534,219.57207,219.57239,221.0889,221.08905,3.0,1.4501106,222.53915,224.60562,3.5169265,224.6061,225.61047
23,23,2,25,3,3,5,11,1.0,22.0,226.60675,227.60556,227.62212,227.6224,230.63884,230.63898,2.0,1.6332836,232.27226,234.15578,3.517138,234.15623,237.16074
24,24,1,15,8,1.5,7,5,1.0,23.0,238.15665,239.15536,239.17201,239.17232,240.68881,240.68895,3.0,1.0333681,241.72232,244.20567,3.5170622,244.20613,252.21027
25,25,3,15,1,1.5,7,0,1.0,24.0,253.20638,254.20543,254.22217,254.22241,255.73862,255.7388,2.0,2.23361,257.9724,259.25574,3.5172684,259.2562,260.26007
26,26,2,15,5,4.5,1,3,1.0,25.0,261.2566,262.25552,262.27225,262.27255,266.78854,266.7887,2.0,1.233589,268.02228,270.3057,3.5173428,270.30615,275.30978
27,27,1,17,3,3,1,3,1.0,26.0,276.30664,277.30545,277.32202,277.32233,280.3385,280.33865,2.0,1.8502926,282.18896,283.8554,3.517077,283.85587,286.85956
28,28,1,25,1,3,8,2,1.0,27.0,287.8567,288.85507,288.87204,288.87234,291.88855,291.8887,3.0,1.7502662,293.63898,295.40564,3.5173137,295.40616,296.4099
29,29,3,19,1,1.5,0,6,1.0,28.0,297.4064,298.4054,298.42194,298.42218,299.93857,299.93875,2.0,1.8504137,301.78915,303.45462,3.516218,303.45508,304.4596
30,30,3,19,3,4.5,4,0,1.0,29.0,305.4564,306.45532,306.4718,306.47205,310.9884,310.9886,3.0,1.5671384,312.55573,314.5048,3.516532,314.50525,317.5091
