Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,['f'],3.577275500050746,wide
30,13,red,100,1,['j'],2.7806040999712422,wide
40,13,red,100,1,['f'],1.6662310999818146,wide
50,13,red,100,0,['j'],1.5400331999408081,wide
60,13,red,100,1,['f'],1.4385116999037564,wide
70,13,red,100,0,['j'],1.585074899950996,wide
80,13,red,100,0,['j'],1.288546200026758,wide
90,13,red,100,1,['f'],1.236144500086084,wide
20,13,red,50,0,['f'],2.038663199986331,wide
30,13,red,50,1,['j'],1.2107522999867797,wide
40,13,red,50,1,['j'],1.4736755000194535,wide
50,13,red,50,0,['f'],1.739575200015679,wide
60,13,red,50,0,['j'],1.1690575000829995,wide
70,13,red,50,0,['j'],1.2569703999906778,wide
80,13,red,50,0,['j'],1.1069298998918384,wide
90,13,red,50,1,['f'],0.9709748999448493,wide
20,13,green,100,0,['f'],1.9914448000490665,narrow
30,13,green,100,0,['f'],1.6545295999385417,narrow
40,13,green,100,0,['f'],1.7494455999694765,narrow
50,13,green,100,1,['f'],1.3129978000652045,narrow
60,13,green,100,0,['j'],1.1620738999918103,narrow
70,13,green,100,0,['j'],1.1351445999462157,narrow
80,13,green,100,1,['f'],1.229362800018862,narrow
90,13,green,100,0,['j'],0.9443651000037789,narrow
20,13,green,50,0,['f'],1.8793116000015289,narrow
30,13,green,50,0,['f'],1.9389339999761432,narrow
40,13,green,50,1,['j'],1.312059999909252,narrow
50,13,green,50,0,['f'],1.6197896000230685,narrow
60,13,green,50,0,['j'],2.552842100034468,narrow
70,13,green,50,0,['j'],1.2596689999336377,narrow
80,13,green,50,1,['f'],1.040952799958177,narrow
90,13,green,50,1,['f'],0.975008700042963,narrow
20,13,blue,100,1,['j'],2.96593460009899,skew
30,13,blue,100,1,['j'],0.8353785000508651,skew
40,13,blue,100,1,['j'],1.492388500017114,skew
50,13,blue,100,0,['f'],1.2626222000690177,skew
60,13,blue,100,1,['j'],1.1305878999410197,skew
70,13,blue,100,1,['j'],1.9399332999018952,skew
80,13,blue,100,1,['f'],2.68354969995562,skew
90,13,blue,100,0,['j'],0.6033369000069797,skew
20,13,blue,50,0,['f'],1.6487958999350667,skew
30,13,blue,50,0,['f'],2.036707599996589,skew
40,13,blue,50,0,['f'],0.9832711000926793,skew
50,13,blue,50,0,['f'],1.0523206000216305,skew
60,13,blue,50,0,['f'],1.199671300011687,skew
70,13,blue,50,0,['f'],0.9596887000370771,skew
80,13,blue,50,0,['j'],1.2460853999946266,skew
90,13,blue,50,1,['f'],1.4265672999899834,skew
20,13,yellow,100,0,['f'],3.9700224000262097,True_unkown
30,13,yellow,100,0,['f'],2.245022499933839,True_unkown
40,13,yellow,100,1,['f'],1.4526280999416485,True_unkown
50,13,yellow,100,0,['j'],1.1689689999911934,True_unkown
60,13,yellow,100,0,['j'],0.6151057999813929,True_unkown
70,13,yellow,100,1,['f'],2.2004220000235364,True_unkown
80,13,yellow,100,0,['j'],0.39601759996730834,True_unkown
90,13,yellow,100,1,['f'],0.6107046999968588,True_unkown
20,13,yellow,50,1,['j'],3.130086399964057,True_unkown
30,13,yellow,50,1,['j'],3.16329689999111,True_unkown
40,13,yellow,50,1,['f'],1.6906842000316828,True_unkown
50,13,yellow,50,1,['f'],0.7645166999427602,True_unkown
60,13,yellow,50,0,['j'],1.2983305000234395,True_unkown
70,13,yellow,50,1,['f'],0.7921105000423267,True_unkown
80,13,yellow,50,1,['f'],1.122491899994202,True_unkown
90,13,yellow,50,1,['f'],1.34026610001456,True_unkown
