trial_starts	target_starts	RT	thresh	outcome	trial_type
4.0337430173531175	6.067088505718857	0.4271396449767053	0.2890933315979598	0.0	Small_loss
10.11702130921185	12.150443473365158	0.02431284636259079	0.39595620965622075	1.0	Neutral
21.000377302989364	25.03370316978544	0.0005497108213603497	0.31600553248347424	1.0	Large_loss
30.683687835000455	33.71702366368845	0.25832625944167376	0.3965694509451901	1.0	Large_loss
39.167000298853964	43.20037235226482	0.09658424695953727	0.422576575587718	1.0	Large_gain
56.05041938414797	59.08361574774608	0.4158972930163145	0.574581098310264	1.0	Large_gain
63.333624803926796	65.36695067072287	0.00047212932258844376	0.5757091167178666	1.0	Large_gain
70.61693980311975	74.65033298823982	0.13117616903036833	0.374524986259163	1.0	Large_loss
77.70024435827509	81.73356267809868	0.00033779582008719444	0.31953048588977834	1.0	Neutral
88.58356744796038	92.61689452221617	0.13249897677451372	0.3712969762585135	1.0	Small_loss
98.2669821260497	102.30020263930783	0.5213816603645682	0.412448992185509	0.0	Small_gain
109.1502200877294	112.18351154122502	0.7960377368144691	0.3712969762585135	0.0	Small_loss
115.23350079450756	119.26681096386164	0.000345342792570591	0.36018891523887964	1.0	Small_loss
127.31681229220703	130.35016985610127	0.01930749136954546	0.3480047829063681	1.0	Large_gain
133.40016152430326	135.43345569446683	0.256235487293452	0.3711867062102312	1.0	Large_gain
145.48343166522682	148.51674123154953	0.23169774562120438	0.37063362929541327	1.0	Small_gain
151.56675161560997	154.6001381590031	0.6853853049688041	0.35441392513607256	0.0	Large_loss
158.85023234365508	161.88339218031615	0.3350910386070609	0.3662181600706563	1.0	Small_loss
164.93338686740026	168.96672239433974	0.4877744480036199	0.3737712827519012	0.0	Large_loss
174.61669890861958	176.65006432123482	0.0993331023491919	0.28507922113366757	1.0	Neutral
181.90000394638628	184.9333433979191	0.5648103090934455	0.4261999826317886	0.0	Large_loss
192.7833228101954	196.81664897873998	0.5767013859003782	0.5359753345879066	0.0	Neutral
202.46663937950507	206.49999543372542	0.4174283924512565	0.4020145541445166	0.0	Large_gain
212.1499900603667	216.1832646089606	0.00048239296302199364	0.29930134102971934	1.0	Small_gain
219.43342701671645	221.466578702908	0.19157249247655272	0.33964998063519364	1.0	Neutral
227.91657918598503	230.9499442963861	0.04938852647319436	0.2499670587863977	1.0	Large_gain
236.39992304472253	238.4332154034637	0.59905447345227	0.4314071242141113	0.0	Small_loss
244.88321166066453	246.9165674126707	0.00047212932258844376	0.4139992049444906	1.0	Small_loss
259.3665014836006	262.3998173889704	0.00035741738975048065	0.22162402386800384	1.0	Neutral
266.6498644812964	270.6831447654404	0.3491797507740557	0.3098627084877623	0.0	Small_gain
273.73313583014533	275.76644962187856	0.18677452392876148	0.26459008477154505	1.0	Large_gain
281.0164840356447	283.04984008986503	0.0004929583519697189	0.15905333782671066	1.0	Large_gain
287.099808211904	291.13308457192034	0.0004751477390527725	0.40401236652072625	1.0	Large_loss
294.18308710772544	298.216412069276	0.0	0.22162402386800384	0.0	Neutral
303.8663852629252	306.8997699948959	0.29022215446457267	0.41074770720273746	1.0	Small_gain
312.3497771192342	315.3830359703861	0.5281448215246201	0.4616890971573938	0.0	Small_gain
325.63302449928597	327.66631383961067	0.0	0.4616890971573938	0.0	Small_gain
332.9163313480094	334.94969555316493	0.9613336990587413	0.715945845795752	0.0	Large_loss
340.1996240094304	344.2329734223895	0.5159231941215694	0.7406764918179932	1.0	Large_loss
347.2829623739235	350.3162897499278	0.15682963375002146	0.18117616462152142	1.0	Large_gain
353.36632579378784	355.3996525662951	0.000490543432533741	0.10539040080067319	1.0	Neutral
364.24958066036925	368.2829204136506	0.0	0.10539040080067319	0.0	Neutral
371.3329132893123	374.3662376469001	0.0004748459905385971	0.45355837943162464	1.0	Small_gain
382.21616513701156	385.2495836787857	0.952371091581881	0.8390177701642445	0.0	Large_loss
397.8995496276766	399.93284138292074	0.7830735011957586	0.5282619091775058	0.0	Small_loss
405.18284440180287	408.21615728829056	0.00047394027933478355	0.2554091083337978	1.0	Small_gain
420.866131991148	422.89944306667894	0.0003525875508785248	0.21877119833558734	1.0	Small_gain
430.5494742197916	432.5827662772499	0.6371185383759439	0.7317846423559629	0.0	Small_loss
437.8328504995443	441.8660390144214	0.0003613419830799103	0.10296449314154757	1.0	Neutral
446.3160693827085	448.34943570103496	0.0004748464561998844	0.46776616010545236	1.0	Small_loss
