LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,50,13,blue,5,Narrow,['j'],2.057184800039977
1,60,13,blue,5,Narrow,['f'],2.2965766999404877
1,50,13,blue,5,Narrow,['f'],2.088181200088002
1,30,13,blue,5,Narrow,['j'],1.7674253999721259
0,40,13,blue,5,Narrow,['j'],1.9240476000122726
1,70,13,blue,5,Narrow,['f'],1.4084325999720022
1,40,13,blue,5,Narrow,['j'],1.2476970000425354
0,40,13,blue,5,Narrow,['f'],1.9164107999531552
0,50,13,blue,5,Narrow,['j'],1.641265599988401
1,60,13,blue,5,Narrow,['f'],1.2142190000740811
1,40,13,blue,5,Narrow,['j'],0.9401349999243394
0,50,13,blue,5,Narrow,['j'],1.105556600028649
1,50,13,blue,5,Narrow,['f'],0.8227624000282958
1,50,13,blue,5,Narrow,['f'],1.0998572000535205
0,50,13,blue,5,Narrow,['f'],0.8794941999949515
0,60,13,blue,5,Narrow,['j'],0.9349506999133155
0,60,13,blue,5,Narrow,['j'],0.7006158999865875
1,50,13,blue,5,Narrow,['j'],2.0425064999144524
0,70,13,blue,5,Narrow,['j'],0.8230329999933019
0,30,13,blue,5,Narrow,['f'],1.477957999915816
0,80,13,green,5,Skew,['j'],1.2975356000242755
1,80,13,green,5,Skew,['f'],0.6630222999956459
0,80,13,green,5,Skew,['j'],0.5900130999507383
1,70,13,green,5,Skew,['f'],1.0127294999547303
0,70,13,green,5,Skew,['j'],1.5137317999033257
0,80,13,green,5,Skew,['j'],0.6228184000356123
1,90,13,green,5,Skew,['f'],0.947813699953258
1,100,13,green,5,Skew,['f'],0.7919258000329137
0,90,13,green,5,Skew,['j'],0.6543239000020549
0,60,13,green,5,Skew,['f'],1.9397209000308067
1,90,13,green,5,Skew,['f'],0.9691184000112116
1,70,13,green,5,Skew,['f'],1.7767616999335587
0,60,13,green,5,Skew,['f'],1.1590315999928862
1,80,13,green,5,Skew,['f'],0.8701617999467999
1,70,13,green,5,Skew,['f'],1.276251700008288
0,90,13,green,5,Skew,['j'],0.9231251000892371
1,80,13,green,5,Skew,['f'],0.6741401000181213
0,80,13,green,5,Skew,['j'],0.6718106000917032
1,80,13,green,5,Skew,['f'],0.6305429999483749
0,100,13,green,5,Skew,['j'],0.8052119000349194
0,0,13,red,5,wide,['f'],1.0675201000412926
0,80,13,red,5,wide,['j'],1.1456442000344396
1,80,13,red,5,wide,['f'],0.9593752999790013
1,90,13,red,5,wide,['f'],0.7817950000753626
1,10,13,red,5,wide,['j'],1.1258521999698132
0,90,13,red,5,wide,['j'],0.8528648000210524
0,10,13,red,5,wide,['f'],0.8753933999687433
1,0,13,red,5,wide,['j'],0.6902875000378117
1,10,13,red,5,wide,['j'],1.03982810000889
0,90,13,red,5,wide,['j'],1.214227500022389
0,10,13,red,5,wide,['f'],1.0364869999466464
1,100,13,red,5,wide,['f'],0.7386899000266567
0,90,13,red,5,wide,['j'],0.8083504000678658
0,0,13,red,5,wide,['f'],0.7344060000032187
1,100,13,red,5,wide,['f'],0.6128539999481291
1,20,13,red,5,wide,['j'],0.7780443000374362
0,20,13,red,5,wide,['f'],0.8012209999142215
0,100,13,red,5,wide,['j'],0.7355195999844
1,100,13,red,5,wide,['f'],0.6058942000381649
1,0,13,red,5,wide,['j'],0.7559466999955475
