Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,1,['f'],1.8887898999964818,wide
30,13,red,100,1,['f'],2.348492999910377,wide
40,13,red,100,0,['j'],1.3456441999878734,wide
50,13,red,100,1,['f'],1.6224769999971613,wide
60,13,red,100,0,['j'],1.0049754000501707,wide
70,13,red,100,0,['j'],0.8669025000417605,wide
80,13,red,100,1,['f'],0.9694747000467032,wide
90,13,red,100,1,['f'],1.0556953999912366,wide
20,13,red,50,0,['f'],2.604292400064878,wide
30,13,red,50,0,['j'],1.8887893999926746,wide
40,13,red,50,1,['f'],1.6376378999557346,wide
50,13,red,50,0,['j'],2.6671470999717712,wide
60,13,red,50,1,['f'],2.617442100076005,wide
70,13,red,50,0,['j'],0.7418041999917477,wide
80,13,red,50,1,['f'],1.0739393000258133,wide
90,13,red,50,0,['j'],1.111104500014335,wide
20,13,blue,100,0,['f'],2.6131352999946102,narrow
30,13,blue,100,0,['f'],0.8724104999564588,narrow
40,13,blue,100,0,['f'],1.5169895999133587,narrow
50,13,blue,100,1,['f'],1.361954199965112,narrow
60,13,blue,100,1,['f'],1.2385369999101385,narrow
70,13,blue,100,1,['f'],0.7706357999704778,narrow
80,13,blue,100,0,['j'],1.0322062999475747,narrow
90,13,blue,100,0,['j'],0.8681402000365779,narrow
20,13,blue,50,0,['f'],1.3301752000115812,narrow
30,13,blue,50,0,['f'],1.0643120999448001,narrow
40,13,blue,50,1,['f'],1.2080210999120027,narrow
50,13,blue,50,1,['f'],2.3101964000379667,narrow
60,13,blue,50,0,['j'],1.1081223000073805,narrow
70,13,blue,50,1,['f'],0.6587896000128239,narrow
80,13,blue,50,1,['f'],1.0241707999957725,narrow
90,13,blue,50,1,['f'],0.42620450002141297,narrow
20,13,green,100,1,['j'],1.7178100000601262,skew
30,13,green,100,0,['f'],1.1862243000650778,skew
40,13,green,100,1,['j'],1.088504399987869,skew
50,13,green,100,1,['j'],1.2622576999710873,skew
60,13,green,100,0,['f'],0.8043154999613762,skew
70,13,green,100,1,['j'],0.7455597999505699,skew
80,13,green,100,1,['j'],0.6067743999883533,skew
90,13,green,100,1,['f'],2.195364600047469,skew
20,13,green,50,1,['j'],1.7605667999014258,skew
30,13,green,50,1,['j'],0.5021823000861332,skew
40,13,green,50,1,['j'],0.6345502999611199,skew
50,13,green,50,0,['j'],1.1583807999268174,skew
60,13,green,50,0,['j'],1.3216749000130221,skew
70,13,green,50,1,['f'],1.3983529000543058,skew
80,13,green,50,0,['j'],0.989784499979578,skew
90,13,green,50,0,['j'],0.4822367000160739,skew
20,13,yellow,100,1,['j'],1.719452299992554,True_unkown
30,13,yellow,100,0,['f'],1.4199373999144882,True_unkown
40,13,yellow,100,0,['f'],2.1743572000414133,True_unkown
50,13,yellow,100,1,['f'],1.2935590000124648,True_unkown
60,13,yellow,100,1,['f'],0.5620817999588326,True_unkown
70,13,yellow,100,1,['f'],0.36583660007454455,True_unkown
80,13,yellow,100,1,['f'],0.6573644999880344,True_unkown
90,13,yellow,100,1,['f'],0.5182871000142768,True_unkown
20,13,yellow,50,1,['j'],1.6976113999262452,True_unkown
30,13,yellow,50,0,['f'],0.6777882999740541,True_unkown
40,13,yellow,50,1,['j'],1.7062739999964833,True_unkown
50,13,yellow,50,1,['j'],0.6573212000075728,True_unkown
60,13,yellow,50,1,['f'],0.37548779998905957,True_unkown
70,13,yellow,50,1,['f'],0.5086316000670195,True_unkown
80,13,yellow,50,0,['j'],1.467702200054191,True_unkown
90,13,yellow,50,1,['f'],1.0480389000149444,True_unkown
